arm,group,condition,bound,bh_family,n_pairs,n_clusters,n_instances_missing,n_excluded_non_terminating,n_looped_on_correct_answer,low_power,near_ceiling,task_delta_min,task_delta_max,delta,ci_low,ci_high,p_value,bh_significant,mde_delta,mde_realized_diff,mde_power_target,bh_significant_global
main_sweep_zeroshot_only,qwen3-8b,rwse,excluded,main_sweep_zeroshot_only/qwen3-8b/excluded,179,179,1,1,0,False,False,-0.1034482758620689,0.0,-0.0335195530726257,-0.0670391061452514,0.0,0.1095890410958904,False,,,,False
thinking_arm_accuracy,gemma4-12b,all,excluded,thinking_arm_accuracy/gemma4-12b/excluded,131,131,49,72,8,True,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,gemma4-12b,clustering,excluded,thinking_arm_accuracy/gemma4-12b/excluded,125,125,55,92,8,True,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,gemma4-12b,components,excluded,thinking_arm_accuracy/gemma4-12b/excluded,130,130,50,76,6,True,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,gemma4-12b,degree,excluded,thinking_arm_accuracy/gemma4-12b/excluded,129,129,51,78,7,True,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,gemma4-12b,filler,excluded,thinking_arm_accuracy/gemma4-12b/excluded,133,133,47,71,4,True,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,gemma4-12b,rwse,excluded,thinking_arm_accuracy/gemma4-12b/excluded,126,126,54,83,8,True,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,gemma4-e4b,all,excluded,thinking_arm_accuracy/gemma4-e4b/excluded,180,180,0,0,0,False,True,0.0,0.0666666666666666,0.0166666666666666,-0.0055555555555555,0.0444444444444444,0.3726627337266273,False,,,,False
thinking_arm_accuracy,gemma4-e4b,clustering,excluded,thinking_arm_accuracy/gemma4-e4b/excluded,180,180,0,0,0,False,True,-0.0666666666666666,0.0333333333333333,0.0055555555555555,-0.0166666666666666,0.0333333333333333,1.0,False,,,,False
thinking_arm_accuracy,gemma4-e4b,components,excluded,thinking_arm_accuracy/gemma4-e4b/excluded,180,180,0,0,0,False,True,0.0,0.0333333333333333,0.0055555555555555,-0.0222222222222222,0.0333333333333333,1.0,False,,,,False
thinking_arm_accuracy,gemma4-e4b,degree,excluded,thinking_arm_accuracy/gemma4-e4b/excluded,180,180,0,0,0,False,True,0.0,0.0666666666666666,0.0166666666666666,-0.0055555555555555,0.0444444444444444,0.3694630536946305,False,,,,False
thinking_arm_accuracy,gemma4-e4b,filler,excluded,thinking_arm_accuracy/gemma4-e4b/excluded,180,180,0,0,0,False,True,-0.0666666666666666,0.0333333333333333,-0.0055555555555555,-0.0277777777777777,0.0166666666666666,1.0,False,,,,False
thinking_arm_accuracy,gemma4-e4b,rwse,excluded,thinking_arm_accuracy/gemma4-e4b/excluded,180,180,0,0,0,False,True,-0.0333333333333333,0.0,-0.0055555555555555,-0.0333333333333333,0.0222222222222222,1.0,False,,,,False
thinking_arm_accuracy,qwen3-14b,all,excluded,thinking_arm_accuracy/qwen3-14b/excluded,176,176,4,4,2,False,True,0.0,0.0333333333333333,0.0056818181818181,0.0,0.0170454545454545,1.0,False,,,,False
thinking_arm_accuracy,qwen3-14b,clustering,excluded,thinking_arm_accuracy/qwen3-14b/excluded,177,177,3,5,1,False,True,0.0,0.0333333333333333,0.0056497175141242,0.0,0.0169491525423728,1.0,False,,,,False
thinking_arm_accuracy,qwen3-14b,components,excluded,thinking_arm_accuracy/qwen3-14b/excluded,177,177,3,4,1,False,True,0.0,0.0333333333333333,0.0056497175141242,0.0,0.0169491525423728,1.0,False,,,,False
thinking_arm_accuracy,qwen3-14b,degree,excluded,thinking_arm_accuracy/qwen3-14b/excluded,177,177,3,4,1,False,True,0.0,0.0333333333333333,0.0056497175141242,0.0,0.0169491525423728,1.0,False,,,,False
thinking_arm_accuracy,qwen3-14b,filler,excluded,thinking_arm_accuracy/qwen3-14b/excluded,177,177,3,4,0,False,True,0.0,0.0333333333333333,0.0056497175141242,0.0,0.0169491525423728,1.0,False,,,,False
thinking_arm_accuracy,qwen3-14b,rwse,excluded,thinking_arm_accuracy/qwen3-14b/excluded,175,175,5,5,3,False,True,-0.037037037037037,0.0,-0.0057142857142857,-0.0171428571428571,0.0,1.0,False,,,,False
thinking_arm_accuracy,qwen3-8b,all,excluded,thinking_arm_accuracy/qwen3-8b/excluded,166,166,14,16,8,False,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,qwen3-8b,clustering,excluded,thinking_arm_accuracy/qwen3-8b/excluded,170,170,10,14,4,False,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,qwen3-8b,components,excluded,thinking_arm_accuracy/qwen3-8b/excluded,168,168,12,15,7,False,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,qwen3-8b,degree,excluded,thinking_arm_accuracy/qwen3-8b/excluded,169,169,11,12,3,False,True,-0.0357142857142857,0.0,-0.0059171597633136,-0.0177514792899408,0.0,1.0,False,,,,False
thinking_arm_accuracy,qwen3-8b,filler,excluded,thinking_arm_accuracy/qwen3-8b/excluded,171,171,9,9,3,False,True,0.0,0.0,0.0,0.0,0.0,1.0,False,,,,False
thinking_arm_accuracy,qwen3-8b,rwse,excluded,thinking_arm_accuracy/qwen3-8b/excluded,172,172,8,10,3,False,True,-0.0384615384615384,0.0,-0.005813953488372,-0.0174418604651162,0.0,1.0,False,,,,False
