arm,group,condition,bound,bh_family,n_pairs,n_clusters,n_instances_missing,n_excluded_non_terminating,n_looped_on_correct_answer,low_power,near_ceiling,task_delta_min,task_delta_max,delta,ci_low,ci_high,p_value,bh_significant,mde_delta,mde_realized_diff,mde_power_target,bh_significant_global
main_sweep_zeroshot_only,gemma4-12b,all,excluded,main_sweep_zeroshot_only/gemma4-12b/excluded,180,180,0,0,0,False,True,0.0,0.0333333333333333,0.0055555555555555,-0.0111111111111111,0.0222222222222222,1.0,False,,,,False
main_sweep_zeroshot_only,gemma4-12b,clustering,excluded,main_sweep_zeroshot_only/gemma4-12b/excluded,179,179,1,1,0,False,True,-0.0344827586206896,0.0,-0.0055865921787709,-0.0167597765363128,0.0,1.0,False,,,,False
main_sweep_zeroshot_only,gemma4-12b,components,excluded,main_sweep_zeroshot_only/gemma4-12b/excluded,180,180,0,0,0,False,True,-0.1,0.0,-0.0166666666666666,-0.0388888888888888,0.0,0.2533746625337466,False,,,,False
main_sweep_zeroshot_only,gemma4-12b,degree,excluded,main_sweep_zeroshot_only/gemma4-12b/excluded,180,180,0,0,0,False,True,0.0,0.0666666666666666,0.0111111111111111,0.0,0.0277777777777777,0.4955504449555044,False,,,,False
main_sweep_zeroshot_only,gemma4-12b,filler,excluded,main_sweep_zeroshot_only/gemma4-12b/excluded,179,179,1,1,0,False,True,-0.0689655172413793,0.0,-0.0111731843575419,-0.0279329608938547,0.0,0.4962503749625037,False,,,,False
main_sweep_zeroshot_only,gemma4-12b,rwse,excluded,main_sweep_zeroshot_only/gemma4-12b/excluded,179,179,1,1,0,False,True,-0.0344827586206896,0.0,-0.0055865921787709,-0.0167597765363128,0.0,1.0,False,,,,False
main_sweep_zeroshot_only,gemma4-e4b,all,excluded,main_sweep_zeroshot_only/gemma4-e4b/excluded,173,173,7,9,0,False,True,-0.0869565217391304,0.0333333333333333,-0.0057803468208092,-0.0346820809248554,0.0173410404624277,1.0,False,,,,False
main_sweep_zeroshot_only,gemma4-e4b,clustering,excluded,main_sweep_zeroshot_only/gemma4-e4b/excluded,171,171,9,10,2,False,True,-0.0416666666666666,0.037037037037037,-0.0058479532163742,-0.0292397660818713,0.0175438596491228,1.0,False,,,,False
main_sweep_zeroshot_only,gemma4-e4b,components,excluded,main_sweep_zeroshot_only/gemma4-e4b/excluded,173,173,7,10,0,False,True,-0.1333333333333333,0.0344827586206896,-0.0289017341040462,-0.0635838150289017,0.0057803468208092,0.1732826717328267,False,,,,False
main_sweep_zeroshot_only,gemma4-e4b,degree,excluded,main_sweep_zeroshot_only/gemma4-e4b/excluded,173,173,7,7,0,False,True,-0.0416666666666666,0.0344827586206896,-0.0057803468208092,-0.0289017341040462,0.0173410404624277,1.0,False,,,,False
main_sweep_zeroshot_only,gemma4-e4b,filler,excluded,main_sweep_zeroshot_only/gemma4-e4b/excluded,173,173,7,9,0,False,True,0.0,0.0333333333333333,0.0057803468208092,-0.0115606936416184,0.0289017341040462,1.0,False,,,,False
main_sweep_zeroshot_only,gemma4-e4b,rwse,excluded,main_sweep_zeroshot_only/gemma4-e4b/excluded,170,170,10,14,0,False,True,-0.0454545454545454,0.0,-0.0176470588235294,-0.0411764705882352,0.0,0.2513748625137486,False,,,,False
main_sweep_zeroshot_only,qwen3-14b,all,excluded,main_sweep_zeroshot_only/qwen3-14b/excluded,180,180,0,0,0,False,False,-0.0333333333333333,0.1,0.0111111111111111,-0.0166666666666666,0.0388888888888888,0.688931106889311,False,,,,False
main_sweep_zeroshot_only,qwen3-14b,clustering,excluded,main_sweep_zeroshot_only/qwen3-14b/excluded,180,180,0,0,0,False,False,0.0,0.0666666666666666,0.0222222222222222,0.0055555555555555,0.0444444444444444,0.1301869813018698,False,,,,False
main_sweep_zeroshot_only,qwen3-14b,components,excluded,main_sweep_zeroshot_only/qwen3-14b/excluded,180,180,0,0,0,False,False,-0.0333333333333333,0.1,0.0166666666666666,-0.0111111111111111,0.0444444444444444,0.4520547945205479,False,,,,False
main_sweep_zeroshot_only,qwen3-14b,degree,excluded,main_sweep_zeroshot_only/qwen3-14b/excluded,180,180,0,0,0,False,False,0.0,0.2,0.0444444444444444,0.0111111111111111,0.0777777777777777,0.0191980801919808,False,,,,False
main_sweep_zeroshot_only,qwen3-14b,filler,excluded,main_sweep_zeroshot_only/qwen3-14b/excluded,180,180,0,0,0,False,False,-0.0333333333333333,0.0333333333333333,0.0,-0.0222222222222222,0.0222222222222222,1.0,False,,,,False
main_sweep_zeroshot_only,qwen3-14b,rwse,excluded,main_sweep_zeroshot_only/qwen3-14b/excluded,180,180,0,0,0,False,False,0.0,0.0333333333333333,0.0111111111111111,0.0,0.0277777777777777,0.5047495250474953,False,,,,False
main_sweep_zeroshot_only,qwen3-8b,all,excluded,main_sweep_zeroshot_only/qwen3-8b/excluded,179,179,1,1,0,False,False,-0.1,0.1724137931034483,0.0111731843575419,-0.0223463687150838,0.0446927374301676,0.7495250474952505,False,,,,False
main_sweep_zeroshot_only,qwen3-8b,clustering,excluded,main_sweep_zeroshot_only/qwen3-8b/excluded,180,180,0,0,0,False,False,0.0,0.1333333333333333,0.0277777777777777,0.0,0.0555555555555555,0.1228877112288771,False,,,,False
main_sweep_zeroshot_only,qwen3-8b,components,excluded,main_sweep_zeroshot_only/qwen3-8b/excluded,180,180,0,0,0,False,False,-0.0333333333333333,0.0333333333333333,0.0,-0.0333333333333333,0.0333333333333333,1.0,False,,,,False
main_sweep_zeroshot_only,qwen3-8b,degree,excluded,main_sweep_zeroshot_only/qwen3-8b/excluded,180,180,0,0,0,False,False,-0.0333333333333333,0.2333333333333333,0.0277777777777777,-0.0055555555555555,0.0666666666666666,0.2237776222377762,False,,,,False
main_sweep_zeroshot_only,qwen3-8b,filler,excluded,main_sweep_zeroshot_only/qwen3-8b/excluded,180,180,0,0,0,False,False,-0.2333333333333333,0.0333333333333333,-0.05,-0.0944444444444444,-0.0055555555555555,0.0485951404859514,False,,,,False
