density,condition,kept,capped,parsed,unparsable,mean_score,mean_abs_error,blind_bar_answer,blind_bar_score
0.1,filler,396,4,396,0,0.9772727272727273,0.027777777777777776,4,0.2297979797979798
0.2,filler,399,1,399,0,0.9047619047619048,0.10526315789473684,7,0.16290726817042606
0.35,filler,399,1,399,0,0.5914786967418546,0.5739348370927319,13,0.15037593984962405
0.5,filler,400,0,400,0,0.49,0.85,20,0.1475
0.65,filler,400,0,400,0,0.3475,1.2475,26,0.1325
0.75,filler,399,1,399,0,0.3007518796992481,1.5413533834586466,29,0.16541353383458646
0.85,filler,397,3,397,0,0.3778337531486146,1.1309823677581865,34,0.1712846347607053
