arm,design,task,density,condition,contaminated,length_matched_to_condition,mid_range,n,none_acc,filler_acc,condition_acc,length_cost_pp,length_cost_p,content_gain_pp,content_gain_p,net_pp,net_p,content_outweighs_length,length_cost_bh,content_gain_bh,net_bh
qwen3-1.7b-think,lo,connected_nodes,0.5,degree,True,False,True,99,0.5859,0.61,0.7576,2.0,0.8388197422027588,14.14,0.009355306625366211,17.17,0.002315700054168701,True,False,True,True
qwen3-1.7b-think,lo,connected_nodes,0.1,all,True,False,False,97,0.9485,0.9588,1.0,1.03,1.0,4.04,0.125,5.15,0.0625,True,False,False,False
qwen3-1.7b-think,lo,connected_nodes,0.2,all,True,False,False,98,0.9592,0.9798,0.9592,2.02,0.625,-2.06,0.5,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,connected_nodes,0.35,all,True,False,True,98,0.6939,0.7245,0.7857,3.06,0.629058837890625,6.0,0.210113525390625,9.18,0.049041748046875,True,False,False,False
qwen3-1.7b-think,lo,connected_nodes,0.5,all,True,False,True,99,0.5859,0.61,0.6869,2.0,0.8388197422027588,8.08,0.16863754391670227,10.1,0.11018416518345475,True,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.1,components,False,False,False,85,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.2,components,False,False,False,94,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.35,components,False,False,False,82,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.5,components,False,False,False,85,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.1,clustering,False,True,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.2,clustering,False,True,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.35,clustering,False,True,False,89,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.5,clustering,False,True,False,91,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.1,rwse,False,False,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.2,rwse,False,False,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.35,rwse,False,False,False,95,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.5,rwse,False,False,False,95,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.1,degree,True,False,False,87,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.2,degree,True,False,False,72,1.0,1.0,0.9861,0.0,1.0,-1.37,1.0,-1.39,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.35,degree,True,False,False,63,1.0,1.0,0.9841,0.0,1.0,-1.52,1.0,-1.59,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.5,degree,True,False,False,73,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.1,all,True,False,False,94,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.2,all,True,False,False,94,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.35,all,True,False,False,93,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,cycle_check,0.5,all,True,False,False,92,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.1,components,False,False,False,98,1.0,0.9697,0.9898,-3.03,0.25,2.02,0.5,-1.02,1.0,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.2,components,False,False,False,100,1.0,0.98,0.97,-2.0,0.5,-1.0,1.0,-3.0,0.25,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.35,components,False,False,False,100,0.97,1.0,0.98,3.0,0.25,-2.0,0.5,1.0,1.0,True,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.5,components,False,False,False,100,1.0,0.99,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.1,clustering,False,True,False,98,1.0,0.9697,0.9796,-3.03,0.25,1.01,1.0,-2.04,0.5,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.2,clustering,False,True,False,100,1.0,0.98,0.98,-2.0,0.5,0.0,1.0,-2.0,0.5,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.35,clustering,False,True,False,100,0.97,1.0,0.99,3.0,0.25,-1.0,1.0,2.0,0.5,True,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.5,clustering,False,True,False,100,1.0,0.99,0.98,-1.0,1.0,-1.0,1.0,-2.0,0.5,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.1,rwse,False,False,False,99,1.0,0.9697,1.0,-3.03,0.25,3.0,0.25,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.2,rwse,False,False,False,100,1.0,0.98,0.95,-2.0,0.5,-3.0,0.375,-5.0,0.0625,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.35,rwse,False,False,False,100,0.97,1.0,0.97,3.0,0.25,-3.0,0.25,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.5,rwse,False,False,False,99,1.0,0.99,1.0,-1.0,1.0,1.01,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.1,degree,True,False,False,98,1.0,0.9697,0.9694,-3.03,0.25,0.0,1.0,-3.06,0.25,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.2,degree,True,False,False,100,1.0,0.98,0.95,-2.0,0.5,-3.0,0.453125,-5.0,0.0625,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.35,degree,True,False,False,100,0.97,1.0,0.97,3.0,0.25,-3.0,0.25,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.5,degree,True,False,False,99,1.0,0.99,0.9899,-1.0,1.0,0.0,1.0,-1.01,1.0,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.1,all,True,False,False,99,1.0,0.9697,0.9596,-3.03,0.25,-1.0,1.0,-4.04,0.125,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.2,all,True,False,False,100,1.0,0.98,0.96,-2.0,0.5,-2.0,0.6875,-4.0,0.125,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.35,all,True,False,False,100,0.97,1.0,0.97,3.0,0.25,-3.0,0.25,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,edge_existence,0.5,all,True,False,False,100,1.0,0.99,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.1,components,False,False,False,94,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.2,components,False,False,False,91,1.0,1.0,0.989,0.0,1.0,-1.06,1.0,-1.1,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.35,components,False,False,False,79,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.5,components,False,False,False,78,0.9487,1.0,1.0,5.49,0.0625,0.0,1.0,5.13,0.125,True,False,False,False
qwen3-1.7b-think,lo,node_count,0.1,clustering,False,True,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.2,clustering,False,True,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.35,clustering,False,True,False,83,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.5,clustering,False,True,False,91,0.9451,1.0,1.0,5.49,0.0625,0.0,1.0,5.49,0.0625,True,False,False,False
qwen3-1.7b-think,lo,node_count,0.1,rwse,False,False,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.2,rwse,False,False,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.35,rwse,False,False,False,83,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.5,rwse,False,False,False,91,0.9451,1.0,1.0,5.49,0.0625,0.0,1.0,5.49,0.0625,True,False,False,False
qwen3-1.7b-think,lo,node_count,0.1,degree,True,False,False,97,1.0,1.0,0.9897,0.0,1.0,-1.01,1.0,-1.03,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.2,degree,True,False,False,96,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.35,degree,True,False,False,79,1.0,1.0,0.9873,0.0,1.0,-2.11,0.5,-1.27,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.5,degree,True,False,False,88,0.9432,1.0,1.0,5.49,0.0625,0.0,1.0,5.68,0.0625,True,False,False,False
qwen3-1.7b-think,lo,node_count,0.1,all,True,False,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.2,all,True,False,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.35,all,True,False,False,83,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,0.5,all,True,False,False,91,0.9451,1.0,1.0,5.49,0.0625,0.0,1.0,5.49,0.0625,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.1,components,False,False,False,95,0.9368,0.9792,0.9579,5.21,0.125,-4.08,0.2890625,2.11,0.625,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.2,components,False,False,False,100,0.95,0.85,0.89,-10.0,0.012939453125,4.0,0.480682373046875,-6.0,0.0703125,False,False,False,False
qwen3-1.7b-think,lo,node_degree,0.35,components,False,False,True,100,0.6,0.56,0.62,-4.0,0.454498291015625,6.0,0.30745625495910645,2.0,0.79052734375,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.5,components,False,False,True,100,0.6,0.55,0.58,-5.0,0.42435622215270996,3.0,0.6636238098144531,-2.0,0.8238029479980469,False,False,False,False
qwen3-1.7b-think,lo,node_degree,0.1,clustering,False,True,False,96,0.9271,0.9792,0.9479,5.21,0.125,-3.06,0.375,2.08,0.7265625,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.2,clustering,False,True,False,100,0.95,0.85,0.97,-10.0,0.012939453125,12.0,0.00048828125,2.0,0.625,True,False,True,False
qwen3-1.7b-think,lo,node_degree,0.35,clustering,False,True,True,100,0.6,0.56,0.61,-4.0,0.454498291015625,5.0,0.38331031799316406,1.0,1.0,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.5,clustering,False,True,True,100,0.6,0.55,0.59,-5.0,0.42435622215270996,4.0,0.557197093963623,-1.0,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_degree,0.1,rwse,False,False,False,97,0.9278,0.9792,0.9588,5.21,0.125,-2.02,0.625,3.09,0.453125,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.2,rwse,False,False,False,98,0.949,0.85,0.9286,-10.0,0.012939453125,8.16,0.057373046875,-2.04,0.7265625,False,False,False,False
qwen3-1.7b-think,lo,node_degree,0.35,rwse,False,False,True,100,0.6,0.56,0.65,-4.0,0.454498291015625,9.0,0.10775214433670044,5.0,0.45825831964612007,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.5,rwse,False,False,True,99,0.596,0.55,0.6364,-5.0,0.42435622215270996,8.08,0.13380050659179688,4.04,0.5715881884098053,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.1,degree,True,False,False,97,0.9278,0.9792,0.9794,5.21,0.125,0.0,1.0,5.15,0.125,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.2,degree,True,False,False,98,0.949,0.85,0.9388,-10.0,0.012939453125,9.18,0.03515625,-1.02,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_degree,0.35,degree,True,False,True,92,0.6087,0.56,0.837,-4.0,0.454498291015625,27.17,1.0928604751825333e-05,22.83,4.9233436584472656e-05,True,False,True,True
qwen3-1.7b-think,lo,node_degree,0.5,degree,True,False,True,89,0.6067,0.55,0.8202,-5.0,0.42435622215270996,23.6,0.0003240634687244892,21.35,0.0013187271542847157,True,False,True,True
qwen3-1.7b-think,lo,node_degree,0.1,all,True,False,False,97,0.9278,0.9792,0.9794,5.21,0.125,0.0,1.0,5.15,0.0625,True,False,False,False
qwen3-1.7b-think,lo,node_degree,0.2,all,True,False,False,99,0.9596,0.85,0.9697,-10.0,0.012939453125,11.11,0.00738525390625,1.01,1.0,True,False,True,False
qwen3-1.7b-think,lo,node_degree,0.35,all,True,False,True,100,0.6,0.56,0.82,-4.0,0.454498291015625,26.0,1.2913485988974571e-05,22.0,0.00031255115754902363,True,False,True,True
qwen3-1.7b-think,lo,node_degree,0.5,all,True,False,True,100,0.6,0.55,0.78,-5.0,0.42435622215270996,23.0,6.618769839406013e-05,18.0,0.0029350556433200836,True,False,True,True
qwen3-1.7b-think,hi,edge_existence,0.65,components,False,False,False,100,0.99,0.99,0.99,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.75,components,False,False,False,100,0.98,0.99,0.98,1.0,1.0,-1.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.85,components,False,False,False,100,1.0,0.97,1.0,-3.0,0.25,3.0,0.25,0.0,1.0,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.65,clustering,False,True,False,100,0.99,0.99,0.99,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.75,clustering,False,True,False,100,0.98,0.99,1.0,1.0,1.0,1.0,1.0,2.0,0.5,True,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.85,clustering,False,True,False,100,1.0,0.97,0.97,-3.0,0.25,0.0,1.0,-3.0,0.25,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.65,rwse,False,False,False,100,0.99,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,True,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.75,rwse,False,False,False,100,0.98,0.99,0.99,1.0,1.0,0.0,1.0,1.0,1.0,True,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.85,rwse,False,False,False,100,1.0,0.97,0.99,-3.0,0.25,2.0,0.5,-1.0,1.0,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.65,degree,True,False,False,100,0.99,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,True,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.75,degree,True,False,False,100,0.98,0.99,0.98,1.0,1.0,-1.0,1.0,0.0,1.0,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.85,degree,True,False,False,100,1.0,0.97,0.97,-3.0,0.25,0.0,1.0,-3.0,0.25,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.65,all,True,False,False,100,0.99,0.99,0.97,0.0,1.0,-2.0,0.625,-2.0,0.625,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.75,all,True,False,False,100,0.98,0.99,0.99,1.0,1.0,0.0,1.0,1.0,1.0,True,False,False,False
qwen3-1.7b-think,hi,edge_existence,0.85,all,True,False,False,100,1.0,0.97,0.99,-3.0,0.25,2.0,0.625,-1.0,1.0,False,False,False,False
qwen3-1.7b-think,hi,node_degree,0.65,components,False,False,True,99,0.5152,0.3535,0.4545,-17.17,0.009475304279476404,11.22,0.0895310789346695,-6.06,0.237884521484375,False,True,False,False
qwen3-1.7b-think,hi,node_degree,0.75,components,False,False,True,95,0.4632,0.3684,0.3895,-10.53,0.08715855330228806,2.06,0.855535551905632,-7.37,0.1670684814453125,False,False,False,False
qwen3-1.7b-think,hi,node_degree,0.85,components,False,False,True,96,0.4375,0.3232,0.5208,-10.1,0.11018416518345475,20.62,0.0011932429624721408,8.33,0.11531829833984375,True,False,True,False
qwen3-1.7b-think,hi,node_degree,0.65,clustering,False,True,True,100,0.52,0.3535,0.39,-17.17,0.009475304279476404,4.04,0.6358280026288412,-13.0,0.05958388801809633,False,True,False,False
qwen3-1.7b-think,hi,node_degree,0.75,clustering,False,True,True,96,0.4688,0.3684,0.375,-10.53,0.08715855330228806,2.04,0.8318119049072266,-9.38,0.13604594767093658,False,False,False,False
qwen3-1.7b-think,hi,node_degree,0.85,clustering,False,True,True,99,0.4242,0.3232,0.3535,-10.1,0.11018416518345475,3.0,0.7011080384254456,-7.07,0.3240086000878364,False,False,False,False
qwen3-1.7b-think,hi,node_degree,0.65,rwse,False,False,True,100,0.52,0.3535,0.43,-17.17,0.009475304279476404,8.08,0.22948101302608848,-9.0,0.17546524899080396,False,True,False,False
qwen3-1.7b-think,hi,node_degree,0.75,rwse,False,False,True,96,0.4688,0.3684,0.3854,-10.53,0.08715855330228806,3.03,0.720100131817162,-8.33,0.20048842206597328,False,False,False,False
qwen3-1.7b-think,hi,node_degree,0.85,rwse,False,False,True,98,0.4184,0.3232,0.449,-10.1,0.11018416518345475,13.13,0.010622024536132812,3.06,0.7358788008568808,True,False,True,False
qwen3-1.7b-think,hi,node_degree,0.65,degree,True,False,True,86,0.5465,0.3535,0.7791,-17.17,0.009475304279476404,40.7,3.6245783263666453e-07,23.26,0.0008213953115046024,True,True,True,True
qwen3-1.7b-think,hi,node_degree,0.75,degree,True,False,True,84,0.5119,0.3684,0.7619,-10.53,0.08715855330228806,35.63,3.6729034036397934e-08,25.0,0.00010371580719947815,True,False,True,True
qwen3-1.7b-think,hi,node_degree,0.85,degree,True,False,True,93,0.4301,0.3232,0.8817,-10.1,0.11018416518345475,54.26,1.6979681549678105e-12,45.16,1.312585595769633e-10,True,False,True,True
qwen3-1.7b-think,hi,node_degree,0.65,all,True,False,True,100,0.52,0.3535,0.82,-17.17,0.009475304279476404,46.46,3.8029690507812575e-11,30.0,1.5221826110689562e-05,True,True,True,True
qwen3-1.7b-think,hi,node_degree,0.75,all,True,False,True,93,0.4839,0.3684,0.6989,-10.53,0.08715855330228806,33.68,9.430375484953402e-07,21.51,0.002887247974285856,True,False,True,True
qwen3-1.7b-think,hi,node_degree,0.85,all,True,False,True,98,0.4286,0.3232,0.5918,-10.1,0.11018416518345475,26.26,0.00030586400160359517,16.33,0.032839137564268484,True,False,True,False
qwen3-4b,lo,connected_nodes,0.1,components,False,False,False,100,0.93,0.72,1.0,-21.0,4.9233436584472656e-05,28.0,7.450580596923828e-09,7.0,0.015625,True,True,True,True
qwen3-4b,lo,connected_nodes,0.2,components,False,False,True,100,0.88,0.74,0.99,-14.0,0.006610751152038574,25.0,4.172325134277344e-07,11.0,0.00341796875,True,True,True,True
qwen3-4b,lo,connected_nodes,0.35,components,False,False,True,100,0.84,0.78,0.94,-6.0,0.26317596435546875,16.0,0.0004024505615234375,10.0,0.012939453125,True,False,True,False
qwen3-4b,lo,connected_nodes,0.5,components,False,False,True,100,0.79,0.7,0.88,-9.0,0.0783538818359375,18.0,0.001430906355381012,9.0,0.049041748046875,True,False,True,False
qwen3-4b,lo,connected_nodes,0.1,clustering,False,True,False,100,0.93,0.72,0.85,-21.0,4.9233436584472656e-05,13.0,0.007197380065917969,-8.0,0.021484375,False,True,True,True
qwen3-4b,lo,connected_nodes,0.2,clustering,False,True,True,100,0.88,0.74,0.97,-14.0,0.006610751152038574,23.0,5.647540092468262e-06,9.0,0.03515625,True,True,True,False
qwen3-4b,lo,connected_nodes,0.35,clustering,False,True,True,100,0.84,0.78,0.89,-6.0,0.26317596435546875,11.0,0.02660369873046875,5.0,0.3017578125,True,False,True,False
qwen3-4b,lo,connected_nodes,0.5,clustering,False,True,True,100,0.79,0.7,0.77,-9.0,0.0783538818359375,7.0,0.24778856337070465,-2.0,0.8318119049072266,False,False,False,False
qwen3-4b,lo,connected_nodes,0.1,rwse,False,False,False,100,0.93,0.72,0.83,-21.0,4.9233436584472656e-05,11.0,0.012725830078125,-10.0,0.0308837890625,False,True,True,True
qwen3-4b,lo,connected_nodes,0.2,rwse,False,False,True,100,0.88,0.74,0.83,-14.0,0.006610751152038574,9.0,0.063568115234375,-5.0,0.359283447265625,False,True,False,False
qwen3-4b,lo,connected_nodes,0.35,rwse,False,False,True,100,0.84,0.78,0.89,-6.0,0.26317596435546875,11.0,0.012725830078125,5.0,0.3017578125,True,False,True,False
qwen3-4b,lo,connected_nodes,0.5,rwse,False,False,True,100,0.79,0.7,0.89,-9.0,0.0783538818359375,19.0,0.000310748815536499,10.0,0.021270751953125,True,False,True,False
qwen3-4b,lo,connected_nodes,0.1,degree,True,False,False,100,0.93,0.72,0.86,-21.0,4.9233436584472656e-05,14.0,0.009355306625366211,-7.0,0.0654296875,False,True,True,False
qwen3-4b,lo,connected_nodes,0.2,degree,True,False,True,100,0.88,0.74,0.9,-14.0,0.006610751152038574,16.0,0.001543879508972168,2.0,0.803619384765625,True,True,True,False
qwen3-4b,lo,connected_nodes,0.35,degree,True,False,True,100,0.84,0.78,0.8,-6.0,0.26317596435546875,2.0,0.8450189828872681,-4.0,0.480682373046875,False,False,False,False
qwen3-4b,lo,connected_nodes,0.5,degree,True,False,True,100,0.79,0.7,0.76,-9.0,0.0783538818359375,6.0,0.34492845088243484,-3.0,0.7011080384254456,False,False,False,False
qwen3-4b,lo,connected_nodes,0.1,all,True,False,False,100,0.93,0.72,0.82,-21.0,4.9233436584472656e-05,10.0,0.08715855330228806,-11.0,0.012725830078125,False,True,False,True
qwen3-4b,lo,connected_nodes,0.2,all,True,False,True,100,0.88,0.74,0.88,-14.0,0.006610751152038574,14.0,0.004343509674072266,0.0,1.0,False,True,True,False
qwen3-4b,lo,connected_nodes,0.35,all,True,False,True,100,0.84,0.78,0.87,-6.0,0.26317596435546875,9.0,0.049041748046875,3.0,0.629058837890625,True,False,False,False
qwen3-4b,lo,connected_nodes,0.5,all,True,False,True,100,0.79,0.7,0.76,-9.0,0.0783538818359375,6.0,0.34492845088243484,-3.0,0.6776394844055176,False,False,False,False
qwen3-4b,lo,cycle_check,0.1,components,False,False,False,97,0.9897,0.9896,0.9691,-1.04,1.0,-2.15,0.625,-2.06,0.625,False,False,False,False
qwen3-4b,lo,cycle_check,0.2,components,False,False,False,94,1.0,1.0,0.9894,0.0,1.0,-1.03,1.0,-1.06,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.35,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.5,components,False,False,False,100,1.0,1.0,0.98,0.0,1.0,-2.0,0.5,-2.0,0.5,False,False,False,False
qwen3-4b,lo,cycle_check,0.1,clustering,False,True,False,98,0.9898,0.9896,1.0,-1.04,1.0,1.06,1.0,1.02,1.0,True,False,False,False
qwen3-4b,lo,cycle_check,0.2,clustering,False,True,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.35,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.5,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.1,rwse,False,False,False,96,0.9896,0.9896,1.0,-1.04,1.0,1.08,1.0,1.04,1.0,True,False,False,False
qwen3-4b,lo,cycle_check,0.2,rwse,False,False,False,96,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.35,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.5,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.1,degree,True,False,False,97,0.9897,0.9896,0.9897,-1.04,1.0,1.08,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.2,degree,True,False,False,97,1.0,1.0,0.9897,0.0,1.0,-1.0,1.0,-1.03,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.35,degree,True,False,False,98,1.0,1.0,0.9694,0.0,1.0,-3.09,0.25,-3.06,0.25,False,False,False,False
qwen3-4b,lo,cycle_check,0.5,degree,True,False,False,99,1.0,1.0,0.9798,0.0,1.0,-2.02,0.5,-2.02,0.5,False,False,False,False
qwen3-4b,lo,cycle_check,0.1,all,True,False,False,98,0.9898,0.9896,1.0,-1.04,1.0,1.06,1.0,1.02,1.0,True,False,False,False
qwen3-4b,lo,cycle_check,0.2,all,True,False,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.35,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,0.5,all,True,False,False,100,1.0,1.0,0.97,0.0,1.0,-3.0,0.25,-3.0,0.25,False,False,False,False
qwen3-4b,lo,edge_count,0.1,components,False,False,False,100,0.05,0.1,0.0,5.0,0.1796875,-10.0,0.001953125,-5.0,0.0625,False,False,True,False
qwen3-4b,lo,edge_count,0.2,components,False,False,False,100,0.02,0.02,0.01,0.0,1.0,-1.0,1.0,-1.0,1.0,False,False,False,False
qwen3-4b,lo,edge_count,0.35,components,False,False,False,99,0.0101,0.01,0.0202,0.0,1.0,1.01,1.0,1.01,1.0,True,False,False,False
qwen3-4b,lo,edge_count,0.5,components,False,False,False,98,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,edge_count,0.1,clustering,False,True,False,99,0.0505,0.1,0.0,5.0,0.1796875,-10.1,0.001953125,-5.05,0.0625,False,False,True,False
qwen3-4b,lo,edge_count,0.2,clustering,False,True,False,100,0.02,0.02,0.01,0.0,1.0,-1.0,1.0,-1.0,1.0,False,False,False,False
qwen3-4b,lo,edge_count,0.35,clustering,False,True,False,100,0.01,0.01,0.02,0.0,1.0,1.0,1.0,1.0,1.0,True,False,False,False
qwen3-4b,lo,edge_count,0.5,clustering,False,True,False,100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
