arm,design,task,density,condition,contaminated,length_matched_to_condition,mid_range,n,none_acc,filler_acc,condition_acc,length_cost_pp,length_cost_p,content_gain_pp,content_gain_p,net_pp,net_p,content_outweighs_length,length_cost_bh,content_gain_bh,net_bh
qwen3-4b,lo,edge_count,0.1,rwse,False,False,False,98,0.051,0.1,0.0102,5.0,0.1796875,-9.18,0.01171875,-4.08,0.21875,False,False,True,False
qwen3-4b,lo,edge_count,0.2,rwse,False,False,False,100,0.02,0.02,0.01,0.0,1.0,-1.0,1.0,-1.0,1.0,False,False,False,False
qwen3-4b,lo,edge_count,0.35,rwse,False,False,False,100,0.01,0.01,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,False,False,False,False
qwen3-4b,lo,edge_count,0.5,rwse,False,False,False,100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,edge_count,0.1,degree,True,False,False,97,0.0515,0.1,0.2784,5.0,0.1796875,17.53,0.004551384132355452,22.68,1.049041748046875e-05,True,False,True,True
qwen3-4b,lo,edge_count,0.2,degree,True,False,False,99,0.0202,0.02,0.3232,0.0,1.0,30.3,1.5366822481155396e-08,30.3,6.938353180885315e-08,True,False,True,True
qwen3-4b,lo,edge_count,0.35,degree,True,False,False,99,0.0101,0.01,0.2525,0.0,1.0,24.24,8.046627044677734e-07,24.24,8.046627044677734e-07,True,False,True,True
qwen3-4b,lo,edge_count,0.5,degree,True,False,False,98,0.0,0.0,0.3367,0.0,1.0,33.67,2.3283064365386963e-10,33.67,2.3283064365386963e-10,True,False,True,True
qwen3-4b,lo,edge_count,0.1,all,True,False,False,100,0.05,0.1,0.03,5.0,0.1796875,-7.0,0.0390625,-2.0,0.6875,False,False,True,False
qwen3-4b,lo,edge_count,0.2,all,True,False,False,100,0.02,0.02,0.03,0.0,1.0,1.0,1.0,1.0,1.0,True,False,False,False
qwen3-4b,lo,edge_count,0.35,all,True,False,False,99,0.0101,0.01,0.0808,0.0,1.0,7.07,0.0390625,7.07,0.0390625,True,False,False,False
qwen3-4b,lo,edge_count,0.5,all,True,False,False,98,0.0,0.0,0.0918,0.0,1.0,9.18,0.00390625,9.18,0.00390625,True,False,True,True
qwen3-4b,lo,edge_existence,0.1,components,False,False,False,100,0.96,0.96,0.99,0.0,1.0,3.0,0.25,3.0,0.25,True,False,False,False
qwen3-4b,lo,edge_existence,0.2,components,False,False,False,100,0.93,0.84,0.94,-9.0,0.03515625,10.0,0.00634765625,1.0,1.0,True,False,True,False
qwen3-4b,lo,edge_existence,0.35,components,False,False,True,100,0.83,0.75,0.75,-8.0,0.15158963203430176,0.0,1.0,-8.0,0.09625244140625,False,False,False,False
qwen3-4b,lo,edge_existence,0.5,components,False,False,True,100,0.9,0.79,0.83,-11.0,0.00738525390625,4.0,0.21875,-7.0,0.09228515625,False,True,False,False
qwen3-4b,lo,edge_existence,0.1,clustering,False,True,False,100,0.96,0.96,0.97,0.0,1.0,1.0,1.0,1.0,1.0,True,False,False,False
qwen3-4b,lo,edge_existence,0.2,clustering,False,True,False,100,0.93,0.84,0.98,-9.0,0.03515625,14.0,0.0001220703125,5.0,0.125,True,False,True,False
qwen3-4b,lo,edge_existence,0.35,clustering,False,True,True,100,0.83,0.75,0.89,-8.0,0.15158963203430176,14.0,0.006610751152038574,6.0,0.237884521484375,True,False,True,False
qwen3-4b,lo,edge_existence,0.5,clustering,False,True,True,100,0.9,0.79,0.94,-11.0,0.00738525390625,15.0,0.000728607177734375,4.0,0.3876953125,True,True,True,False
qwen3-4b,lo,edge_existence,0.1,rwse,False,False,False,100,0.96,0.96,0.96,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,edge_existence,0.2,rwse,False,False,False,100,0.93,0.84,0.89,-9.0,0.03515625,5.0,0.359283447265625,-4.0,0.4239501953125,False,False,False,False
qwen3-4b,lo,edge_existence,0.35,rwse,False,False,True,100,0.83,0.75,0.7,-8.0,0.15158963203430176,-5.0,0.38331031799316406,-13.0,0.0191572904586792,False,False,False,False
qwen3-4b,lo,edge_existence,0.5,rwse,False,False,True,100,0.9,0.79,0.67,-11.0,0.00738525390625,-12.0,0.007537841796875,-23.0,2.384185791015625e-07,False,True,True,True
qwen3-4b,lo,edge_existence,0.1,degree,True,False,False,100,0.96,0.96,0.99,0.0,1.0,3.0,0.25,3.0,0.25,True,False,False,False
qwen3-4b,lo,edge_existence,0.2,degree,True,False,False,99,0.9293,0.84,0.9192,-9.0,0.03515625,7.07,0.11846923828125,-1.01,1.0,False,False,False,False
qwen3-4b,lo,edge_existence,0.35,degree,True,False,True,100,0.83,0.75,0.79,-8.0,0.15158963203430176,4.0,0.5034446716308594,-4.0,0.454498291015625,False,False,False,False
qwen3-4b,lo,edge_existence,0.5,degree,True,False,True,99,0.899,0.79,0.7475,-11.0,0.00738525390625,-4.04,0.4239501953125,-15.15,0.000728607177734375,False,True,False,True
qwen3-4b,lo,edge_existence,0.1,all,True,False,False,99,0.9596,0.96,0.9596,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,edge_existence,0.2,all,True,False,False,100,0.93,0.84,0.84,-9.0,0.03515625,0.0,1.0,-9.0,0.03515625,False,False,False,False
qwen3-4b,lo,edge_existence,0.35,all,True,False,True,100,0.83,0.75,0.7,-8.0,0.15158963203430176,-5.0,0.42435622215270996,-13.0,0.0191572904586792,False,False,False,False
qwen3-4b,lo,edge_existence,0.5,all,True,False,True,100,0.9,0.79,0.73,-11.0,0.00738525390625,-6.0,0.14599609375,-17.0,0.00022125244140625,False,True,False,True
qwen3-4b,lo,node_count,0.1,components,False,False,False,100,0.92,0.98,0.97,6.0,0.03125,-1.0,1.0,5.0,0.125,True,False,False,False
qwen3-4b,lo,node_count,0.2,components,False,False,True,100,0.69,1.0,1.0,31.0,9.313225746154785e-10,0.0,1.0,31.0,9.313225746154785e-10,True,True,False,True
qwen3-4b,lo,node_count,0.35,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_count,0.5,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_count,0.1,clustering,False,True,False,100,0.92,0.98,0.97,6.0,0.03125,-1.0,1.0,5.0,0.1796875,True,False,False,False
qwen3-4b,lo,node_count,0.2,clustering,False,True,True,100,0.69,1.0,0.99,31.0,9.313225746154785e-10,-1.0,1.0,30.0,1.5366822481155396e-08,True,True,False,True
qwen3-4b,lo,node_count,0.35,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_count,0.5,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_count,0.1,rwse,False,False,False,100,0.92,0.98,0.98,6.0,0.03125,0.0,1.0,6.0,0.109375,True,False,False,False
qwen3-4b,lo,node_count,0.2,rwse,False,False,True,100,0.69,1.0,1.0,31.0,9.313225746154785e-10,0.0,1.0,31.0,9.313225746154785e-10,True,True,False,True
qwen3-4b,lo,node_count,0.35,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_count,0.5,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_count,0.1,degree,True,False,False,100,0.92,0.98,0.94,6.0,0.03125,-4.0,0.21875,2.0,0.75390625,True,False,False,False
qwen3-4b,lo,node_count,0.2,degree,True,False,True,100,0.69,1.0,0.99,31.0,9.313225746154785e-10,-1.0,1.0,30.0,1.5366822481155396e-08,True,True,False,True
qwen3-4b,lo,node_count,0.35,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_count,0.5,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_count,0.1,all,True,False,False,100,0.92,0.98,1.0,6.0,0.03125,2.0,0.5,8.0,0.0078125,True,False,False,True
qwen3-4b,lo,node_count,0.2,all,True,False,True,100,0.69,1.0,1.0,31.0,9.313225746154785e-10,0.0,1.0,31.0,9.313225746154785e-10,True,True,False,True
qwen3-4b,lo,node_count,0.35,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_count,0.5,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_degree,0.1,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_degree,0.2,components,False,False,False,100,0.99,0.99,0.99,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_degree,0.35,components,False,False,False,100,0.99,0.99,0.99,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_degree,0.5,components,False,False,False,100,0.99,0.97,1.0,-2.0,0.625,3.0,0.25,1.0,1.0,True,False,False,False
qwen3-4b,lo,node_degree,0.1,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_degree,0.2,clustering,False,True,False,100,0.99,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,True,False,False,False
qwen3-4b,lo,node_degree,0.35,clustering,False,True,False,100,0.99,0.99,0.99,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_degree,0.5,clustering,False,True,False,100,0.99,0.97,0.96,-2.0,0.625,-1.0,1.0,-3.0,0.375,False,False,False,False
qwen3-4b,lo,node_degree,0.1,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b,lo,node_degree,0.2,rwse,False,False,False,100,0.99,0.99,0.97,0.0,1.0,-2.0,0.625,-2.0,0.625,False,False,False,False
qwen3-4b,lo,node_degree,0.35,rwse,False,False,False,100,0.99,0.99,0.96,0.0,1.0,-3.0,0.375,-3.0,0.25,False,False,False,False
qwen3-4b,lo,node_degree,0.5,rwse,False,False,False,100,0.99,0.97,0.95,-2.0,0.625,-2.0,0.7265625,-4.0,0.21875,False,False,False,False
qwen3-4b,lo,node_degree,0.1,degree,True,False,False,100,1.0,1.0,0.94,0.0,1.0,-6.0,0.03125,-6.0,0.03125,False,False,False,False
qwen3-4b,lo,node_degree,0.2,degree,True,False,False,100,0.99,0.99,0.98,0.0,1.0,-1.0,1.0,-1.0,1.0,False,False,False,False
qwen3-4b,lo,node_degree,0.35,degree,True,False,False,100,0.99,0.99,0.92,0.0,1.0,-7.0,0.0390625,-7.0,0.0390625,False,False,False,False
qwen3-4b,lo,node_degree,0.5,degree,True,False,False,100,0.99,0.97,0.87,-2.0,0.625,-10.0,0.012939453125,-12.0,0.0018310546875,False,False,True,True
qwen3-4b,lo,node_degree,0.1,all,True,False,False,100,1.0,1.0,0.93,0.0,1.0,-7.0,0.015625,-7.0,0.015625,False,False,False,False
qwen3-4b,lo,node_degree,0.2,all,True,False,False,100,0.99,0.99,0.96,0.0,1.0,-3.0,0.375,-3.0,0.375,False,False,False,False
qwen3-4b,lo,node_degree,0.35,all,True,False,False,100,0.99,0.99,0.92,0.0,1.0,-7.0,0.0390625,-7.0,0.015625,False,False,False,False
qwen3-4b,lo,node_degree,0.5,all,True,False,False,100,0.99,0.97,0.84,-2.0,0.625,-13.0,0.000244140625,-15.0,0.000274658203125,False,False,True,True
qwen3-4b,hi,edge_existence,0.65,components,False,False,True,100,0.87,0.75,0.79,-12.0,0.00048828125,4.0,0.2890625,-8.0,0.03857421875,False,True,False,False
qwen3-4b,hi,edge_existence,0.75,components,False,False,True,99,0.8788,0.85,0.8889,-2.0,0.7265625,3.03,0.5078125,1.01,1.0,True,False,False,False
qwen3-4b,hi,edge_existence,0.85,components,False,False,False,100,0.96,0.91,0.93,-5.0,0.0625,2.0,0.6875,-3.0,0.375,False,False,False,False
qwen3-4b,hi,edge_existence,0.65,clustering,False,True,True,100,0.87,0.75,0.95,-12.0,0.00048828125,20.0,1.0967254638671875e-05,8.0,0.057373046875,True,True,True,False
qwen3-4b,hi,edge_existence,0.75,clustering,False,True,True,100,0.87,0.85,0.96,-2.0,0.7265625,11.0,0.00341796875,9.0,0.0224609375,True,False,True,False
qwen3-4b,hi,edge_existence,0.85,clustering,False,True,False,100,0.96,0.91,0.95,-5.0,0.0625,4.0,0.34375,-1.0,1.0,False,False,False,False
qwen3-4b,hi,edge_existence,0.65,rwse,False,False,True,100,0.87,0.75,0.9,-12.0,0.00048828125,15.0,0.002599477767944336,3.0,0.60723876953125,True,True,True,False
qwen3-4b,hi,edge_existence,0.75,rwse,False,False,True,100,0.87,0.85,0.88,-2.0,0.7265625,3.0,0.5078125,1.0,1.0,True,False,False,False
qwen3-4b,hi,edge_existence,0.85,rwse,False,False,False,100,0.96,0.91,0.9,-5.0,0.0625,-1.0,1.0,-6.0,0.0703125,False,False,False,False
qwen3-4b,hi,edge_existence,0.65,degree,True,False,True,99,0.8687,0.75,0.8182,-12.0,0.00048828125,7.07,0.0390625,-5.05,0.2265625,False,True,True,False
qwen3-4b,hi,edge_existence,0.75,degree,True,False,True,100,0.87,0.85,0.87,-2.0,0.7265625,2.0,0.7265625,0.0,1.0,False,False,False,False
qwen3-4b,hi,edge_existence,0.85,degree,True,False,False,100,0.96,0.91,0.92,-5.0,0.0625,1.0,1.0,-4.0,0.2890625,False,False,False,False
qwen3-4b,hi,edge_existence,0.65,all,True,False,True,100,0.87,0.75,0.88,-12.0,0.00048828125,13.0,0.007197380065917969,1.0,1.0,True,True,True,False
qwen3-4b,hi,edge_existence,0.75,all,True,False,True,99,0.8687,0.85,0.8586,-2.0,0.7265625,1.01,1.0,-1.01,1.0,False,False,False,False
qwen3-4b,hi,edge_existence,0.85,all,True,False,False,100,0.96,0.91,0.9,-5.0,0.0625,-1.0,1.0,-6.0,0.03125,False,False,False,False
qwen3-4b,hi,node_degree,0.65,components,False,False,True,100,0.82,0.86,0.74,4.0,0.34375,-12.0,0.004180908203125,-8.0,0.0078125,False,False,True,True
qwen3-4b,hi,node_degree,0.75,components,False,False,True,100,0.5,0.49,0.46,-1.0,1.0,-3.0,0.5810546875,-4.0,0.454498291015625,False,False,False,False
qwen3-4b,hi,node_degree,0.85,components,False,False,True,100,0.33,0.36,0.42,3.0,0.711071103811264,6.0,0.32693958282470703,9.0,0.0783538818359375,True,False,False,False
qwen3-4b,hi,node_degree,0.65,clustering,False,True,True,100,0.82,0.86,0.89,4.0,0.34375,3.0,0.548828125,7.0,0.0390625,True,False,False,False
qwen3-4b,hi,node_degree,0.75,clustering,False,True,True,100,0.5,0.49,0.59,-1.0,1.0,10.0,0.07551869750022888,9.0,0.0783538818359375,True,False,False,False
qwen3-4b,hi,node_degree,0.85,clustering,False,True,True,100,0.33,0.36,0.51,3.0,0.711071103811264,15.0,0.005924612283706665,18.0,0.0009122341871261597,True,False,True,True
qwen3-4b,hi,node_degree,0.65,rwse,False,False,True,100,0.82,0.86,0.82,4.0,0.34375,-4.0,0.4239501953125,0.0,1.0,False,False,False,False
qwen3-4b,hi,node_degree,0.75,rwse,False,False,True,100,0.5,0.49,0.63,-1.0,1.0,14.0,0.009355306625366211,13.0,0.007197380065917969,True,False,True,True
qwen3-4b,hi,node_degree,0.85,rwse,False,False,True,100,0.33,0.36,0.43,3.0,0.711071103811264,7.0,0.2295229434967041,10.0,0.07551869750022888,True,False,False,False
qwen3-4b,hi,node_degree,0.65,degree,True,False,True,100,0.82,0.86,0.76,4.0,0.34375,-10.0,0.08715855330228806,-6.0,0.39152830513194203,False,False,False,False
qwen3-4b,hi,node_degree,0.75,degree,True,False,True,100,0.5,0.49,0.57,-1.0,1.0,8.0,0.3222363203575469,7.0,0.3712980344710104,True,False,False,False
qwen3-4b,hi,node_degree,0.85,degree,True,False,True,100,0.33,0.36,0.6,3.0,0.711071103811264,24.0,0.0014962588853935088,27.0,0.00046000500864878946,True,False,True,True
qwen3-4b,hi,node_degree,0.65,all,True,False,True,100,0.82,0.86,0.45,4.0,0.34375,-41.0,8.225455871979648e-10,-37.0,2.4579776436439715e-08,False,False,True,True
qwen3-4b,hi,node_degree,0.75,all,True,False,True,100,0.5,0.49,0.31,-1.0,1.0,-18.0,0.009559878856634896,-19.0,0.00660882284228137,False,False,True,True
qwen3-4b,hi,node_degree,0.85,all,True,False,True,100,0.33,0.36,0.25,3.0,0.711071103811264,-11.0,0.10812902140605729,-8.0,0.26818725105476915,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.1,components,False,False,False,93,0.9892,1.0,0.9892,1.05,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.2,components,False,False,False,91,0.989,1.0,1.0,1.1,1.0,0.0,1.0,1.1,1.0,True,False,False,False
qwen3-4b-think,lo,connected_nodes,0.35,components,False,False,False,96,1.0,0.9897,1.0,-1.03,1.0,1.01,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.5,components,False,False,False,97,0.9794,1.0,0.9897,2.08,0.5,-1.04,1.0,1.03,1.0,True,False,False,False
qwen3-4b-think,lo,connected_nodes,0.1,clustering,False,True,False,89,1.0,1.0,1.0,1.05,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.2,clustering,False,True,False,90,0.9889,1.0,0.9889,1.1,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.35,clustering,False,True,False,96,1.0,0.9897,1.0,-1.03,1.0,1.01,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.5,clustering,False,True,False,98,0.9796,1.0,0.9796,2.08,0.5,-1.03,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.1,rwse,False,False,False,93,0.9892,1.0,1.0,1.05,1.0,0.0,1.0,1.08,1.0,True,False,False,False
qwen3-4b-think,lo,connected_nodes,0.2,rwse,False,False,False,91,0.989,1.0,1.0,1.1,1.0,1.14,1.0,1.1,1.0,True,False,False,False
qwen3-4b-think,lo,connected_nodes,0.35,rwse,False,False,False,97,1.0,0.9897,0.9691,-1.03,1.0,-2.0,0.625,-3.09,0.25,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.5,rwse,False,False,False,98,0.9796,1.0,0.9898,2.08,0.5,-1.03,1.0,1.02,1.0,True,False,False,False
qwen3-4b-think,lo,connected_nodes,0.1,degree,True,False,False,91,0.989,1.0,1.0,1.05,1.0,0.0,1.0,1.1,1.0,True,False,False,False
qwen3-4b-think,lo,connected_nodes,0.2,degree,True,False,False,92,0.9891,1.0,0.9783,1.1,1.0,-1.08,1.0,-1.09,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.35,degree,True,False,False,96,1.0,0.9897,1.0,-1.03,1.0,1.02,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.5,degree,True,False,False,97,0.9794,1.0,0.9794,2.08,0.5,-2.06,0.5,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.1,all,True,False,False,90,0.9889,1.0,0.9778,1.05,1.0,-1.11,1.0,-1.11,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.2,all,True,False,False,91,0.989,1.0,0.978,1.1,1.0,-1.11,1.0,-1.1,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.35,all,True,False,False,97,1.0,0.9897,0.9897,-1.03,1.0,0.0,1.0,-1.03,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,0.5,all,True,False,False,97,0.9794,1.0,0.9897,2.08,0.5,0.0,1.0,1.03,1.0,True,False,False,False
qwen3-4b-think,lo,cycle_check,0.1,components,False,False,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.2,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.35,components,False,False,False,92,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.5,components,False,False,False,92,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.1,clustering,False,True,False,96,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.2,clustering,False,True,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.35,clustering,False,True,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.5,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.1,rwse,False,False,False,96,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.2,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.35,rwse,False,False,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.5,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.1,degree,True,False,False,94,1.0,1.0,0.9787,0.0,1.0,-2.11,0.5,-2.13,0.5,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.2,degree,True,False,False,97,1.0,1.0,0.9897,0.0,1.0,-1.03,1.0,-1.03,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.35,degree,True,False,False,92,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.5,degree,True,False,False,92,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.1,all,True,False,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.2,all,True,False,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.35,all,True,False,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,0.5,all,True,False,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.1,components,False,False,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.2,components,False,False,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.35,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.5,components,False,False,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.1,clustering,False,True,False,97,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.2,clustering,False,True,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.35,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.5,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.1,rwse,False,False,False,95,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.2,rwse,False,False,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.35,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.5,rwse,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.1,degree,True,False,False,98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.2,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.35,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.5,degree,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.1,all,True,False,False,95,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.2,all,True,False,False,99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.35,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,0.5,all,True,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.1,components,False,False,False,100,0.98,1.0,0.99,2.0,0.5,-1.0,1.0,1.0,1.0,True,False,False,False
qwen3-4b-think,lo,node_count,0.2,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.35,components,False,False,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.5,components,False,False,False,100,1.0,1.0,0.99,0.0,1.0,-1.0,1.0,-1.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.1,clustering,False,True,False,99,0.9798,1.0,1.0,2.0,0.5,0.0,1.0,2.02,0.5,True,False,False,False
qwen3-4b-think,lo,node_count,0.2,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.35,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.5,clustering,False,True,False,100,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,0.1,rwse,False,False,False,99,0.9798,1.0,1.0,2.0,0.5,0.0,1.0,2.02,0.5,True,False,False,False
