arm,task,condition,p,n,success,exact,cap,parsed,tokens,f1
qwen3-1.7b-think,edge_count,none,0.35,100,0.0,0.03,1.0,1.0,8192.0,
qwen3-1.7b-think,edge_count,none,0.5,100,0.0,0.0,1.0,1.0,8192.0,
qwen3-1.7b-think,edge_count,rwse,0.1,100,0.39,0.55,0.6,1.0,8192.0,
qwen3-1.7b-think,edge_count,rwse,0.2,100,0.11,0.29,0.87,1.0,8192.0,
qwen3-1.7b-think,edge_count,rwse,0.35,100,0.0,0.01,1.0,1.0,8192.0,
qwen3-1.7b-think,edge_count,rwse,0.5,100,0.0,0.0,1.0,1.0,8192.0,
qwen3-1.7b-think,edge_existence,all,0.1,100,0.96,0.96,0.0,1.0,745.5,
qwen3-1.7b-think,edge_existence,all,0.2,100,0.96,0.96,0.0,1.0,940.5,
qwen3-1.7b-think,edge_existence,all,0.35,100,0.97,0.97,0.0,1.0,1165.5,
qwen3-1.7b-think,edge_existence,all,0.5,100,1.0,1.0,0.0,1.0,1127.0,
qwen3-1.7b-think,edge_existence,all,0.65,100,0.97,0.97,0.0,1.0,1029.0,
qwen3-1.7b-think,edge_existence,all,0.75,100,0.99,0.99,0.0,1.0,1076.5,
qwen3-1.7b-think,edge_existence,all,0.85,100,0.99,0.99,0.0,1.0,978.5,
qwen3-1.7b-think,edge_existence,clustering,0.1,100,0.97,0.98,0.01,1.0,670.0,
qwen3-1.7b-think,edge_existence,clustering,0.2,100,0.98,0.98,0.0,1.0,868.0,
qwen3-1.7b-think,edge_existence,clustering,0.35,100,0.99,0.99,0.0,1.0,1091.5,
qwen3-1.7b-think,edge_existence,clustering,0.5,100,0.98,0.98,0.0,1.0,1074.5,
qwen3-1.7b-think,edge_existence,clustering,0.65,100,0.99,0.99,0.0,1.0,1017.0,
qwen3-1.7b-think,edge_existence,clustering,0.75,100,1.0,1.0,0.0,1.0,959.0,
qwen3-1.7b-think,edge_existence,clustering,0.85,100,0.97,0.97,0.0,1.0,1034.0,
qwen3-1.7b-think,edge_existence,components,0.1,100,0.98,0.99,0.01,1.0,737.0,
qwen3-1.7b-think,edge_existence,components,0.2,100,0.97,0.97,0.0,1.0,924.0,
qwen3-1.7b-think,edge_existence,components,0.35,100,0.98,0.98,0.0,1.0,1118.0,
qwen3-1.7b-think,edge_existence,components,0.5,100,1.0,1.0,0.0,1.0,1140.0,
qwen3-1.7b-think,edge_existence,components,0.65,100,0.99,0.99,0.0,1.0,1119.5,
qwen3-1.7b-think,edge_existence,components,0.75,100,0.98,0.98,0.0,1.0,1004.0,
qwen3-1.7b-think,edge_existence,components,0.85,100,1.0,1.0,0.0,1.0,1033.5,
qwen3-1.7b-think,edge_existence,degree,0.1,100,0.96,0.97,0.01,1.0,786.5,
qwen3-1.7b-think,edge_existence,degree,0.2,100,0.95,0.95,0.0,1.0,930.0,
qwen3-1.7b-think,edge_existence,degree,0.35,100,0.97,0.97,0.0,1.0,1257.0,
qwen3-1.7b-think,edge_existence,degree,0.5,100,0.98,0.99,0.01,1.0,1433.0,
qwen3-1.7b-think,edge_existence,degree,0.65,100,1.0,1.0,0.0,1.0,1225.0,
qwen3-1.7b-think,edge_existence,degree,0.75,100,0.98,0.98,0.0,1.0,1351.5,
qwen3-1.7b-think,edge_existence,degree,0.85,100,0.97,0.97,0.0,1.0,1221.5,
qwen3-1.7b-think,edge_existence,filler,0.1,100,0.97,0.97,0.0,1.0,616.5,
qwen3-1.7b-think,edge_existence,filler,0.2,100,0.98,0.98,0.0,1.0,728.0,
qwen3-1.7b-think,edge_existence,filler,0.35,100,1.0,1.0,0.0,1.0,981.5,
qwen3-1.7b-think,edge_existence,filler,0.5,100,0.99,0.99,0.0,1.0,1193.5,
qwen3-1.7b-think,edge_existence,filler,0.65,100,0.99,0.99,0.0,1.0,1124.0,
qwen3-1.7b-think,edge_existence,filler,0.75,100,0.99,0.99,0.0,1.0,1055.0,
qwen3-1.7b-think,edge_existence,filler,0.85,100,0.97,0.97,0.0,1.0,1028.0,
qwen3-1.7b-think,edge_existence,none,0.1,100,0.99,1.0,0.01,1.0,689.0,
qwen3-1.7b-think,edge_existence,none,0.2,100,1.0,1.0,0.0,1.0,877.5,
qwen3-1.7b-think,edge_existence,none,0.35,100,0.97,0.97,0.0,1.0,1096.5,
qwen3-1.7b-think,edge_existence,none,0.5,100,1.0,1.0,0.0,1.0,1116.5,
qwen3-1.7b-think,edge_existence,none,0.65,100,0.99,0.99,0.0,1.0,1152.0,
qwen3-1.7b-think,edge_existence,none,0.75,100,0.98,0.98,0.0,1.0,1108.0,
qwen3-1.7b-think,edge_existence,none,0.85,100,1.0,1.0,0.0,1.0,1099.5,
qwen3-1.7b-think,edge_existence,rwse,0.1,100,1.0,1.0,0.0,1.0,824.5,
qwen3-1.7b-think,edge_existence,rwse,0.2,100,0.95,0.95,0.0,1.0,1018.0,
qwen3-1.7b-think,edge_existence,rwse,0.35,100,0.97,0.97,0.0,1.0,1234.0,
qwen3-1.7b-think,edge_existence,rwse,0.5,100,0.99,1.0,0.01,1.0,1190.0,
qwen3-1.7b-think,edge_existence,rwse,0.65,100,1.0,1.0,0.0,1.0,1166.5,
qwen3-1.7b-think,edge_existence,rwse,0.75,100,0.99,0.99,0.0,1.0,1045.5,
qwen3-1.7b-think,edge_existence,rwse,0.85,100,0.99,0.99,0.0,1.0,1022.0,
qwen3-1.7b-think,node_count,all,0.1,100,1.0,1.0,0.0,1.0,966.0,
qwen3-1.7b-think,node_count,all,0.2,100,1.0,1.0,0.0,1.0,1043.0,
qwen3-1.7b-think,node_count,all,0.35,100,1.0,1.0,0.0,1.0,755.5,
qwen3-1.7b-think,node_count,all,0.5,100,1.0,1.0,0.0,1.0,897.0,
qwen3-1.7b-think,node_count,clustering,0.1,100,1.0,1.0,0.0,1.0,947.0,
qwen3-1.7b-think,node_count,clustering,0.2,100,1.0,1.0,0.0,1.0,943.5,
qwen3-1.7b-think,node_count,clustering,0.35,100,1.0,1.0,0.0,1.0,909.0,
qwen3-1.7b-think,node_count,clustering,0.5,100,1.0,1.0,0.0,1.0,932.0,
qwen3-1.7b-think,node_count,components,0.1,100,0.96,0.98,0.04,1.0,1022.5,
qwen3-1.7b-think,node_count,components,0.2,100,0.93,0.97,0.06,1.0,1037.0,
qwen3-1.7b-think,node_count,components,0.35,100,0.95,0.95,0.05,1.0,1251.0,
qwen3-1.7b-think,node_count,components,0.5,100,0.86,0.92,0.14,1.0,1078.0,
qwen3-1.7b-think,node_count,degree,0.1,100,0.98,0.99,0.01,1.0,1434.5,
qwen3-1.7b-think,node_count,degree,0.2,100,0.99,0.99,0.01,1.0,1717.5,
qwen3-1.7b-think,node_count,degree,0.35,100,0.93,0.97,0.05,1.0,2293.5,
qwen3-1.7b-think,node_count,degree,0.5,100,0.96,0.99,0.04,1.0,1499.0,
qwen3-1.7b-think,node_count,filler,0.1,100,1.0,1.0,0.0,1.0,904.5,
qwen3-1.7b-think,node_count,filler,0.2,100,1.0,1.0,0.0,1.0,948.0,
qwen3-1.7b-think,node_count,filler,0.35,100,1.0,1.0,0.0,1.0,612.0,
qwen3-1.7b-think,node_count,filler,0.5,100,1.0,1.0,0.0,1.0,480.0,
qwen3-1.7b-think,node_count,none,0.1,100,0.98,0.99,0.02,1.0,1196.0,
qwen3-1.7b-think,node_count,none,0.2,100,0.97,0.97,0.03,1.0,1208.0,
qwen3-1.7b-think,node_count,none,0.35,100,0.83,0.84,0.17,1.0,1282.5,
qwen3-1.7b-think,node_count,none,0.5,100,0.86,0.89,0.09,1.0,1263.0,
qwen3-1.7b-think,node_count,rwse,0.1,100,1.0,1.0,0.0,1.0,1188.0,
qwen3-1.7b-think,node_count,rwse,0.2,100,1.0,1.0,0.0,1.0,1219.5,
qwen3-1.7b-think,node_count,rwse,0.35,100,1.0,1.0,0.0,1.0,1201.0,
qwen3-1.7b-think,node_count,rwse,0.5,100,1.0,1.0,0.0,1.0,1017.0,
qwen3-1.7b-think,node_degree,all,0.1,100,0.98,0.98,0.0,1.0,735.0,
qwen3-1.7b-think,node_degree,all,0.2,100,0.96,0.97,0.01,1.0,888.5,
qwen3-1.7b-think,node_degree,all,0.35,100,0.82,0.82,0.0,1.0,1305.5,
qwen3-1.7b-think,node_degree,all,0.5,100,0.78,0.78,0.0,1.0,1423.5,
qwen3-1.7b-think,node_degree,all,0.65,100,0.82,0.82,0.0,1.0,2108.0,
qwen3-1.7b-think,node_degree,all,0.75,100,0.67,0.67,0.04,1.0,2382.0,
qwen3-1.7b-think,node_degree,all,0.85,100,0.58,0.58,0.01,1.0,2709.0,
qwen3-1.7b-think,node_degree,clustering,0.1,100,0.94,0.94,0.01,1.0,748.0,
qwen3-1.7b-think,node_degree,clustering,0.2,100,0.97,0.97,0.0,1.0,799.0,
qwen3-1.7b-think,node_degree,clustering,0.35,100,0.61,0.61,0.0,1.0,1055.0,
qwen3-1.7b-think,node_degree,clustering,0.5,100,0.59,0.59,0.0,1.0,1285.0,
qwen3-1.7b-think,node_degree,clustering,0.65,100,0.39,0.39,0.0,1.0,1664.5,
qwen3-1.7b-think,node_degree,clustering,0.75,100,0.38,0.38,0.01,1.0,1968.0,
qwen3-1.7b-think,node_degree,clustering,0.85,100,0.35,0.35,0.0,1.0,2533.5,
qwen3-1.7b-think,node_degree,components,0.1,100,0.92,0.92,0.02,1.0,1429.5,
qwen3-1.7b-think,node_degree,components,0.2,100,0.89,0.89,0.0,1.0,953.0,
qwen3-1.7b-think,node_degree,components,0.35,100,0.62,0.62,0.0,1.0,1288.5,
qwen3-1.7b-think,node_degree,components,0.5,100,0.58,0.58,0.0,1.0,1473.5,
qwen3-1.7b-think,node_degree,components,0.65,100,0.45,0.46,0.01,1.0,2237.5,
qwen3-1.7b-think,node_degree,components,0.75,100,0.38,0.38,0.02,1.0,3130.0,
qwen3-1.7b-think,node_degree,components,0.85,100,0.51,0.51,0.03,1.0,3580.0,
qwen3-1.7b-think,node_degree,degree,0.1,100,0.98,0.98,0.0,1.0,1247.0,
qwen3-1.7b-think,node_degree,degree,0.2,100,0.92,0.94,0.02,1.0,1244.5,
qwen3-1.7b-think,node_degree,degree,0.35,100,0.77,0.83,0.08,1.0,2009.5,
qwen3-1.7b-think,node_degree,degree,0.5,100,0.73,0.79,0.11,1.0,2275.5,
qwen3-1.7b-think,node_degree,degree,0.65,100,0.67,0.73,0.14,1.0,4036.5,
qwen3-1.7b-think,node_degree,degree,0.75,100,0.67,0.73,0.12,1.0,3704.0,
qwen3-1.7b-think,node_degree,degree,0.85,100,0.82,0.85,0.06,1.0,3110.5,
qwen3-1.7b-think,node_degree,filler,0.1,100,0.97,0.97,0.01,1.0,817.5,
qwen3-1.7b-think,node_degree,filler,0.2,100,0.85,0.85,0.0,1.0,837.5,
qwen3-1.7b-think,node_degree,filler,0.35,100,0.56,0.56,0.0,1.0,953.0,
qwen3-1.7b-think,node_degree,filler,0.5,100,0.55,0.55,0.0,1.0,1286.5,
qwen3-1.7b-think,node_degree,filler,0.65,100,0.35,0.35,0.01,1.0,1733.0,
qwen3-1.7b-think,node_degree,filler,0.75,100,0.36,0.36,0.01,1.0,2395.5,
qwen3-1.7b-think,node_degree,filler,0.85,100,0.32,0.32,0.0,1.0,2895.0,
qwen3-1.7b-think,node_degree,none,0.1,100,0.9,0.9,0.03,1.0,1271.5,
qwen3-1.7b-think,node_degree,none,0.2,100,0.95,0.95,0.0,1.0,957.5,
qwen3-1.7b-think,node_degree,none,0.35,100,0.6,0.6,0.0,1.0,1230.0,
qwen3-1.7b-think,node_degree,none,0.5,100,0.6,0.6,0.0,1.0,1518.0,
qwen3-1.7b-think,node_degree,none,0.65,100,0.52,0.52,0.0,1.0,2056.5,
qwen3-1.7b-think,node_degree,none,0.75,100,0.45,0.45,0.04,1.0,2737.5,
qwen3-1.7b-think,node_degree,none,0.85,100,0.42,0.42,0.01,1.0,3230.5,
qwen3-1.7b-think,node_degree,rwse,0.1,100,0.96,0.96,0.0,1.0,1565.5,
qwen3-1.7b-think,node_degree,rwse,0.2,100,0.91,0.91,0.02,1.0,1644.5,
qwen3-1.7b-think,node_degree,rwse,0.35,100,0.65,0.65,0.0,1.0,1441.5,
qwen3-1.7b-think,node_degree,rwse,0.5,100,0.63,0.64,0.01,1.0,1558.5,
qwen3-1.7b-think,node_degree,rwse,0.65,100,0.43,0.43,0.0,1.0,2062.5,
qwen3-1.7b-think,node_degree,rwse,0.75,100,0.39,0.39,0.0,1.0,2520.0,
qwen3-1.7b-think,node_degree,rwse,0.85,100,0.44,0.44,0.01,1.0,3261.0,
qwen3-4b,connected_nodes,all,0.1,100,0.82,0.82,0.0,1.0,38.0,0.9459491619491619
qwen3-4b,connected_nodes,all,0.2,100,0.88,0.88,0.0,1.0,47.5,0.9772503400639085
qwen3-4b,connected_nodes,all,0.35,100,0.87,0.87,0.0,1.0,115.5,0.9914536360706349
qwen3-4b,connected_nodes,all,0.5,100,0.76,0.76,0.0,1.0,107.0,0.9825983900221503
qwen3-4b,connected_nodes,clustering,0.1,100,0.85,0.85,0.0,1.0,30.5,0.9585263625263626
qwen3-4b,connected_nodes,clustering,0.2,100,0.97,0.97,0.0,1.0,116.0,0.9975935828877006
qwen3-4b,connected_nodes,clustering,0.35,100,0.89,0.89,0.0,1.0,181.0,0.9926143766335717
qwen3-4b,connected_nodes,clustering,0.5,100,0.77,0.77,0.0,1.0,258.0,0.9891971314214771
qwen3-4b,connected_nodes,components,0.1,100,1.0,1.0,0.0,1.0,100.0,1.0
qwen3-4b,connected_nodes,components,0.2,100,0.99,0.99,0.0,1.0,153.0,0.9988888888888888
qwen3-4b,connected_nodes,components,0.35,100,0.94,0.94,0.0,1.0,212.0,0.996369807694885
qwen3-4b,connected_nodes,components,0.5,100,0.88,0.88,0.0,1.0,280.0,0.9951213401663679
qwen3-4b,connected_nodes,degree,0.1,100,0.86,0.86,0.0,1.0,60.0,0.9547544677544677
qwen3-4b,connected_nodes,degree,0.2,100,0.9,0.9,0.0,1.0,111.5,0.9815253090562688
qwen3-4b,connected_nodes,degree,0.35,100,0.8,0.8,0.0,1.0,163.5,0.9826796693881092
qwen3-4b,connected_nodes,degree,0.5,100,0.76,0.76,0.0,1.0,258.0,0.9884120189794007
qwen3-4b,connected_nodes,filler,0.1,100,0.72,0.72,0.0,1.0,21.0,0.9427376512376513
qwen3-4b,connected_nodes,filler,0.2,100,0.74,0.74,0.0,1.0,34.0,0.960857808161614
qwen3-4b,connected_nodes,filler,0.35,100,0.78,0.78,0.0,1.0,64.0,0.9793700426637664
qwen3-4b,connected_nodes,filler,0.5,100,0.7,0.7,0.0,1.0,94.0,0.980840548731682
qwen3-4b,connected_nodes,none,0.1,100,0.93,0.93,0.0,1.0,86.5,0.9850707070707071
qwen3-4b,connected_nodes,none,0.2,100,0.88,0.88,0.0,1.0,118.5,0.9855737148987923
qwen3-4b,connected_nodes,none,0.35,100,0.84,0.84,0.0,1.0,182.5,0.984888310198959
qwen3-4b,connected_nodes,none,0.5,100,0.79,0.79,0.0,1.0,233.0,0.9928996441635083
qwen3-4b,connected_nodes,rwse,0.1,100,0.83,0.83,0.0,1.0,28.5,0.9587586857586858
qwen3-4b,connected_nodes,rwse,0.2,100,0.83,0.83,0.0,1.0,41.0,0.9618302296258954
qwen3-4b,connected_nodes,rwse,0.35,100,0.89,0.89,0.0,1.0,115.5,0.9939931635695787
qwen3-4b,connected_nodes,rwse,0.5,100,0.89,0.89,0.0,1.0,169.5,0.9957649334431412
qwen3-4b,cycle_check,all,0.1,100,0.98,1.0,0.02,1.0,149.5,
qwen3-4b,cycle_check,all,0.2,100,1.0,1.0,0.0,1.0,127.0,
qwen3-4b,cycle_check,all,0.35,100,1.0,1.0,0.0,1.0,138.0,
qwen3-4b,cycle_check,all,0.5,100,0.97,0.97,0.0,1.0,174.0,
qwen3-4b,cycle_check,clustering,0.1,100,0.98,0.98,0.02,0.98,415.5,
qwen3-4b,cycle_check,clustering,0.2,100,1.0,1.0,0.0,1.0,360.5,
qwen3-4b,cycle_check,clustering,0.35,100,1.0,1.0,0.0,1.0,181.0,
qwen3-4b,cycle_check,clustering,0.5,100,1.0,1.0,0.0,1.0,215.5,
qwen3-4b,cycle_check,components,0.1,100,0.94,0.94,0.03,0.97,436.0,
qwen3-4b,cycle_check,components,0.2,100,0.96,0.99,0.03,1.0,150.5,
qwen3-4b,cycle_check,components,0.35,100,1.0,1.0,0.0,1.0,124.0,
qwen3-4b,cycle_check,components,0.5,100,0.98,0.98,0.0,1.0,188.0,
qwen3-4b,cycle_check,degree,0.1,100,0.96,0.96,0.03,0.99,687.5,
qwen3-4b,cycle_check,degree,0.2,100,0.99,0.99,0.0,1.0,817.0,
qwen3-4b,cycle_check,degree,0.35,100,0.95,0.95,0.02,0.98,763.5,
qwen3-4b,cycle_check,degree,0.5,100,0.97,0.97,0.01,0.99,707.0,
qwen3-4b,cycle_check,filler,0.1,100,0.95,0.98,0.04,1.0,162.0,
qwen3-4b,cycle_check,filler,0.2,100,1.0,1.0,0.0,1.0,152.0,
qwen3-4b,cycle_check,filler,0.35,100,0.99,1.0,0.01,1.0,144.0,
qwen3-4b,cycle_check,filler,0.5,100,1.0,1.0,0.0,1.0,158.0,
qwen3-4b,cycle_check,none,0.1,100,0.99,0.99,0.0,1.0,416.0,
qwen3-4b,cycle_check,none,0.2,100,0.97,1.0,0.03,1.0,210.5,
qwen3-4b,cycle_check,none,0.35,100,1.0,1.0,0.0,1.0,305.5,
qwen3-4b,cycle_check,none,0.5,100,1.0,1.0,0.0,1.0,182.5,
qwen3-4b,cycle_check,rwse,0.1,100,0.96,1.0,0.04,1.0,125.0,
qwen3-4b,cycle_check,rwse,0.2,100,0.99,1.0,0.01,1.0,125.5,
qwen3-4b,cycle_check,rwse,0.35,100,1.0,1.0,0.0,1.0,131.5,
qwen3-4b,cycle_check,rwse,0.5,100,1.0,1.0,0.0,1.0,164.5,
qwen3-4b,edge_count,all,0.1,100,0.03,0.03,0.0,1.0,571.0,
qwen3-4b,edge_count,all,0.2,100,0.03,0.03,0.0,1.0,596.5,
qwen3-4b,edge_count,all,0.35,100,0.08,0.08,0.01,1.0,651.0,
qwen3-4b,edge_count,all,0.5,100,0.09,0.09,0.02,1.0,655.5,
qwen3-4b,edge_count,clustering,0.1,100,0.0,0.0,0.01,1.0,575.0,
qwen3-4b,edge_count,clustering,0.2,100,0.01,0.01,0.0,1.0,624.5,
qwen3-4b,edge_count,clustering,0.35,100,0.02,0.02,0.0,1.0,665.0,
qwen3-4b,edge_count,clustering,0.5,100,0.0,0.0,0.0,1.0,653.0,
qwen3-4b,edge_count,components,0.1,100,0.0,0.0,0.0,1.0,1266.0,
qwen3-4b,edge_count,components,0.2,100,0.01,0.01,0.0,1.0,1761.0,
qwen3-4b,edge_count,components,0.35,100,0.02,0.02,0.01,1.0,788.0,
qwen3-4b,edge_count,components,0.5,100,0.0,0.0,0.02,1.0,777.5,
qwen3-4b,edge_count,degree,0.1,100,0.27,0.27,0.03,1.0,1066.5,
qwen3-4b,edge_count,degree,0.2,100,0.32,0.32,0.01,1.0,1129.5,
qwen3-4b,edge_count,degree,0.35,100,0.25,0.25,0.01,1.0,879.0,
qwen3-4b,edge_count,degree,0.5,100,0.33,0.33,0.02,1.0,1214.5,
qwen3-4b,edge_count,filler,0.1,100,0.1,0.1,0.0,1.0,616.0,
qwen3-4b,edge_count,filler,0.2,100,0.02,0.02,0.0,1.0,596.0,
qwen3-4b,edge_count,filler,0.35,100,0.01,0.01,0.0,1.0,656.0,
qwen3-4b,edge_count,filler,0.5,100,0.0,0.0,0.0,1.0,688.0,
qwen3-4b,edge_count,none,0.1,100,0.05,0.05,0.0,1.0,1216.0,
qwen3-4b,edge_count,none,0.2,100,0.02,0.02,0.0,1.0,1347.5,
qwen3-4b,edge_count,none,0.35,100,0.01,0.01,0.0,1.0,968.0,
qwen3-4b,edge_count,none,0.5,100,0.0,0.0,0.0,1.0,927.0,
qwen3-4b,edge_count,rwse,0.1,100,0.01,0.01,0.02,1.0,672.5,
qwen3-4b,edge_count,rwse,0.2,100,0.01,0.01,0.0,1.0,660.0,
qwen3-4b,edge_count,rwse,0.35,100,0.0,0.0,0.0,1.0,775.5,
qwen3-4b,edge_count,rwse,0.5,100,0.0,0.0,0.0,1.0,825.0,
qwen3-4b,edge_existence,all,0.1,100,0.95,0.95,0.01,1.0,98.0,
qwen3-4b,edge_existence,all,0.2,100,0.84,0.84,0.0,1.0,128.0,
qwen3-4b,edge_existence,all,0.35,100,0.7,0.7,0.0,1.0,158.0,
qwen3-4b,edge_existence,all,0.5,100,0.73,0.73,0.0,1.0,157.0,
qwen3-4b,edge_existence,all,0.65,100,0.88,0.88,0.0,1.0,174.5,
qwen3-4b,edge_existence,all,0.75,100,0.85,0.85,0.01,1.0,186.0,
qwen3-4b,edge_existence,all,0.85,100,0.9,0.9,0.0,1.0,198.0,
qwen3-4b,edge_existence,clustering,0.1,100,0.97,0.97,0.0,1.0,91.0,
qwen3-4b,edge_existence,clustering,0.2,100,0.98,0.98,0.0,1.0,117.5,
qwen3-4b,edge_existence,clustering,0.35,100,0.89,0.89,0.0,1.0,146.5,
qwen3-4b,edge_existence,clustering,0.5,100,0.94,0.94,0.0,1.0,166.0,
qwen3-4b,edge_existence,clustering,0.65,100,0.95,0.95,0.0,1.0,187.0,
qwen3-4b,edge_existence,clustering,0.75,100,0.96,0.96,0.0,1.0,197.5,
qwen3-4b,edge_existence,clustering,0.85,100,0.95,0.95,0.0,1.0,210.0,
qwen3-4b,edge_existence,components,0.1,100,0.99,0.99,0.0,1.0,107.5,
qwen3-4b,edge_existence,components,0.2,100,0.94,0.94,0.0,1.0,120.5,
qwen3-4b,edge_existence,components,0.35,100,0.75,0.75,0.0,1.0,140.5,
qwen3-4b,edge_existence,components,0.5,100,0.83,0.83,0.0,1.0,153.0,
qwen3-4b,edge_existence,components,0.65,100,0.79,0.79,0.0,1.0,168.0,
qwen3-4b,edge_existence,components,0.75,100,0.88,0.88,0.01,1.0,183.0,
qwen3-4b,edge_existence,components,0.85,100,0.93,0.93,0.0,1.0,198.0,
qwen3-4b,edge_existence,degree,0.1,100,0.99,0.99,0.0,1.0,105.0,
qwen3-4b,edge_existence,degree,0.2,100,0.91,0.91,0.01,1.0,134.0,
qwen3-4b,edge_existence,degree,0.35,100,0.79,0.79,0.0,1.0,138.5,
qwen3-4b,edge_existence,degree,0.5,100,0.74,0.74,0.01,1.0,158.0,
qwen3-4b,edge_existence,degree,0.65,100,0.81,0.81,0.01,1.0,173.0,
qwen3-4b,edge_existence,degree,0.75,100,0.87,0.87,0.0,1.0,188.0,
qwen3-4b,edge_existence,degree,0.85,100,0.92,0.92,0.0,1.0,198.5,
qwen3-4b,edge_existence,filler,0.1,100,0.96,0.96,0.0,1.0,71.0,
qwen3-4b,edge_existence,filler,0.2,100,0.84,0.84,0.0,1.0,90.0,
qwen3-4b,edge_existence,filler,0.35,100,0.75,0.75,0.0,1.0,173.5,
qwen3-4b,edge_existence,filler,0.5,100,0.79,0.79,0.0,1.0,147.5,
qwen3-4b,edge_existence,filler,0.65,100,0.75,0.75,0.0,1.0,170.5,
qwen3-4b,edge_existence,filler,0.75,100,0.85,0.85,0.0,1.0,179.0,
qwen3-4b,edge_existence,filler,0.85,100,0.91,0.91,0.0,1.0,194.5,
qwen3-4b,edge_existence,none,0.1,100,0.96,0.96,0.0,1.0,100.5,
qwen3-4b,edge_existence,none,0.2,100,0.93,0.93,0.0,1.0,122.0,
qwen3-4b,edge_existence,none,0.35,100,0.83,0.83,0.0,1.0,136.5,
qwen3-4b,edge_existence,none,0.5,100,0.9,0.9,0.0,1.0,158.0,
qwen3-4b,edge_existence,none,0.65,100,0.87,0.87,0.0,1.0,172.0,
qwen3-4b,edge_existence,none,0.75,100,0.87,0.87,0.0,1.0,185.0,
qwen3-4b,edge_existence,none,0.85,100,0.96,0.96,0.0,1.0,202.0,
qwen3-4b,edge_existence,rwse,0.1,100,0.96,0.96,0.0,1.0,101.0,
qwen3-4b,edge_existence,rwse,0.2,100,0.89,0.89,0.0,1.0,134.5,
qwen3-4b,edge_existence,rwse,0.35,100,0.7,0.7,0.0,1.0,145.0,
qwen3-4b,edge_existence,rwse,0.5,100,0.67,0.67,0.0,1.0,155.5,
qwen3-4b,edge_existence,rwse,0.65,100,0.9,0.9,0.0,1.0,182.0,
qwen3-4b,edge_existence,rwse,0.75,100,0.88,0.88,0.0,1.0,195.0,
qwen3-4b,edge_existence,rwse,0.85,100,0.9,0.9,0.0,1.0,206.0,
qwen3-4b,node_count,all,0.1,100,1.0,1.0,0.0,1.0,33.0,
qwen3-4b,node_count,all,0.2,100,1.0,1.0,0.0,1.0,38.0,
qwen3-4b,node_count,all,0.35,100,1.0,1.0,0.0,1.0,37.0,
qwen3-4b,node_count,all,0.5,100,1.0,1.0,0.0,1.0,38.0,
qwen3-4b,node_count,clustering,0.1,100,0.97,0.97,0.0,1.0,6.0,
qwen3-4b,node_count,clustering,0.2,100,0.99,0.99,0.0,1.0,6.0,
qwen3-4b,node_count,clustering,0.35,100,1.0,1.0,0.0,1.0,38.0,
qwen3-4b,node_count,clustering,0.5,100,1.0,1.0,0.0,1.0,37.0,
qwen3-4b,node_count,components,0.1,100,0.97,0.97,0.0,1.0,31.0,
qwen3-4b,node_count,components,0.2,100,1.0,1.0,0.0,1.0,31.0,
qwen3-4b,node_count,components,0.35,100,1.0,1.0,0.0,1.0,31.0,
qwen3-4b,node_count,components,0.5,100,1.0,1.0,0.0,1.0,36.0,
qwen3-4b,node_count,degree,0.1,100,0.94,0.94,0.0,1.0,31.0,
qwen3-4b,node_count,degree,0.2,100,0.99,0.99,0.0,1.0,30.0,
qwen3-4b,node_count,degree,0.35,100,1.0,1.0,0.0,1.0,36.0,
qwen3-4b,node_count,degree,0.5,100,1.0,1.0,0.0,1.0,36.0,
qwen3-4b,node_count,filler,0.1,100,0.98,0.98,0.0,1.0,6.0,
qwen3-4b,node_count,filler,0.2,100,1.0,1.0,0.0,1.0,6.0,
qwen3-4b,node_count,filler,0.35,100,1.0,1.0,0.0,1.0,6.0,
qwen3-4b,node_count,filler,0.5,100,1.0,1.0,0.0,1.0,6.0,
qwen3-4b,node_count,none,0.1,100,0.92,0.92,0.0,1.0,76.0,
qwen3-4b,node_count,none,0.2,100,0.69,0.69,0.0,1.0,31.0,
qwen3-4b,node_count,none,0.35,100,1.0,1.0,0.0,1.0,82.5,
qwen3-4b,node_count,none,0.5,100,1.0,1.0,0.0,1.0,37.0,
qwen3-4b,node_count,rwse,0.1,100,0.98,0.98,0.0,1.0,33.0,
qwen3-4b,node_count,rwse,0.2,100,1.0,1.0,0.0,1.0,33.0,
qwen3-4b,node_count,rwse,0.35,100,1.0,1.0,0.0,1.0,57.0,
qwen3-4b,node_count,rwse,0.5,100,1.0,1.0,0.0,1.0,57.0,
qwen3-4b,node_degree,all,0.1,100,0.93,0.93,0.0,1.0,67.5,
qwen3-4b,node_degree,all,0.2,100,0.96,0.96,0.0,1.0,79.5,
qwen3-4b,node_degree,all,0.35,100,0.92,0.92,0.0,1.0,109.5,
qwen3-4b,node_degree,all,0.5,100,0.84,0.84,0.0,1.0,133.5,
qwen3-4b,node_degree,all,0.65,100,0.45,0.45,0.0,1.0,145.0,
qwen3-4b,node_degree,all,0.75,100,0.31,0.31,0.0,1.0,29.5,
qwen3-4b,node_degree,all,0.85,100,0.25,0.25,0.0,1.0,181.0,
qwen3-4b,node_degree,clustering,0.1,100,1.0,1.0,0.0,1.0,76.0,
qwen3-4b,node_degree,clustering,0.2,100,1.0,1.0,0.0,1.0,92.0,
qwen3-4b,node_degree,clustering,0.35,100,0.99,0.99,0.0,1.0,124.0,
