p,index,graph_id,n_edges,mean_degree,components,triangles,mean_clustering,target,target_degree,target_clustering,edge_u,edge_v,rwse_unique,rwse_modal_share,rwse_unique_4dp,rwse_unique_6dp,degree_unique,clustering_unique
0.85,69,p0.85/69,675,33.75,1,6417,0.8667258994703435,7,35,0.8605042016806723,7,11,2,0.625,33,40,10,5
0.85,70,p0.85/70,652,32.6,1,5752,0.8344846393601749,17,31,0.8301075268817204,17,15,2,0.625,36,40,10,5
0.85,71,p0.85/71,658,32.9,1,5937,0.8450535650045836,15,30,0.8666666666666667,15,2,2,0.625,34,40,11,5
0.85,72,p0.85/72,637,31.85,1,5345,0.8130237284294694,29,26,0.8153846153846154,29,28,2,0.575,37,40,8,4
0.85,73,p0.85/73,672,33.6,1,6352,0.8658925100782648,34,37,0.8603603603603603,34,36,2,0.525,31,40,11,5
0.85,74,p0.85/74,677,33.85,1,6443,0.8667370947754327,31,30,0.8620689655172413,31,36,2,0.7,30,40,9,5
0.85,75,p0.85/75,664,33.2,1,6076,0.8499218311445336,15,35,0.8554621848739495,15,3,2,0.625,26,40,9,5
0.85,76,p0.85/76,659,32.95,1,5940,0.8431876002683198,38,33,0.8428030303030303,38,21,2,0.625,34,40,10,4
0.85,77,p0.85/77,671,33.55,1,6283,0.8600614588932223,33,33,0.8693181818181818,33,34,2,0.6,31,40,9,4
0.85,78,p0.85/78,663,33.15,1,6055,0.8488099824252503,28,32,0.8548387096774194,28,4,2,0.575,36,40,10,5
0.85,79,p0.85/79,674,33.7,1,6376,0.8645200137446232,11,33,0.8768939393939394,11,3,2,0.675,31,40,11,4
0.85,80,p0.85/80,665,33.25,1,6149,0.855872967196149,26,33,0.8636363636363636,26,2,2,0.525,33,40,11,6
0.85,81,p0.85/81,655,32.75,1,5841,0.8391784772210737,31,35,0.8302521008403362,31,22,2,0.55,31,40,10,5
0.85,82,p0.85/82,674,33.7,1,6369,0.8638985401792318,29,34,0.8680926916221033,29,14,2,0.625,33,40,8,4
0.85,83,p0.85/83,661,33.05,1,6002,0.8466709852294325,31,30,0.8482758620689655,31,32,2,0.525,35,40,9,5
0.85,84,p0.85/84,654,32.7,1,5804,0.8371039442768641,5,33,0.8409090909090909,5,15,2,0.7,31,40,9,4
0.85,85,p0.85/85,671,33.55,1,6294,0.8613778988433015,35,36,0.8539682539682539,35,9,2,0.575,32,40,10,6
0.85,86,p0.85/86,659,32.95,1,5953,0.8447554131630188,29,33,0.8314393939393939,29,27,2,0.675,32,40,11,5
0.85,87,p0.85/87,667,33.35,1,6183,0.8561070989591855,1,33,0.8522727272727273,1,3,2,0.6,33,40,10,6
0.85,88,p0.85/88,649,32.45,1,5694,0.8330909369831906,28,36,0.8253968253968254,28,11,2,0.525,35,40,10,5
0.85,89,p0.85/89,671,33.55,1,6285,0.8604594745741341,22,35,0.865546218487395,22,5,2,0.525,31,40,10,6
0.85,90,p0.85/90,673,33.65,1,6343,0.8631921593812052,5,31,0.8623655913978494,5,2,2,0.575,30,40,9,5
0.85,91,p0.85/91,670,33.5,1,6260,0.8588873647357929,22,32,0.8649193548387096,22,26,2,0.65,34,40,10,5
0.85,92,p0.85/92,666,33.3,1,6142,0.8539609242654087,36,36,0.8428571428571429,36,1,2,0.525,33,40,9,5
0.85,93,p0.85/93,682,34.1,1,6606,0.8746621522659914,8,37,0.8708708708708709,8,9,2,0.5,29,40,9,4
0.85,94,p0.85/94,678,33.9,1,6475,0.8682534715492494,22,36,0.8666666666666667,22,23,2,0.65,31,40,7,5
0.85,95,p0.85/95,655,32.75,1,5844,0.8394937585055485,32,33,0.8371212121212122,32,39,2,0.675,35,40,10,5
0.85,96,p0.85/96,649,32.45,1,5684,0.8312975544737776,14,32,0.8286290322580645,14,11,2,0.55,32,40,11,5
0.85,97,p0.85/97,657,32.85,1,5911,0.843416777827336,19,34,0.839572192513369,19,29,2,0.6,32,40,9,4
0.85,98,p0.85/98,656,32.8,1,5877,0.8409825400016544,30,33,0.8428030303030303,30,36,2,0.6,37,40,10,5
0.85,99,p0.85/99,662,33.1,1,6032,0.8486907055161772,3,34,0.8360071301247772,3,35,2,0.575,34,40,9,5
