p,index,graph_id,n_edges,mean_degree,components,triangles,mean_clustering,target,target_degree,target_clustering,edge_u,edge_v,rwse_unique,rwse_modal_share,rwse_unique_4dp,rwse_unique_6dp,degree_unique,clustering_unique
0.35,28,p0.35/28,273,13.65,1,419,0.35250134841079117,37,20,0.39473684210526316,37,36,7,0.4,40,40,12,17
0.35,29,p0.35/29,268,13.4,1,369,0.32184203459938754,35,13,0.2948717948717949,35,18,7,0.375,40,40,11,16
0.35,30,p0.35/30,279,13.95,1,444,0.3522096494406866,33,14,0.34065934065934067,33,30,8,0.525,40,40,12,15
0.35,31,p0.35/31,266,13.3,1,388,0.3389928226228536,23,10,0.4444444444444444,23,24,6,0.3,40,40,12,19
0.35,32,p0.35/32,273,13.65,1,413,0.3472378152892859,31,14,0.34065934065934067,31,1,6,0.45,40,40,10,19
0.35,33,p0.35/33,277,13.85,1,465,0.37146548605333435,3,17,0.36764705882352944,3,28,9,0.375,40,40,12,16
0.35,34,p0.35/34,281,14.05,1,440,0.3520359155808072,8,14,0.3516483516483517,8,30,6,0.625,39,40,11,14
0.35,35,p0.35/35,272,13.6,1,398,0.3366809983102553,1,18,0.35294117647058826,1,8,6,0.45,40,40,12,15
0.35,36,p0.35/36,238,11.9,1,255,0.2831532030061442,8,12,0.2727272727272727,8,29,7,0.5,40,40,11,18
0.35,37,p0.35/37,274,13.7,1,438,0.3641602798646142,30,14,0.2967032967032967,30,32,7,0.4,40,40,12,16
0.35,38,p0.35/38,252,12.6,1,307,0.3048890447787507,21,15,0.3904761904761905,21,32,6,0.375,40,40,11,16
0.35,39,p0.35/39,295,14.75,1,514,0.3663581152791511,25,14,0.32967032967032966,25,3,5,0.6,40,40,11,18
0.35,40,p0.35/40,271,13.55,1,436,0.37173374613003096,26,10,0.4,26,31,9,0.35,40,40,13,20
0.35,41,p0.35/41,291,14.55,1,497,0.3654853217817614,13,12,0.3333333333333333,13,12,7,0.55,40,40,12,17
0.35,42,p0.35/42,273,13.65,1,446,0.3661787664090296,0,10,0.3111111111111111,0,28,5,0.375,40,40,12,18
0.35,43,p0.35/43,272,13.6,1,423,0.3646906125350398,0,18,0.3137254901960784,0,19,5,0.475,40,40,12,17
0.35,44,p0.35/44,259,12.95,1,379,0.35033503132574345,1,12,0.42424242424242425,1,7,8,0.35,40,40,14,16
0.35,45,p0.35/45,262,13.1,1,404,0.3665905686590671,9,10,0.4444444444444444,9,4,9,0.275,40,40,12,21
0.35,46,p0.35/46,268,13.4,1,400,0.344181631062436,38,15,0.3333333333333333,38,19,6,0.3,40,40,10,18
0.35,47,p0.35/47,276,13.8,1,450,0.36811437315694284,28,12,0.3333333333333333,28,12,6,0.45,40,40,11,17
0.35,48,p0.35/48,259,12.95,1,338,0.3052142669422081,32,12,0.2878787878787879,32,26,8,0.425,40,40,11,22
0.35,49,p0.35/49,273,13.65,1,398,0.33521481012967086,36,17,0.3235294117647059,36,8,7,0.625,40,40,12,16
0.35,50,p0.35/50,272,13.6,1,405,0.34008172791261027,14,15,0.37142857142857144,14,15,6,0.525,40,40,12,17
0.35,51,p0.35/51,264,13.2,1,404,0.34801377071500916,3,11,0.38181818181818183,3,6,7,0.3,40,40,14,18
0.35,52,p0.35/52,291,14.55,1,498,0.37128677995551057,16,15,0.37142857142857144,16,12,6,0.525,40,40,12,19
0.35,53,p0.35/53,293,14.65,1,526,0.38435060789743447,30,21,0.37142857142857144,30,37,6,0.425,40,40,14,17
0.35,54,p0.35/54,289,14.45,1,488,0.3664852858699608,7,14,0.3516483516483517,7,29,7,0.575,40,40,13,15
0.35,55,p0.35/55,268,13.4,1,378,0.32922527789846745,4,12,0.30303030303030304,4,36,7,0.325,40,40,13,14
0.35,56,p0.35/56,280,14.0,1,472,0.36624030016251374,25,16,0.325,25,33,6,0.475,40,40,14,18
0.35,57,p0.35/57,271,13.55,1,399,0.3433389288729846,25,13,0.3076923076923077,25,23,6,0.5,40,40,11,12
0.35,58,p0.35/58,286,14.3,1,469,0.35101503968578945,28,14,0.3626373626373626,28,32,9,0.525,40,40,15,16
0.35,59,p0.35/59,268,13.4,1,392,0.33699366809660924,32,14,0.34065934065934067,32,21,7,0.325,40,40,11,17
0.35,60,p0.35/60,260,13.0,1,342,0.3250838581353287,7,5,0.6,7,19,6,0.45,40,40,10,15
0.35,61,p0.35/61,253,12.65,1,331,0.3153988737870317,24,21,0.3523809523809524,24,26,8,0.45,40,40,14,23
0.35,62,p0.35/62,258,12.9,1,366,0.3386133719221954,1,12,0.4393939393939394,1,23,8,0.425,40,40,11,19
0.35,63,p0.35/63,283,14.15,1,461,0.36657082146439735,13,20,0.2736842105263158,13,17,3,0.675,40,40,11,14
0.35,64,p0.35/64,262,13.1,1,366,0.33504960016763424,12,13,0.358974358974359,12,21,6,0.45,40,40,12,12
0.35,65,p0.35/65,254,12.7,1,322,0.31992603801427333,17,12,0.3484848484848485,17,18,5,0.625,40,40,9,17
0.35,66,p0.35/66,278,13.9,1,434,0.34801730626614524,33,11,0.41818181818181815,33,2,7,0.425,40,40,12,18
0.35,67,p0.35/67,257,12.85,1,345,0.32423192089987757,29,15,0.29523809523809524,29,15,7,0.375,40,40,11,15
0.35,68,p0.35/68,280,14.0,1,483,0.3799703893028196,16,14,0.4175824175824176,16,3,8,0.475,40,40,12,21
0.35,69,p0.35/69,306,15.3,1,562,0.3682051084450465,38,19,0.4269005847953216,38,8,6,0.375,40,40,12,19
0.35,70,p0.35/70,284,14.2,1,477,0.3654647313470843,28,14,0.37362637362637363,28,31,6,0.55,40,40,13,16
0.35,71,p0.35/71,275,13.75,1,419,0.34254635070811534,27,17,0.3382352941176471,27,39,7,0.325,40,40,12,16
0.35,72,p0.35/72,278,13.9,1,446,0.3643815655019215,16,14,0.31868131868131866,16,12,5,0.6,40,40,10,15
0.35,73,p0.35/73,285,14.25,1,507,0.3811473959906623,24,12,0.36363636363636365,24,11,6,0.425,40,40,12,18
0.35,74,p0.35/74,275,13.75,1,446,0.36080749895958875,34,17,0.35294117647058826,34,16,8,0.4,40,40,13,14
0.35,75,p0.35/75,258,12.9,1,342,0.3182387390301477,35,15,0.3238095238095238,35,24,7,0.4,40,40,12,17
0.35,76,p0.35/76,254,12.7,1,310,0.30321924807218925,4,14,0.2857142857142857,4,27,6,0.475,40,40,10,16
0.35,77,p0.35/77,288,14.4,1,481,0.36092181124688866,7,13,0.32051282051282054,7,17,5,0.525,40,40,11,20
0.35,78,p0.35/78,249,12.45,1,309,0.3047930256018492,0,16,0.275,0,14,9,0.375,40,40,11,21
0.35,79,p0.35/79,266,13.3,1,395,0.3405278555723602,3,12,0.21212121212121213,3,39,9,0.4,39,40,14,18
0.35,80,p0.35/80,271,13.55,1,377,0.32623540675011264,22,12,0.36363636363636365,22,14,6,0.45,40,40,10,16
0.35,81,p0.35/81,304,15.2,1,578,0.38825457007732556,5,15,0.3619047619047619,5,6,6,0.425,40,40,12,15
0.35,82,p0.35/82,260,13.0,1,406,0.3678884771918828,15,14,0.34065934065934067,15,24,9,0.25,40,40,15,19
0.35,83,p0.35/83,256,12.8,1,326,0.3012826634150164,27,11,0.34545454545454546,27,11,7,0.55,40,40,11,19
0.35,84,p0.35/84,294,14.7,1,515,0.3685823623401023,18,18,0.3137254901960784,18,38,6,0.375,40,40,12,16
0.35,85,p0.35/85,242,12.1,1,302,0.32822318204671147,15,11,0.2727272727272727,15,28,10,0.375,40,40,12,16
0.35,86,p0.35/86,290,14.5,1,524,0.3862905532719774,6,9,0.3611111111111111,6,33,8,0.5,40,40,14,19
0.35,87,p0.35/87,275,13.75,1,404,0.329608700552973,21,9,0.25,21,10,5,0.525,40,40,11,13
0.35,88,p0.35/88,281,14.05,1,448,0.355347209979563,33,13,0.32051282051282054,33,15,7,0.575,40,40,11,17
0.35,89,p0.35/89,282,14.1,1,460,0.3519033623754986,2,19,0.38596491228070173,2,14,8,0.55,40,40,13,18
0.35,90,p0.35/90,281,14.05,1,443,0.3545763795028501,3,12,0.2727272727272727,3,19,5,0.65,40,40,10,16
0.35,91,p0.35/91,255,12.75,1,371,0.3539883768192592,0,16,0.3333333333333333,0,7,11,0.3,40,40,14,19
0.35,92,p0.35/92,278,13.9,1,460,0.36123092056722084,23,16,0.35,23,21,9,0.45,40,40,14,23
0.35,93,p0.35/93,299,14.95,1,587,0.4022108797205547,1,13,0.5512820512820513,1,36,6,0.325,40,40,14,18
0.35,94,p0.35/94,258,12.9,1,349,0.32791782155752747,31,13,0.358974358974359,31,4,6,0.375,40,40,10,17
0.35,95,p0.35/95,303,15.15,1,568,0.37715294616803907,30,16,0.3416666666666667,30,1,6,0.425,40,40,13,15
0.35,96,p0.35/96,265,13.25,1,395,0.3530212475433064,14,18,0.3660130718954248,14,27,7,0.325,40,40,13,16
0.35,97,p0.35/97,295,14.75,1,525,0.3681429921987197,7,21,0.43333333333333335,7,36,8,0.475,40,40,13,19
0.35,98,p0.35/98,271,13.55,1,402,0.3421523731256704,4,8,0.32142857142857145,4,26,6,0.4,40,40,11,16
0.35,99,p0.35/99,277,13.85,1,421,0.3371546459646305,34,13,0.3076923076923077,34,35,5,0.5,40,40,12,14
0.5,0,p0.5/0,381,19.05,1,1168,0.49591516349241954,28,23,0.48221343873517786,28,25,6,0.6,40,40,13,13
0.5,1,p0.5/1,380,19.0,1,1127,0.48472111696689363,39,21,0.5047619047619047,39,25,3,0.6,40,40,13,15
0.5,2,p0.5/2,386,19.3,1,1177,0.4929164150057776,16,20,0.5,16,3,2,0.65,40,40,10,11
0.5,3,p0.5/3,403,20.15,1,1321,0.5064962404801043,38,17,0.5,38,37,2,0.675,40,40,10,11
0.5,4,p0.5/4,389,19.45,1,1228,0.5021182584353772,39,19,0.5555555555555556,39,15,3,0.7,40,40,12,13
0.5,5,p0.5/5,386,19.3,1,1180,0.4898732685013645,15,20,0.5263157894736842,15,23,4,0.6,40,40,14,13
0.5,6,p0.5/6,378,18.9,1,1103,0.47766015928329164,38,19,0.49122807017543857,38,37,5,0.6,40,40,13,12
0.5,7,p0.5/7,389,19.45,1,1202,0.4960940536501681,15,21,0.5142857142857142,15,20,2,0.7,40,40,11,13
0.5,8,p0.5/8,400,20.0,1,1325,0.5108441941577962,33,26,0.49846153846153846,33,2,3,0.65,40,40,12,13
0.5,9,p0.5/9,395,19.75,1,1285,0.5130574725325028,23,20,0.5157894736842106,23,2,2,0.675,40,40,12,12
0.5,10,p0.5/10,384,19.2,1,1164,0.48375590389037393,5,30,0.4735632183908046,5,30,4,0.725,40,40,14,13
0.5,11,p0.5/11,401,20.05,1,1311,0.5068178608787204,22,21,0.45714285714285713,22,17,2,0.75,40,40,11,11
0.5,12,p0.5/12,379,18.95,1,1075,0.4677423585410866,31,19,0.4502923976608187,31,5,4,0.775,40,40,11,12
0.5,13,p0.5/13,396,19.8,1,1313,0.5181492870037089,38,24,0.4855072463768116,38,21,3,0.55,40,40,15,13
0.5,14,p0.5/14,377,18.85,1,1112,0.4802765855270398,33,20,0.45263157894736844,33,30,4,0.65,40,40,13,13
0.5,15,p0.5/15,404,20.2,1,1380,0.5226738066546754,18,22,0.4935064935064935,18,37,2,0.65,40,40,12,12
0.5,16,p0.5/16,387,19.35,1,1218,0.5013519512598796,22,16,0.5666666666666667,22,39,3,0.6,40,40,13,12
0.5,17,p0.5/17,402,20.1,1,1310,0.5047773482817567,7,21,0.4714285714285714,7,29,3,0.75,40,40,10,13
0.5,18,p0.5/18,378,18.9,1,1163,0.5002682982437562,21,10,0.5111111111111111,21,18,5,0.55,40,40,14,14
0.5,19,p0.5/19,365,18.25,1,1002,0.4678472876452752,12,12,0.5303030303030303,12,25,5,0.35,40,40,12,12
0.5,20,p0.5/20,402,20.1,1,1324,0.5068484382367308,37,14,0.5384615384615384,37,39,2,0.675,39,40,13,13
0.5,21,p0.5/21,400,20.0,1,1311,0.5040389152713995,1,19,0.4269005847953216,1,39,3,0.6,40,40,11,16
0.5,22,p0.5/22,413,20.65,1,1428,0.5197207045545651,7,21,0.5190476190476191,7,34,2,0.7,40,40,12,13
0.5,23,p0.5/23,396,19.8,1,1316,0.5122978563124108,14,20,0.5631578947368421,14,15,3,0.625,39,40,14,13
0.5,24,p0.5/24,399,19.95,1,1317,0.5099188719864113,0,19,0.543859649122807,0,35,3,0.625,40,40,14,13
0.5,25,p0.5/25,379,18.95,1,1149,0.4923883487494841,8,21,0.48095238095238096,8,31,5,0.525,40,40,13,14
0.5,26,p0.5/26,382,19.1,1,1162,0.4891279071357143,27,24,0.5253623188405797,27,18,4,0.525,40,40,14,12
0.5,27,p0.5/27,387,19.35,1,1205,0.49359883836904633,4,23,0.4980237154150198,4,15,3,0.65,39,40,12,13
0.5,28,p0.5/28,376,18.8,1,1082,0.474511891896062,27,20,0.5052631578947369,27,37,4,0.725,40,40,12,15
0.5,29,p0.5/29,411,20.55,1,1395,0.5111882804058736,12,23,0.5019762845849802,12,37,3,0.725,40,40,13,13
0.5,30,p0.5/30,403,20.15,1,1303,0.49962518148084845,7,26,0.46153846153846156,7,0,2,0.675,40,40,13,14
0.5,31,p0.5/31,386,19.3,1,1176,0.4881459309972569,34,19,0.4327485380116959,34,28,4,0.7,40,40,14,15
0.5,32,p0.5/32,399,19.95,1,1278,0.499513758106284,19,21,0.5047619047619047,19,24,2,0.825,40,40,14,12
0.5,33,p0.5/33,397,19.85,1,1289,0.5067993552883007,5,24,0.4782608695652174,5,8,3,0.6,40,40,10,14
0.5,34,p0.5/34,388,19.4,1,1206,0.49613230547402376,3,24,0.5289855072463768,3,36,2,0.75,40,40,11,11
0.5,35,p0.5/35,375,18.75,1,1104,0.4826067109773362,17,20,0.531578947368421,17,9,5,0.55,40,40,13,14
0.5,36,p0.5/36,373,18.65,1,1090,0.4870377941407689,8,18,0.47058823529411764,8,10,5,0.575,40,40,12,13
0.5,37,p0.5/37,374,18.7,1,1090,0.48527777354934437,39,18,0.45098039215686275,39,10,4,0.575,40,40,11,16
0.5,38,p0.5/38,378,18.9,1,1129,0.4871147277943785,5,15,0.5428571428571428,5,35,4,0.6,40,40,12,12
0.5,39,p0.5/39,388,19.4,1,1242,0.5050458651087774,4,19,0.49122807017543857,4,9,3,0.675,40,40,12,13
0.5,40,p0.5/40,405,20.25,1,1413,0.5323544794605096,6,26,0.49538461538461537,6,26,3,0.575,40,40,15,14
0.5,41,p0.5/41,370,18.5,1,1014,0.46416327878385355,25,19,0.5087719298245614,25,23,4,0.6,40,40,11,15
0.5,42,p0.5/42,365,18.25,1,1027,0.4745761019079433,33,15,0.5523809523809524,33,28,6,0.4,40,40,14,15
0.5,43,p0.5/43,361,18.05,1,928,0.4431785245142527,27,19,0.4502923976608187,27,2,6,0.425,40,40,11,13
0.5,44,p0.5/44,376,18.8,1,1098,0.48265862092731454,5,15,0.4095238095238095,5,12,4,0.525,40,40,12,15
0.5,45,p0.5/45,397,19.85,1,1300,0.5111720097616248,8,21,0.5142857142857142,8,14,3,0.625,40,40,15,11
0.5,46,p0.5/46,391,19.55,1,1242,0.5043829201464145,18,17,0.47058823529411764,18,14,2,0.65,40,40,12,12
0.5,47,p0.5/47,410,20.5,1,1417,0.5201188184431891,34,20,0.5368421052631579,34,37,2,0.625,40,40,12,12
0.5,48,p0.5/48,398,19.9,1,1272,0.4982311977070356,21,19,0.4619883040935672,21,20,2,0.725,40,40,12,12
0.5,49,p0.5/49,398,19.9,1,1306,0.5108708570616802,9,18,0.5228758169934641,9,19,3,0.65,40,40,12,12
0.5,50,p0.5/50,387,19.35,1,1210,0.4939032769943895,1,17,0.4632352941176471,1,17,4,0.575,40,40,13,14
0.5,51,p0.5/51,398,19.9,1,1307,0.512038588784384,23,21,0.5428571428571428,23,8,3,0.675,40,40,13,10
0.5,52,p0.5/52,408,20.4,1,1436,0.5319884128860775,23,20,0.5578947368421052,23,8,3,0.65,40,40,14,15
0.5,53,p0.5/53,383,19.15,1,1150,0.4851952844888469,15,19,0.5029239766081871,15,32,2,0.675,40,40,12,15
0.5,54,p0.5/54,356,17.8,1,912,0.44973456887408964,1,18,0.46405228758169936,1,15,4,0.65,40,40,13,12
0.5,55,p0.5/55,380,19.0,1,1146,0.48937769864257274,14,24,0.5,14,5,4,0.575,40,40,14,14
0.5,56,p0.5/56,414,20.7,1,1482,0.5308687410026935,32,20,0.5578947368421052,32,16,2,0.65,40,40,13,12
0.5,57,p0.5/57,356,17.8,1,940,0.4572759584084123,35,16,0.5333333333333333,35,3,6,0.425,40,40,14,15
0.5,58,p0.5/58,396,19.8,1,1309,0.512879666372549,14,22,0.5238095238095238,14,9,3,0.65,39,40,12,13
0.5,59,p0.5/59,391,19.55,1,1257,0.5069041604300388,23,17,0.5441176470588235,23,28,2,0.65,40,40,13,14
0.5,60,p0.5/60,372,18.6,1,1050,0.47523928177310193,18,21,0.4666666666666667,18,19,5,0.625,40,40,12,15
0.5,61,p0.5/61,403,20.15,1,1350,0.5127627693364503,4,21,0.47619047619047616,4,26,2,0.725,40,40,13,14
0.5,62,p0.5/62,388,19.4,1,1195,0.49648052709879664,11,20,0.4789473684210526,11,13,2,0.7,40,40,11,13
0.5,63,p0.5/63,377,18.85,1,1094,0.4781228264065792,10,21,0.5142857142857142,10,8,3,0.65,40,40,10,13
0.5,64,p0.5/64,390,19.5,1,1238,0.5013380404313235,11,24,0.4746376811594203,11,38,3,0.6,40,40,14,13
0.5,65,p0.5/65,380,19.0,1,1140,0.4885144193144765,11,18,0.49673202614379086,11,22,4,0.575,39,40,11,11
0.5,66,p0.5/66,375,18.75,1,1088,0.47874463489813807,34,21,0.4523809523809524,34,12,5,0.6,40,40,13,14
0.5,67,p0.5/67,387,19.35,1,1197,0.49835861999608805,34,18,0.5032679738562091,34,27,2,0.6,40,40,12,13
0.5,68,p0.5/68,392,19.6,1,1240,0.49933040912700016,3,22,0.49783549783549785,3,17,2,0.7,40,40,11,15
0.5,69,p0.5/69,373,18.65,1,1059,0.47073711110198185,16,23,0.4505928853754941,16,19,5,0.55,40,40,11,11
0.5,70,p0.5/70,388,19.4,1,1212,0.4931767869749092,36,19,0.43859649122807015,36,39,4,0.6,40,40,15,15
0.5,71,p0.5/71,411,20.55,1,1453,0.5276239373471336,11,20,0.46842105263157896,11,15,2,0.7,40,40,13,14
0.5,72,p0.5/72,405,20.25,1,1371,0.5157411440281947,10,19,0.4444444444444444,10,5,3,0.65,40,40,13,13
0.5,73,p0.5/73,401,20.05,1,1333,0.5113308530882228,34,19,0.49707602339181284,34,25,3,0.625,40,40,12,11
0.5,74,p0.5/74,374,18.7,1,1139,0.5027092083407536,6,17,0.5294117647058824,6,3,4,0.6,40,40,13,15
0.5,75,p0.5/75,414,20.7,1,1467,0.5302084205485067,3,20,0.5052631578947369,3,37,3,0.625,40,40,11,11
0.5,76,p0.5/76,374,18.7,1,1105,0.48646719667812677,2,18,0.43790849673202614,2,0,5,0.55,40,40,14,14
0.5,77,p0.5/77,392,19.6,1,1260,0.5039594544938467,17,18,0.5228758169934641,17,19,4,0.65,40,40,14,14
0.5,78,p0.5/78,394,19.7,1,1257,0.502023672949521,9,19,0.52046783625731,9,28,3,0.725,40,40,11,15
0.5,79,p0.5/79,408,20.4,1,1426,0.5277670674653456,2,25,0.52,2,3,3,0.65,39,40,13,12
0.5,80,p0.5/80,392,19.6,1,1221,0.4898455665963238,39,20,0.45263157894736844,39,29,2,0.725,40,40,11,14
0.5,81,p0.5/81,381,19.05,1,1149,0.4907548892549397,36,15,0.5142857142857142,36,33,5,0.525,40,40,13,14
0.5,82,p0.5/82,374,18.7,1,1064,0.47055613549901143,10,17,0.5367647058823529,10,35,5,0.6,40,40,12,18
0.5,83,p0.5/83,423,21.15,1,1602,0.5517224421861121,36,24,0.5471014492753623,36,10,2,0.675,40,40,14,12
0.5,84,p0.5/84,391,19.55,1,1240,0.5021714691285293,15,21,0.5095238095238095,15,8,2,0.65,39,40,11,14
0.5,85,p0.5/85,415,20.75,1,1498,0.5365046267720752,14,22,0.5064935064935064,14,18,2,0.625,40,40,14,14
0.5,86,p0.5/86,396,19.8,1,1296,0.5105215481430819,16,15,0.5142857142857142,16,9,3,0.6,40,40,14,14
0.5,87,p0.5/87,395,19.75,1,1270,0.5027790016085378,26,19,0.47368421052631576,26,24,3,0.7,40,40,13,15
0.5,88,p0.5/88,402,20.1,1,1316,0.5059104833822495,0,16,0.5166666666666667,0,12,2,0.65,40,40,12,13
0.5,89,p0.5/89,406,20.3,1,1400,0.5231303807107078,0,20,0.5789473684210527,0,9,3,0.625,40,40,13,14
0.5,90,p0.5/90,382,19.1,1,1132,0.47668565788506234,39,17,0.38235294117647056,39,38,4,0.625,39,40,12,14
0.5,91,p0.5/91,393,19.65,1,1225,0.49231243196872826,26,26,0.47692307692307695,26,8,3,0.675,40,40,12,12
0.5,92,p0.5/92,387,19.35,1,1242,0.5078086192572329,16,18,0.5032679738562091,16,38,3,0.575,40,40,14,14
0.5,93,p0.5/93,405,20.25,1,1350,0.5095630120167743,3,21,0.5142857142857142,3,30,3,0.65,40,40,12,13
0.5,94,p0.5/94,365,18.25,1,1025,0.47179105382211456,22,20,0.5052631578947369,22,11,5,0.35,40,40,14,13
0.5,95,p0.5/95,392,19.6,1,1250,0.5044876402214369,5,13,0.5769230769230769,5,3,2,0.675,40,40,13,14
0.5,96,p0.5/96,397,19.85,1,1288,0.5032616109922443,17,21,0.46190476190476193,17,16,3,0.625,40,40,11,15
0.5,97,p0.5/97,364,18.2,1,1004,0.4714074926453275,7,19,0.47953216374269003,7,2,5,0.475,40,40,12,12
0.5,98,p0.5/98,381,19.05,1,1171,0.49830722652820175,20,15,0.5904761904761905,20,34,3,0.575,39,40,12,14
0.5,99,p0.5/99,395,19.75,1,1242,0.49522660532024165,38,19,0.49707602339181284,38,13,2,0.7,40,40,12,13
0.65,0,p0.65/0,504,25.2,1,2666,0.6456983371422649,29,27,0.6381766381766382,29,5,2,0.625,40,40,12,9
0.65,1,p0.65/1,521,26.05,1,2962,0.6730387637204541,24,33,0.6647727272727273,24,21,2,0.6,38,40,11,9
0.65,2,p0.65/2,504,25.2,1,2652,0.6453653706569151,1,23,0.6442687747035574,1,28,2,0.675,40,40,13,9
0.65,3,p0.65/3,514,25.7,1,2782,0.6521828580754052,33,25,0.69,33,22,2,0.625,40,40,10,9
0.65,4,p0.65/4,504,25.2,1,2612,0.6369427362656312,9,23,0.6442687747035574,9,8,2,0.65,39,40,10,8
0.65,5,p0.65/5,508,25.4,1,2712,0.6485162627513976,11,24,0.6594202898550725,11,16,2,0.575,39,40,12,12
0.65,6,p0.65/6,531,26.55,1,3101,0.6789174293054812,20,30,0.6781609195402298,20,0,2,0.625,38,40,11,9
0.65,7,p0.65/7,513,25.65,1,2774,0.6542110101293009,9,23,0.7114624505928854,9,11,2,0.625,40,40,10,10
0.65,8,p0.65/8,505,25.25,1,2708,0.6534401845720298,26,29,0.6551724137931034,26,25,2,0.625,40,40,15,10
0.65,9,p0.65/9,525,26.25,1,3030,0.6788592796010036,29,24,0.6811594202898551,29,31,2,0.65,40,40,13,8
0.65,10,p0.65/10,515,25.75,1,2822,0.6560680839358117,27,26,0.6369230769230769,27,4,2,0.625,40,40,12,10
0.65,11,p0.65/11,516,25.8,1,2866,0.662798493122883,36,27,0.6866096866096866,36,33,2,0.625,39,40,13,10
0.65,12,p0.65/12,524,26.2,1,3021,0.677824184396537,29,28,0.6693121693121693,29,22,2,0.675,40,40,13,8
0.65,13,p0.65/13,488,24.4,1,2422,0.6264405962754758,7,23,0.6363636363636364,7,1,2,0.6,40,40,14,10
0.65,14,p0.65/14,535,26.75,1,3176,0.6861827908193737,16,26,0.676923076923077,16,6,2,0.675,39,40,12,7
0.65,15,p0.65/15,492,24.6,1,2505,0.6386586366756466,7,21,0.6238095238095238,7,4,2,0.7,40,40,14,12
0.65,16,p0.65/16,497,24.85,1,2580,0.6418284398165328,24,23,0.6403162055335968,24,33,2,0.55,40,40,11,12
0.65,17,p0.65/17,511,25.55,1,2775,0.6528402168407879,6,25,0.67,6,21,2,0.7,37,40,11,10
0.65,18,p0.65/18,526,26.3,1,3075,0.6826682613678277,12,28,0.6851851851851852,12,6,3,0.6,40,40,15,9
0.65,19,p0.65/19,523,26.15,1,3023,0.6767397066748677,29,26,0.676923076923077,29,1,3,0.675,39,40,14,10
0.65,20,p0.65/20,495,24.75,1,2508,0.6309073225588456,5,24,0.6304347826086957,5,9,2,0.7,40,40,13,10
0.65,21,p0.65/21,514,25.7,1,2818,0.6592054007742085,22,23,0.6324110671936759,22,12,2,0.575,39,40,11,9
0.65,22,p0.65/22,527,26.35,1,3089,0.683670001916788,34,31,0.6752688172043011,34,4,3,0.6,40,40,14,10
0.65,23,p0.65/23,494,24.7,1,2519,0.6352755243569237,25,21,0.6428571428571429,25,15,3,0.55,40,40,12,13
0.65,24,p0.65/24,501,25.05,1,2607,0.6411204525132828,16,27,0.6524216524216524,16,38,2,0.55,39,40,12,11
0.65,25,p0.65/25,502,25.1,1,2623,0.6463948414416618,9,28,0.6455026455026455,9,8,2,0.675,40,40,11,8
0.65,26,p0.65/26,518,25.9,1,2885,0.6620199537472449,12,21,0.638095238095238,12,21,2,0.55,40,40,12,10
0.65,27,p0.65/27,510,25.5,1,2786,0.660506067616705,24,28,0.6693121693121693,24,21,2,0.65,40,40,13,10
0.65,28,p0.65/28,531,26.55,1,3083,0.6756557969541569,36,29,0.6896551724137931,36,25,2,0.65,40,40,11,8
0.65,29,p0.65/29,502,25.1,1,2617,0.6424630652227814,37,27,0.6096866096866097,37,20,2,0.65,40,40,11,9
0.65,30,p0.65/30,498,24.9,1,2588,0.6423764855961707,16,25,0.6833333333333333,16,9,3,0.55,40,40,13,10
0.65,31,p0.65/31,502,25.1,1,2634,0.6431117879478851,21,26,0.6338461538461538,21,13,2,0.625,40,40,13,8
0.65,32,p0.65/32,519,25.95,1,2902,0.6655272511575065,2,25,0.66,2,4,2,0.625,40,40,12,10
0.65,33,p0.65/33,506,25.3,1,2725,0.6559840365642465,4,24,0.6992753623188406,4,0,3,0.575,40,40,11,11
0.65,34,p0.65/34,501,25.05,1,2617,0.6431075881414792,27,24,0.6594202898550725,27,17,2,0.65,40,40,11,9
0.65,35,p0.65/35,521,26.05,1,2924,0.6675133046577768,12,29,0.6527093596059114,12,21,2,0.65,38,40,11,10
0.65,36,p0.65/36,516,25.8,1,2887,0.6650641229220555,10,22,0.7056277056277056,10,17,2,0.675,40,40,14,11
0.65,37,p0.65/37,531,26.55,1,3103,0.679621132919219,8,27,0.6666666666666666,8,10,2,0.625,40,40,12,9
0.65,38,p0.65/38,517,25.85,1,2836,0.6573884153682238,13,27,0.6467236467236467,13,17,2,0.65,40,40,11,8
0.65,39,p0.65/39,518,25.9,1,2884,0.6643619655483499,14,30,0.6666666666666666,14,35,2,0.6,40,40,12,10
0.65,40,p0.65/40,485,24.25,1,2357,0.6205167529631739,13,29,0.6157635467980296,13,2,2,0.65,38,40,12,12
0.65,41,p0.65/41,479,23.95,1,2270,0.6134685773171333,20,24,0.605072463768116,20,32,2,0.575,39,40,11,9
0.65,42,p0.65/42,503,25.15,1,2601,0.634048041821142,6,24,0.6123188405797102,6,28,2,0.625,40,40,11,9
0.65,43,p0.65/43,495,24.75,1,2603,0.6508213343442417,16,25,0.6866666666666666,16,11,2,0.6,40,40,15,9
0.65,44,p0.65/44,528,26.4,1,3090,0.6821166417054874,15,27,0.6438746438746439,15,12,2,0.575,40,40,13,10
0.65,45,p0.65/45,495,24.75,1,2489,0.629826369658145,35,23,0.6284584980237155,35,13,2,0.65,40,40,11,8
0.65,46,p0.65/46,517,25.85,1,2863,0.6603117609133701,5,26,0.6676923076923077,5,25,2,0.675,40,40,11,9
