arm,task,density,condition,n,base_acc_pts,band,delta_vs_none_pts,delta_vs_filler_pts,sig_vs_none,sig_vs_filler,content_effect
qwen3-4b,edge_existence,0.85,clustering,100,96.0,>95,-1.0000000000000009,3.9999999999999925,0,0,0
qwen3-4b,edge_existence,0.85,rwse,100,96.0,>95,-5.999999999999995,-1.0000000000000009,0,0,0
qwen3-4b,edge_existence,0.85,components,100,96.0,>95,-2.9999999999999916,2.0000000000000018,0,0,0
qwen3-4b,edge_existence,0.85,all,100,96.0,>95,-5.999999999999995,-1.0000000000000009,0,0,0
qwen3-4b,node_degree,0.1,degree,100,100.0,>95,-6.000000000000005,-6.000000000000005,0,0,0
qwen3-4b,node_degree,0.1,clustering,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b,node_degree,0.1,rwse,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b,node_degree,0.1,components,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b,node_degree,0.1,all,100,100.0,>95,-6.999999999999995,-6.999999999999995,0,0,0
qwen3-4b,node_degree,0.2,degree,100,99.0,>95,-1.0000000000000009,-1.0000000000000009,0,0,0
qwen3-4b,node_degree,0.2,clustering,100,99.0,>95,1.0000000000000009,1.0000000000000009,0,0,0
qwen3-4b,node_degree,0.2,rwse,100,99.0,>95,-2.0000000000000018,-2.0000000000000018,0,0,0
qwen3-4b,node_degree,0.2,components,100,99.0,>95,0.0,0.0,0,0,0
qwen3-4b,node_degree,0.2,all,100,99.0,>95,-3.0000000000000027,-3.0000000000000027,0,0,0
qwen3-4b,node_degree,0.35,degree,100,99.0,>95,-6.999999999999995,-6.999999999999995,0,0,0
qwen3-4b,node_degree,0.35,clustering,100,99.0,>95,0.0,0.0,0,0,0
qwen3-4b,node_degree,0.35,rwse,100,99.0,>95,-3.0000000000000027,-3.0000000000000027,0,0,0
qwen3-4b,node_degree,0.35,components,100,99.0,>95,0.0,0.0,0,0,0
qwen3-4b,node_degree,0.35,all,100,99.0,>95,-6.999999999999995,-6.999999999999995,0,0,0
qwen3-4b,node_degree,0.5,degree,100,99.0,>95,-12.0,-9.999999999999998,1,0,0
qwen3-4b,node_degree,0.5,clustering,100,99.0,>95,-3.0000000000000027,-1.0000000000000009,0,0,0
qwen3-4b,node_degree,0.5,rwse,100,99.0,>95,-4.0000000000000036,-2.0000000000000018,0,0,0
qwen3-4b,node_degree,0.5,components,100,99.0,>95,1.0000000000000009,3.0000000000000027,0,0,0
qwen3-4b,node_degree,0.5,all,100,99.0,>95,-15.000000000000002,-13.0,1,1,1
qwen3-4b,node_degree,0.65,degree,100,82.0,80-95,-5.999999999999995,-9.999999999999998,0,0,0
qwen3-4b,node_degree,0.65,clustering,100,82.0,80-95,7.000000000000006,3.0000000000000027,0,0,0
qwen3-4b,node_degree,0.65,rwse,100,82.0,80-95,0.0,-4.0000000000000036,0,0,0
qwen3-4b,node_degree,0.65,components,100,82.0,80-95,-7.9999999999999964,-12.0,1,1,1
qwen3-4b,node_degree,0.65,all,100,82.0,80-95,-36.99999999999999,-41.0,1,1,1
qwen3-4b,node_degree,0.75,degree,100,50.0,20-50,6.999999999999995,7.9999999999999964,0,0,0
qwen3-4b,node_degree,0.75,clustering,100,50.0,20-50,8.999999999999996,9.999999999999998,0,0,0
qwen3-4b,node_degree,0.75,rwse,100,50.0,20-50,13.0,14.000000000000002,1,0,0
qwen3-4b,node_degree,0.75,components,100,50.0,20-50,-3.9999999999999982,-2.9999999999999973,0,0,0
qwen3-4b,node_degree,0.75,all,100,50.0,20-50,-19.0,-18.0,1,0,0
qwen3-4b,node_degree,0.85,degree,100,33.0,20-50,26.999999999999996,24.0,1,1,1
qwen3-4b,node_degree,0.85,clustering,100,33.0,20-50,18.0,15.000000000000002,1,1,1
qwen3-4b,node_degree,0.85,rwse,100,33.0,20-50,9.999999999999998,7.000000000000001,0,0,0
qwen3-4b,node_degree,0.85,components,100,33.0,20-50,8.999999999999996,6.0,0,0,0
qwen3-4b,node_degree,0.85,all,100,33.0,20-50,-8.000000000000002,-10.999999999999998,0,0,0
qwen3-4b,connected_nodes,0.1,degree,100,93.0,80-95,-7.000000000000006,14.000000000000002,0,1,0
qwen3-4b,connected_nodes,0.1,clustering,100,93.0,80-95,-8.000000000000007,13.0,0,1,0
qwen3-4b,connected_nodes,0.1,rwse,100,93.0,80-95,-10.000000000000009,10.999999999999998,0,1,0
qwen3-4b,connected_nodes,0.1,components,100,93.0,80-95,6.999999999999995,28.000000000000004,0,1,0
qwen3-4b,connected_nodes,0.1,all,100,93.0,80-95,-11.00000000000001,9.999999999999998,0,0,0
qwen3-4b,connected_nodes,0.2,degree,100,88.0,80-95,2.0000000000000018,16.000000000000004,0,1,0
qwen3-4b,connected_nodes,0.2,clustering,100,88.0,80-95,8.999999999999996,23.0,0,1,0
qwen3-4b,connected_nodes,0.2,rwse,100,88.0,80-95,-5.000000000000004,8.999999999999996,0,0,0
qwen3-4b,connected_nodes,0.2,components,100,88.0,80-95,10.999999999999998,25.0,1,1,1
qwen3-4b,connected_nodes,0.2,all,100,88.0,80-95,0.0,14.000000000000002,0,1,0
qwen3-4b,connected_nodes,0.35,degree,100,84.0,80-95,-3.9999999999999925,2.0000000000000018,0,0,0
qwen3-4b,connected_nodes,0.35,clustering,100,84.0,80-95,5.000000000000004,10.999999999999998,0,1,0
qwen3-4b,connected_nodes,0.35,rwse,100,84.0,80-95,5.000000000000004,10.999999999999998,0,1,0
qwen3-4b,connected_nodes,0.35,components,100,84.0,80-95,9.999999999999998,15.999999999999993,0,1,0
qwen3-4b,connected_nodes,0.35,all,100,84.0,80-95,3.0000000000000027,8.999999999999996,0,0,0
qwen3-4b,connected_nodes,0.5,degree,100,79.0,50-80,-3.0000000000000027,6.000000000000005,0,0,0
qwen3-4b,connected_nodes,0.5,clustering,100,79.0,50-80,-2.0000000000000018,7.000000000000006,0,0,0
qwen3-4b,connected_nodes,0.5,rwse,100,79.0,50-80,9.999999999999998,19.000000000000007,0,1,0
qwen3-4b,connected_nodes,0.5,components,100,79.0,50-80,8.999999999999996,18.000000000000004,0,1,0
qwen3-4b,connected_nodes,0.5,all,100,79.0,50-80,-3.0000000000000027,6.000000000000005,0,0,0
qwen3-4b,edge_count,0.1,degree,100,5.0,<20,22.000000000000004,17.0,1,1,1
qwen3-4b,edge_count,0.1,clustering,100,5.0,<20,-5.0,-10.0,0,1,0
qwen3-4b,edge_count,0.1,rwse,100,5.0,<20,-4.0,-9.000000000000002,0,1,0
qwen3-4b,edge_count,0.1,components,100,5.0,<20,-5.0,-10.0,0,1,0
qwen3-4b,edge_count,0.1,all,100,5.0,<20,-2.0000000000000004,-7.000000000000001,0,0,0
qwen3-4b,edge_count,0.2,degree,100,2.0,<20,30.0,30.0,1,1,1
qwen3-4b,edge_count,0.2,clustering,100,2.0,<20,-1.0,-1.0,0,0,0
qwen3-4b,edge_count,0.2,rwse,100,2.0,<20,-1.0,-1.0,0,0,0
qwen3-4b,edge_count,0.2,components,100,2.0,<20,-1.0,-1.0,0,0,0
qwen3-4b,edge_count,0.2,all,100,2.0,<20,0.9999999999999999,0.9999999999999999,0,0,0
qwen3-4b,edge_count,0.35,degree,100,1.0,<20,24.0,24.0,1,1,1
qwen3-4b,edge_count,0.35,clustering,100,1.0,<20,1.0,1.0,0,0,0
qwen3-4b,edge_count,0.35,rwse,100,1.0,<20,-1.0,-1.0,0,0,0
qwen3-4b,edge_count,0.35,components,100,1.0,<20,1.0,1.0,0,0,0
qwen3-4b,edge_count,0.35,all,100,1.0,<20,7.000000000000001,7.000000000000001,0,0,0
qwen3-4b,edge_count,0.5,degree,100,0.0,<20,33.0,33.0,1,1,1
qwen3-4b,edge_count,0.5,clustering,100,0.0,<20,0.0,0.0,0,0,0
qwen3-4b,edge_count,0.5,rwse,100,0.0,<20,0.0,0.0,0,0,0
qwen3-4b,edge_count,0.5,components,100,0.0,<20,0.0,0.0,0,0,0
qwen3-4b,edge_count,0.5,all,100,0.0,<20,9.0,9.0,1,1,1
qwen3-4b-think,edge_existence,0.1,degree,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.1,clustering,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.1,rwse,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.1,components,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.1,all,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.2,degree,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.2,clustering,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.2,rwse,100,100.0,>95,-1.0000000000000009,-1.0000000000000009,0,0,0
qwen3-4b-think,edge_existence,0.2,components,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.2,all,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.35,degree,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.35,clustering,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.35,rwse,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.35,components,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.35,all,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.5,degree,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.5,clustering,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.5,rwse,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.5,components,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.5,all,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.65,degree,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.65,clustering,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.65,rwse,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.65,components,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.65,all,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.75,degree,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.75,clustering,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.75,rwse,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.75,components,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.75,all,100,100.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,edge_existence,0.85,degree,100,98.0,>95,2.0000000000000018,0.0,0,0,0
qwen3-4b-think,edge_existence,0.85,clustering,100,98.0,>95,2.0000000000000018,0.0,0,0,0
qwen3-4b-think,edge_existence,0.85,rwse,100,98.0,>95,1.0000000000000009,-1.0000000000000009,0,0,0
qwen3-4b-think,edge_existence,0.85,components,100,98.0,>95,2.0000000000000018,0.0,0,0,0
qwen3-4b-think,edge_existence,0.85,all,100,98.0,>95,1.0000000000000009,-1.0000000000000009,0,0,0
qwen3-4b-think,node_degree,0.1,degree,100,97.0,>95,2.0000000000000018,2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.1,clustering,100,97.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,node_degree,0.1,rwse,100,97.0,>95,-3.9999999999999925,-3.9999999999999925,0,0,0
qwen3-4b-think,node_degree,0.1,components,100,97.0,>95,-3.0000000000000027,-3.0000000000000027,0,0,0
qwen3-4b-think,node_degree,0.1,all,100,97.0,>95,-2.0000000000000018,-2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.2,degree,100,95.0,80-95,4.0000000000000036,-1.0000000000000009,0,0,0
qwen3-4b-think,node_degree,0.2,clustering,100,95.0,80-95,4.0000000000000036,-1.0000000000000009,0,0,0
qwen3-4b-think,node_degree,0.2,rwse,100,95.0,80-95,1.0000000000000009,-4.0000000000000036,0,0,0
qwen3-4b-think,node_degree,0.2,components,100,95.0,80-95,3.0000000000000027,-2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.2,all,100,95.0,80-95,3.0000000000000027,-2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.35,degree,100,97.0,>95,3.0000000000000027,0.0,0,0,0
qwen3-4b-think,node_degree,0.35,clustering,100,97.0,>95,3.0000000000000027,0.0,0,0,0
qwen3-4b-think,node_degree,0.35,rwse,100,97.0,>95,3.0000000000000027,0.0,0,0,0
qwen3-4b-think,node_degree,0.35,components,100,97.0,>95,1.0000000000000009,-2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.35,all,100,97.0,>95,1.0000000000000009,-2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.5,degree,100,100.0,>95,0.0,1.0000000000000009,0,0,0
qwen3-4b-think,node_degree,0.5,clustering,100,100.0,>95,-1.0000000000000009,0.0,0,0,0
qwen3-4b-think,node_degree,0.5,rwse,100,100.0,>95,-6.000000000000005,-5.000000000000004,0,0,0
qwen3-4b-think,node_degree,0.5,components,100,100.0,>95,-1.0000000000000009,0.0,0,0,0
qwen3-4b-think,node_degree,0.5,all,100,100.0,>95,-1.0000000000000009,0.0,0,0,0
qwen3-4b-think,node_degree,0.65,degree,100,100.0,>95,-3.0000000000000027,-3.0000000000000027,0,0,0
qwen3-4b-think,node_degree,0.65,clustering,100,100.0,>95,-2.0000000000000018,-2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.65,rwse,100,100.0,>95,-3.0000000000000027,-3.0000000000000027,0,0,0
qwen3-4b-think,node_degree,0.65,components,100,100.0,>95,-2.0000000000000018,-2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.65,all,100,100.0,>95,-1.0000000000000009,-1.0000000000000009,0,0,0
qwen3-4b-think,node_degree,0.75,degree,100,97.0,>95,1.0000000000000009,1.0000000000000009,0,0,0
qwen3-4b-think,node_degree,0.75,clustering,100,97.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,node_degree,0.75,rwse,100,97.0,>95,-2.0000000000000018,-2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.75,components,100,97.0,>95,-1.0000000000000009,-1.0000000000000009,0,0,0
qwen3-4b-think,node_degree,0.75,all,100,97.0,>95,1.0000000000000009,1.0000000000000009,0,0,0
qwen3-4b-think,node_degree,0.85,degree,100,96.0,>95,1.0000000000000009,2.0000000000000018,0,0,0
qwen3-4b-think,node_degree,0.85,clustering,100,96.0,>95,0.0,1.0000000000000009,0,0,0
qwen3-4b-think,node_degree,0.85,rwse,100,96.0,>95,3.0000000000000027,4.0000000000000036,0,0,0
qwen3-4b-think,node_degree,0.85,components,100,96.0,>95,-3.9999999999999925,-2.9999999999999916,0,0,0
qwen3-4b-think,node_degree,0.85,all,100,96.0,>95,2.0000000000000018,3.0000000000000027,0,0,0
qwen3-4b-think,connected_nodes,0.1,degree,100,97.0,>95,-2.0000000000000018,-3.0000000000000027,0,0,0
qwen3-4b-think,connected_nodes,0.1,clustering,100,97.0,>95,-3.9999999999999925,-4.999999999999993,0,0,0
qwen3-4b-think,connected_nodes,0.1,rwse,100,97.0,>95,0.0,-1.0000000000000009,0,0,0
qwen3-4b-think,connected_nodes,0.1,components,100,97.0,>95,-2.0000000000000018,-3.0000000000000027,0,0,0
qwen3-4b-think,connected_nodes,0.1,all,100,97.0,>95,-4.999999999999993,-5.999999999999995,0,0,0
qwen3-4b-think,connected_nodes,0.2,degree,100,95.0,80-95,3.0000000000000027,1.0000000000000009,0,0,0
qwen3-4b-think,connected_nodes,0.2,clustering,100,95.0,80-95,1.0000000000000009,-1.0000000000000009,0,0,0
qwen3-4b-think,connected_nodes,0.2,rwse,100,95.0,80-95,-1.0000000000000009,-3.0000000000000027,0,0,0
qwen3-4b-think,connected_nodes,0.2,components,100,95.0,80-95,1.0000000000000009,-1.0000000000000009,0,0,0
qwen3-4b-think,connected_nodes,0.2,all,100,95.0,80-95,-1.9999999999999907,-3.9999999999999925,0,0,0
qwen3-4b-think,connected_nodes,0.35,degree,100,99.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,connected_nodes,0.35,clustering,100,99.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,connected_nodes,0.35,rwse,100,99.0,>95,-2.0000000000000018,-2.0000000000000018,0,0,0
qwen3-4b-think,connected_nodes,0.35,components,100,99.0,>95,1.0000000000000009,1.0000000000000009,0,0,0
qwen3-4b-think,connected_nodes,0.35,all,100,99.0,>95,0.0,0.0,0,0,0
qwen3-4b-think,connected_nodes,0.5,degree,100,97.0,>95,0.0,-1.0000000000000009,0,0,0
qwen3-4b-think,connected_nodes,0.5,clustering,100,97.0,>95,1.0000000000000009,0.0,0,0,0
qwen3-4b-think,connected_nodes,0.5,rwse,100,97.0,>95,2.0000000000000018,1.0000000000000009,0,0,0
qwen3-4b-think,connected_nodes,0.5,components,100,97.0,>95,1.0000000000000009,0.0,0,0,0
qwen3-4b-think,connected_nodes,0.5,all,100,97.0,>95,1.0000000000000009,0.0,0,0,0
qwen3-4b-think,edge_count,0.1,degree,100,65.0,50-80,-18.000000000000004,-30.000000000000004,1,1,1
qwen3-4b-think,edge_count,0.1,clustering,100,65.0,50-80,17.999999999999993,5.999999999999995,1,0,0
qwen3-4b-think,edge_count,0.1,rwse,100,65.0,50-80,15.000000000000002,3.0000000000000027,1,0,0
qwen3-4b-think,edge_count,0.1,components,100,65.0,50-80,23.0,10.999999999999998,1,0,0
qwen3-4b-think,edge_count,0.1,all,100,65.0,50-80,-20.0,-32.0,1,1,1
qwen3-4b-think,edge_count,0.2,degree,100,45.0,20-50,4.999999999999999,-6.999999999999995,0,0,0
qwen3-4b-think,edge_count,0.2,clustering,100,45.0,20-50,19.0,7.000000000000006,1,0,0
qwen3-4b-think,edge_count,0.2,rwse,100,45.0,20-50,21.000000000000004,9.000000000000007,1,0,0
qwen3-4b-think,edge_count,0.2,components,100,45.0,20-50,30.0,18.000000000000004,1,1,1
qwen3-4b-think,edge_count,0.2,all,100,45.0,20-50,-10.999999999999998,-22.999999999999993,0,1,0
qwen3-4b-think,edge_count,0.35,degree,100,25.0,20-50,9.999999999999998,-5.000000000000004,0,0,0
qwen3-4b-think,edge_count,0.35,clustering,100,25.0,20-50,31.999999999999996,16.999999999999993,1,0,0
qwen3-4b-think,edge_count,0.35,rwse,100,25.0,20-50,10.999999999999998,-4.0000000000000036,0,0,0
qwen3-4b-think,edge_count,0.35,components,100,25.0,20-50,30.000000000000004,15.000000000000002,1,0,0
qwen3-4b-think,edge_count,0.35,all,100,25.0,20-50,-7.999999999999999,-23.0,0,1,0
qwen3-4b-think,edge_count,0.5,degree,100,4.0,<20,28.000000000000004,28.000000000000004,1,1,1
qwen3-4b-think,edge_count,0.5,clustering,100,4.0,<20,3.0000000000000004,3.0000000000000004,0,0,0
qwen3-4b-think,edge_count,0.5,rwse,100,4.0,<20,-3.0,-3.0,0,0,0
qwen3-4b-think,edge_count,0.5,components,100,4.0,<20,17.0,17.0,1,1,1
qwen3-4b-think,edge_count,0.5,all,100,4.0,<20,12.0,12.0,1,1,1
