arm,task,density,d_degree,d_clustering,d_rwse,sum_parts,d_all,gap,ratio,max_part,ratio_max,max_share
qwen3-1.7b,node_degree,0.2,0.09999999999999998,0.019999999999999907,0.039999999999999925,0.1599999999999998,0.09999999999999998,-0.05999999999999983,0.6250000000000006,0.09999999999999998,1.0,0.6250000000000006
qwen3-1.7b,node_degree,0.35,0.18,0.06,0.06,0.3,0.16999999999999998,-0.13,0.5666666666666667,0.18,0.9444444444444444,0.6
qwen3-1.7b,node_degree,0.5,-0.010000000000000009,0.020000000000000018,0.030000000000000027,0.040000000000000036,0.08000000000000002,0.03999999999999998,1.9999999999999987,0.030000000000000027,2.6666666666666647,0.75
qwen3-1.7b,node_degree,0.65,0.0,-0.009999999999999995,-0.009999999999999995,-0.01999999999999999,0.06999999999999999,0.08999999999999998,,-0.009999999999999995,,
qwen3-1.7b,node_degree,0.75,-0.010000000000000009,-0.05,-0.11,-0.17,0.010000000000000009,0.18000000000000002,-0.058823529411764754,-0.11,-0.090909090909091,0.6470588235294117
qwen3-1.7b,node_degree,0.85,0.020000000000000004,-0.04,-0.04,-0.06,0.0,0.06,-0.0,-0.04,-0.0,0.6666666666666667
qwen3-1.7b,connected_nodes,0.1,0.04999999999999993,-0.020000000000000018,0.05999999999999994,0.08999999999999986,-0.020000000000000018,-0.10999999999999988,-0.22222222222222276,0.05999999999999994,-0.3333333333333339,0.6666666666666671
qwen3-1.7b,connected_nodes,0.2,0.010000000000000009,-0.010000000000000009,-0.050000000000000044,-0.050000000000000044,-0.07000000000000006,-0.020000000000000018,1.4,-0.050000000000000044,1.4,1.0
qwen3-1.7b,connected_nodes,0.35,0.050000000000000044,0.040000000000000036,0.020000000000000018,0.1100000000000001,0.15000000000000002,0.039999999999999925,1.3636363636363626,0.050000000000000044,2.999999999999998,0.45454545454545453
qwen3-1.7b,connected_nodes,0.5,0.030000000000000027,0.040000000000000036,0.010000000000000009,0.08000000000000007,0.020000000000000018,-0.06000000000000005,0.25,0.040000000000000036,0.5,0.5
qwen3-1.7b,edge_count,0.1,0.03,-0.03,-0.03,-0.03,-0.03,0.0,1.0,0.03,-1.0,1.0
qwen3-1.7b,edge_count,0.2,0.009999999999999998,0.009999999999999998,0.0,0.019999999999999997,-0.01,-0.03,,0.009999999999999998,,
qwen3-1.7b,edge_count,0.35,0.01,0.0,0.0,0.01,0.04,0.03,,0.01,,
qwen3-1.7b,edge_count,0.5,0.07,0.0,0.0,0.07,0.03,-0.04000000000000001,0.4285714285714285,0.07,0.4285714285714285,1.0
qwen3-1.7b-think,node_count,0.1,0.0,0.010000000000000009,0.010000000000000009,0.020000000000000018,0.010000000000000009,-0.010000000000000009,0.5,0.010000000000000009,,0.5
qwen3-1.7b-think,node_count,0.2,0.020000000000000018,0.030000000000000027,0.030000000000000027,0.08000000000000007,0.030000000000000027,-0.050000000000000044,0.375,0.030000000000000027,1.0,0.375
qwen3-1.7b-think,node_count,0.35,0.13,0.16000000000000003,0.16000000000000003,0.45000000000000007,0.16000000000000003,-0.29000000000000004,0.35555555555555557,0.16000000000000003,1.0,0.35555555555555557
