arm,task,density,condition,n,n_uncapped,hit_cap_rate,median_tokens,p90_tokens,median_node_mentions,uses_degree_sum,narrates_neighbors,enumerates_nodes,acc,parsed_rate
qwen3-4b-think,node_count,0.2,components,100,100,0.0,917.5,1348.4,1.0,0.0,0.03,0.0,1.0,1.0
qwen3-4b-think,node_count,0.2,all,100,100,0.0,607.5,931.3000000000001,1.0,0.0,0.02,0.0,1.0,1.0
qwen3-4b-think,node_count,0.35,none,100,100,0.0,835.5,1210.3,1.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b-think,node_count,0.35,filler,100,100,0.0,481.0,625.4000000000003,4.0,0.0,0.29,0.0,1.0,1.0
qwen3-4b-think,node_count,0.35,degree,100,100,0.0,836.5,1207.3000000000002,5.0,0.04,0.15,0.08,1.0,1.0
qwen3-4b-think,node_count,0.35,clustering,100,100,0.0,634.0,807.0000000000001,1.0,0.0,0.0,0.01,1.0,1.0
qwen3-4b-think,node_count,0.35,rwse,100,100,0.0,649.5,880.4000000000001,0.0,0.0,0.01,0.0,1.0,1.0
qwen3-4b-think,node_count,0.35,components,100,100,0.0,844.0,1119.8000000000002,0.0,0.0,0.04,0.0,1.0,1.0
qwen3-4b-think,node_count,0.35,all,100,100,0.0,674.0,971.3000000000001,1.0,0.0,0.0,0.0,1.0,1.0
qwen3-4b-think,node_count,0.5,none,100,100,0.0,625.5,823.4000000000001,0.0,0.0,0.05,0.0,1.0,1.0
qwen3-4b-think,node_count,0.5,filler,100,100,0.0,429.0,548.6000000000004,4.0,0.0,0.14,0.0,1.0,1.0
qwen3-4b-think,node_count,0.5,degree,100,99,0.01,791.0,1167.6000000000001,5.0,0.13,0.17,0.09,1.0,1.0
qwen3-4b-think,node_count,0.5,clustering,100,100,0.0,561.5,813.4000000000004,1.0,0.0,0.03,0.0,1.0,1.0
qwen3-4b-think,node_count,0.5,rwse,100,100,0.0,581.0,863.2,2.0,0.0,0.03,0.02,1.0,1.0
qwen3-4b-think,node_count,0.5,components,100,100,0.0,798.5,1024.0000000000002,0.0,0.0,0.06,0.0,0.99,1.0
qwen3-4b-think,node_count,0.5,all,100,100,0.0,633.5,983.3000000000003,1.0,0.0,0.04,0.0,1.0,1.0
qwen3-4b-think,cycle_check,0.1,none,100,98,0.02,2039.5,3348.9999999999995,26.0,0.0,0.16,0.67,0.98,0.99
qwen3-4b-think,cycle_check,0.1,filler,100,99,0.01,1630.0,2550.4000000000005,28.0,0.0,0.14,0.71,1.0,1.0
qwen3-4b-think,cycle_check,0.1,degree,100,96,0.04,2720.5,4313.5,29.0,0.3,0.18,0.7,0.95,1.0
qwen3-4b-think,cycle_check,0.1,clustering,100,98,0.02,1537.5,2920.7999999999997,29.0,0.0,0.2,0.74,1.0,1.0
qwen3-4b-think,cycle_check,0.1,rwse,100,98,0.02,2374.0,4072.3,38.5,0.0,0.52,0.92,1.0,1.0
qwen3-4b-think,cycle_check,0.1,components,100,99,0.01,1871.0,3132.4,21.0,0.02,0.37,0.55,0.99,1.0
qwen3-4b-think,cycle_check,0.1,all,100,100,0.0,1681.5,2521.9000000000005,25.0,0.0,0.22,0.69,1.0,1.0
qwen3-4b-think,cycle_check,0.2,none,100,100,0.0,1799.0,3122.2000000000007,36.0,0.0,0.19,0.87,1.0,1.0
qwen3-4b-think,cycle_check,0.2,filler,100,100,0.0,1627.0,3097.2000000000003,28.0,0.0,0.21,0.75,1.0,1.0
qwen3-4b-think,cycle_check,0.2,degree,100,97,0.03,2438.0,3932.6000000000017,28.0,0.28,0.13,0.65,0.97,1.0
qwen3-4b-think,cycle_check,0.2,clustering,100,99,0.01,1859.0,2776.8,43.0,0.0,0.24,0.89,1.0,1.0
qwen3-4b-think,cycle_check,0.2,rwse,100,100,0.0,2305.0,3564.5,43.5,0.0,0.49,0.96,1.0,1.0
qwen3-4b-think,cycle_check,0.2,components,100,100,0.0,2022.0,3632.3,34.0,0.1,0.36,0.85,1.0,1.0
qwen3-4b-think,cycle_check,0.2,all,100,99,0.01,1862.0,2880.0,42.0,0.04,0.2,0.83,0.99,1.0
qwen3-4b-think,cycle_check,0.35,none,100,99,0.01,1714.0,3331.4,38.0,0.0,0.11,0.84,0.99,1.0
qwen3-4b-think,cycle_check,0.35,filler,100,100,0.0,1455.5,2727.300000000002,32.0,0.0,0.19,0.72,1.0,1.0
qwen3-4b-think,cycle_check,0.35,degree,100,93,0.07,2691.0,4633.599999999999,59.0,0.37,0.18,0.9,0.96,1.0
qwen3-4b-think,cycle_check,0.35,clustering,100,100,0.0,1739.5,2621.900000000001,53.0,0.0,0.15,0.91,1.0,1.0
qwen3-4b-think,cycle_check,0.35,rwse,100,100,0.0,2314.0,3348.6000000000004,52.0,0.0,0.24,0.93,1.0,1.0
qwen3-4b-think,cycle_check,0.35,components,100,93,0.07,1905.0,5247.799999999999,36.0,0.29,0.25,0.8,0.98,1.0
qwen3-4b-think,cycle_check,0.35,all,100,98,0.02,1630.0,2618.9,48.5,0.04,0.16,0.92,0.99,1.0
qwen3-4b-think,cycle_check,0.5,none,100,100,0.0,1508.5,2580.7000000000003,36.5,0.01,0.48,0.81,1.0,1.0
qwen3-4b-think,cycle_check,0.5,filler,100,100,0.0,1383.5,2330.2000000000003,32.0,0.01,0.19,0.79,1.0,1.0
qwen3-4b-think,cycle_check,0.5,degree,100,92,0.08,2563.0,4447.5,72.0,0.46,0.2,0.94,0.96,1.0
qwen3-4b-think,cycle_check,0.5,clustering,100,100,0.0,1527.0,2209.2,47.5,0.02,0.22,0.92,1.0,1.0
qwen3-4b-think,cycle_check,0.5,rwse,100,100,0.0,2058.5,3006.1,67.5,0.02,0.43,1.0,1.0,1.0
qwen3-4b-think,cycle_check,0.5,components,100,92,0.08,1479.5,4448.300000000001,26.0,0.25,0.18,0.7,0.98,0.99
qwen3-4b-think,cycle_check,0.5,all,100,98,0.02,1621.5,2912.3,52.0,0.19,0.13,0.96,1.0,1.0
qwen3-4b-think,edge_existence,0.1,none,100,99,0.01,575.0,805.4000000000001,28.0,0.0,0.59,0.93,1.0,1.0
qwen3-4b-think,edge_existence,0.1,filler,100,99,0.01,535.0,699.6,28.0,0.0,0.62,0.93,1.0,1.0
qwen3-4b-think,edge_existence,0.1,degree,100,99,0.01,626.0,856.4000000000001,31.0,0.0,0.81,0.99,1.0,1.0
qwen3-4b-think,edge_existence,0.1,clustering,100,97,0.03,588.0,850.2000000000003,31.0,0.0,0.78,0.97,1.0,1.0
qwen3-4b-think,edge_existence,0.1,rwse,100,96,0.04,604.0,1221.0,31.0,0.0,0.8,0.95,1.0,1.0
qwen3-4b-think,edge_existence,0.1,components,100,99,0.01,692.0,947.8000000000002,31.0,0.0,0.7,0.96,1.0,1.0
qwen3-4b-think,edge_existence,0.1,all,100,96,0.04,561.5,860.5,30.0,0.0,0.69,0.95,1.0,1.0
qwen3-4b-think,edge_existence,0.2,none,100,100,0.0,706.5,869.4000000000002,30.0,0.0,0.6,0.93,1.0,1.0
qwen3-4b-think,edge_existence,0.2,filler,100,100,0.0,669.5,912.6,28.5,0.0,0.47,0.91,1.0,1.0
qwen3-4b-think,edge_existence,0.2,degree,100,100,0.0,704.0,927.4000000000001,31.0,0.0,0.8,0.95,1.0,1.0
qwen3-4b-think,edge_existence,0.2,clustering,100,99,0.01,661.0,875.4000000000001,28.0,0.0,0.64,0.91,1.0,1.0
qwen3-4b-think,edge_existence,0.2,rwse,100,98,0.02,738.0,993.9,33.0,0.0,0.56,0.99,0.99,1.0
qwen3-4b-think,edge_existence,0.2,components,100,99,0.01,752.0,986.8000000000001,30.0,0.0,0.65,0.96,1.0,1.0
qwen3-4b-think,edge_existence,0.2,all,100,99,0.01,622.0,897.0,28.0,0.0,0.47,0.86,1.0,1.0
qwen3-4b-think,edge_existence,0.35,none,100,100,0.0,875.5,1105.0000000000007,31.0,0.0,0.52,1.0,1.0,1.0
qwen3-4b-think,edge_existence,0.35,filler,100,100,0.0,775.0,1058.5000000000002,28.0,0.0,0.56,0.85,1.0,1.0
qwen3-4b-think,edge_existence,0.35,degree,100,100,0.0,855.0,1109.1,29.5,0.0,0.59,0.91,1.0,1.0
qwen3-4b-think,edge_existence,0.35,clustering,100,100,0.0,800.0,1035.3,29.0,0.0,0.56,0.96,1.0,1.0
qwen3-4b-think,edge_existence,0.35,rwse,100,100,0.0,750.5,1081.5,29.0,0.0,0.56,0.95,1.0,1.0
qwen3-4b-think,edge_existence,0.35,components,100,100,0.0,943.5,1196.1,31.0,0.0,0.76,0.95,1.0,1.0
qwen3-4b-think,edge_existence,0.35,all,100,100,0.0,723.0,982.9000000000001,26.0,0.0,0.52,0.87,1.0,1.0
qwen3-4b-think,edge_existence,0.5,none,100,100,0.0,776.0,1172.2,29.0,0.0,0.32,0.94,1.0,1.0
qwen3-4b-think,edge_existence,0.5,filler,100,100,0.0,784.5,1215.4,28.0,0.0,0.56,0.96,1.0,1.0
qwen3-4b-think,edge_existence,0.5,degree,100,100,0.0,803.0,1233.6000000000001,28.0,0.0,0.43,0.91,1.0,1.0
qwen3-4b-think,edge_existence,0.5,clustering,100,100,0.0,801.0,1129.5,27.5,0.0,0.39,0.9,1.0,1.0
qwen3-4b-think,edge_existence,0.5,rwse,100,100,0.0,770.0,1137.1000000000001,27.0,0.0,0.45,0.9,1.0,1.0
qwen3-4b-think,edge_existence,0.5,components,100,99,0.01,909.0,1338.6,30.0,0.0,0.73,0.96,1.0,1.0
qwen3-4b-think,edge_existence,0.5,all,100,100,0.0,737.5,1156.1000000000001,25.0,0.0,0.36,0.84,1.0,1.0
qwen3-4b-think,edge_existence,0.65,none,100,100,0.0,732.0,1273.3,28.5,0.0,0.21,0.87,1.0,1.0
qwen3-4b-think,edge_existence,0.65,filler,100,100,0.0,672.0,1246.3,25.0,0.0,0.41,0.84,1.0,1.0
qwen3-4b-think,edge_existence,0.65,degree,100,100,0.0,676.0,1368.5000000000002,26.0,0.0,0.26,0.83,1.0,1.0
qwen3-4b-think,edge_existence,0.65,clustering,100,100,0.0,754.5,1164.6000000000001,26.0,0.0,0.27,0.87,1.0,1.0
qwen3-4b-think,edge_existence,0.65,rwse,100,100,0.0,793.0,1092.0000000000005,27.0,0.0,0.32,0.94,1.0,1.0
qwen3-4b-think,edge_existence,0.65,components,100,100,0.0,925.5,1328.2000000000003,30.0,0.0,0.71,0.96,1.0,1.0
qwen3-4b-think,edge_existence,0.65,all,100,100,0.0,761.5,1099.1,24.0,0.0,0.17,0.76,1.0,1.0
qwen3-4b-think,edge_existence,0.75,none,100,100,0.0,779.0,1386.1,28.0,0.0,0.18,0.87,1.0,1.0
qwen3-4b-think,edge_existence,0.75,filler,100,100,0.0,742.5,1120.7,26.0,0.0,0.41,0.85,1.0,1.0
qwen3-4b-think,edge_existence,0.75,degree,100,100,0.0,729.0,1234.3000000000002,25.0,0.0,0.21,0.86,1.0,1.0
qwen3-4b-think,edge_existence,0.75,clustering,100,100,0.0,817.5,1269.9,26.0,0.0,0.3,0.84,1.0,1.0
qwen3-4b-think,edge_existence,0.75,rwse,100,100,0.0,825.5,1053.6000000000001,27.0,0.0,0.26,0.88,1.0,1.0
qwen3-4b-think,edge_existence,0.75,components,100,100,0.0,989.5,1438.9,30.0,0.0,0.68,0.96,1.0,1.0
qwen3-4b-think,edge_existence,0.75,all,100,100,0.0,821.0,1017.4000000000001,24.0,0.0,0.21,0.8,1.0,1.0
qwen3-4b-think,edge_existence,0.85,none,100,100,0.0,895.5,1386.3000000000002,29.0,0.0,0.37,0.88,0.98,1.0
qwen3-4b-think,edge_existence,0.85,filler,100,100,0.0,761.0,1216.3000000000002,26.0,0.0,0.43,0.86,1.0,1.0
qwen3-4b-think,edge_existence,0.85,degree,100,100,0.0,803.5,1341.5000000000002,27.0,0.0,0.33,0.86,1.0,1.0
qwen3-4b-think,edge_existence,0.85,clustering,100,100,0.0,762.0,1262.9000000000005,27.0,0.0,0.32,0.76,1.0,1.0
qwen3-4b-think,edge_existence,0.85,rwse,100,100,0.0,807.0,1182.8000000000002,28.0,0.0,0.35,0.9,0.99,1.0
qwen3-4b-think,edge_existence,0.85,components,100,100,0.0,1026.5,1416.5000000000002,31.0,0.0,0.51,0.96,1.0,1.0
qwen3-4b-think,edge_existence,0.85,all,100,100,0.0,788.0,1140.4,24.0,0.0,0.29,0.79,0.99,1.0
qwen3-4b-think,node_degree,0.1,none,100,97,0.03,1198.0,2040.4,37.0,0.0,0.68,0.87,0.97,1.0
qwen3-4b-think,node_degree,0.1,filler,100,97,0.03,761.0,1733.0000000000002,25.0,0.0,0.47,0.66,0.97,1.0
qwen3-4b-think,node_degree,0.1,degree,100,99,0.01,951.0,1531.2000000000005,41.0,0.01,0.89,0.76,0.99,1.0
qwen3-4b-think,node_degree,0.1,clustering,100,97,0.03,543.0,1442.4000000000005,16.0,0.0,0.71,0.36,0.97,1.0
qwen3-4b-think,node_degree,0.1,rwse,100,93,0.07,580.0,1586.6,17.0,0.0,0.35,0.47,0.93,1.0
qwen3-4b-think,node_degree,0.1,components,100,94,0.06,1291.0,2018.2000000000003,40.5,0.0,0.76,0.92,0.94,1.0
qwen3-4b-think,node_degree,0.1,all,100,95,0.05,461.0,767.2,11.0,0.0,0.72,0.16,0.95,1.0
qwen3-4b-think,node_degree,0.2,none,100,95,0.05,825.0,1521.2000000000014,17.0,0.0,0.71,0.39,0.95,1.0
qwen3-4b-think,node_degree,0.2,filler,100,100,0.0,591.0,844.9000000000001,12.0,0.0,0.36,0.13,1.0,1.0
qwen3-4b-think,node_degree,0.2,degree,100,100,0.0,969.5,1454.1000000000013,28.0,0.0,0.82,0.65,0.99,1.0
qwen3-4b-think,node_degree,0.2,clustering,100,100,0.0,577.0,1012.6000000000004,12.0,0.0,0.78,0.2,0.99,1.0
qwen3-4b-think,node_degree,0.2,rwse,100,98,0.02,608.5,1310.6999999999996,13.0,0.0,0.33,0.23,0.96,1.0
qwen3-4b-think,node_degree,0.2,components,100,99,0.01,981.0,1904.6000000000001,22.0,0.0,0.76,0.59,0.98,1.0
qwen3-4b-think,node_degree,0.2,all,100,99,0.01,585.0,996.2000000000002,13.0,0.0,0.69,0.26,0.98,1.0
qwen3-4b-think,node_degree,0.35,none,100,97,0.03,978.0,1448.6000000000004,15.0,0.0,0.67,0.19,0.97,1.0
qwen3-4b-think,node_degree,0.35,filler,100,100,0.0,735.5,1068.1,11.0,0.0,0.39,0.02,1.0,1.0
qwen3-4b-think,node_degree,0.35,degree,100,100,0.0,1049.5,1582.7000000000003,24.0,0.01,0.61,0.59,1.0,1.0
qwen3-4b-think,node_degree,0.35,clustering,100,100,0.0,701.0,1034.2000000000003,11.0,0.0,0.67,0.04,1.0,1.0
qwen3-4b-think,node_degree,0.35,rwse,100,100,0.0,718.0,1055.1000000000004,12.0,0.0,0.34,0.04,1.0,1.0
qwen3-4b-think,node_degree,0.35,components,100,98,0.02,1009.0,2034.6,15.0,0.0,0.68,0.34,0.98,1.0
qwen3-4b-think,node_degree,0.35,all,100,100,0.0,726.5,1140.4,13.5,0.0,0.57,0.21,0.98,1.0
qwen3-4b-think,node_degree,0.5,none,100,100,0.0,1339.5,1805.7000000000003,14.0,0.0,0.61,0.09,1.0,1.0
qwen3-4b-think,node_degree,0.5,filler,100,99,0.01,1013.0,1529.4,11.0,0.0,0.37,0.02,0.99,1.0
qwen3-4b-think,node_degree,0.5,degree,100,100,0.0,1082.5,1590.6000000000004,49.0,0.01,0.71,0.66,1.0,1.0
qwen3-4b-think,node_degree,0.5,clustering,100,100,0.0,919.5,1335.0000000000014,11.0,0.0,0.66,0.0,0.99,1.0
qwen3-4b-think,node_degree,0.5,rwse,100,100,0.0,963.5,2409.300000000002,11.0,0.0,0.42,0.12,0.94,1.0
qwen3-4b-think,node_degree,0.5,components,100,100,0.0,1304.0,2016.9000000000003,13.0,0.0,0.6,0.09,0.99,1.0
qwen3-4b-think,node_degree,0.5,all,100,99,0.01,906.0,1832.4000000000005,14.0,0.0,0.63,0.26,0.99,1.0
qwen3-4b-think,node_degree,0.65,none,100,100,0.0,1699.0,2485.7000000000003,14.0,0.0,0.68,0.13,1.0,1.0
qwen3-4b-think,node_degree,0.65,filler,100,100,0.0,1351.0,1951.2000000000007,10.0,0.0,0.24,0.0,1.0,1.0
qwen3-4b-think,node_degree,0.65,degree,100,99,0.01,1271.0,1849.6000000000001,29.0,0.01,0.69,0.66,0.97,1.0
qwen3-4b-think,node_degree,0.65,clustering,100,100,0.0,1342.0,1918.5000000000002,12.0,0.0,0.62,0.06,0.98,1.0
qwen3-4b-think,node_degree,0.65,rwse,100,98,0.02,1372.5,2401.899999999999,12.0,0.0,0.48,0.12,0.97,1.0
qwen3-4b-think,node_degree,0.65,components,100,99,0.01,1746.0,2669.8,14.0,0.0,0.52,0.13,0.98,1.0
qwen3-4b-think,node_degree,0.65,all,100,99,0.01,1131.0,2127.2000000000003,14.0,0.0,0.41,0.22,0.99,1.0
qwen3-4b-think,node_degree,0.75,none,100,99,0.01,2267.0,3223.4000000000005,15.0,0.0,0.73,0.17,0.97,1.0
qwen3-4b-think,node_degree,0.75,filler,100,100,0.0,1685.0,2758.2000000000003,10.0,0.0,0.2,0.07,0.97,1.0
qwen3-4b-think,node_degree,0.75,degree,100,100,0.0,1381.0,2111.7000000000003,50.0,0.01,0.64,0.78,0.98,1.0
qwen3-4b-think,node_degree,0.75,clustering,100,100,0.0,1851.0,3111.6000000000004,14.0,0.0,0.71,0.24,0.97,1.0
qwen3-4b-think,node_degree,0.75,rwse,100,100,0.0,2159.0,3197.7000000000003,18.0,0.0,0.59,0.42,0.95,1.0
qwen3-4b-think,node_degree,0.75,components,100,99,0.01,2507.0,3631.0000000000005,18.0,0.0,0.71,0.32,0.96,1.0
qwen3-4b-think,node_degree,0.75,all,100,99,0.01,1417.0,2631.600000000001,15.0,0.0,0.62,0.18,0.98,1.0
qwen3-4b-think,node_degree,0.85,none,100,100,0.0,2786.5,4082.800000000002,19.0,0.0,0.69,0.43,0.96,1.0
qwen3-4b-think,node_degree,0.85,filler,100,100,0.0,2344.0,3345.600000000001,14.0,0.0,0.51,0.21,0.95,1.0
qwen3-4b-think,node_degree,0.85,degree,100,99,0.01,1413.0,2145.0,50.0,0.03,0.69,0.7,0.97,1.0
qwen3-4b-think,node_degree,0.85,clustering,100,99,0.01,2606.0,4369.200000000001,21.0,0.0,0.79,0.56,0.96,1.0
qwen3-4b-think,node_degree,0.85,rwse,100,99,0.01,2590.0,4170.0,20.0,0.0,0.71,0.54,0.99,1.0
qwen3-4b-think,node_degree,0.85,components,100,100,0.0,3158.5,4599.1,25.0,0.0,0.78,0.66,0.92,1.0
qwen3-4b-think,node_degree,0.85,all,100,99,0.01,1705.0,3165.8,15.0,0.0,0.68,0.31,0.98,1.0
qwen3-4b-think,connected_nodes,0.1,none,100,97,0.03,918.0,2361.6000000000004,10.0,0.0,0.49,0.3,0.97,1.0
qwen3-4b-think,connected_nodes,0.1,filler,100,98,0.02,677.0,2068.1999999999985,9.0,0.0,0.58,0.18,0.98,1.0
qwen3-4b-think,connected_nodes,0.1,degree,100,94,0.06,726.0,1104.8000000000002,12.0,0.0,0.46,0.23,0.95,1.0
qwen3-4b-think,connected_nodes,0.1,clustering,100,90,0.1,639.0,1563.9000000000062,10.0,0.0,0.77,0.23,0.93,1.0
qwen3-4b-think,connected_nodes,0.1,rwse,100,96,0.04,681.5,2425.5,9.0,0.0,0.7,0.26,0.97,1.0
qwen3-4b-think,connected_nodes,0.1,components,100,94,0.06,1200.0,3817.100000000001,14.0,0.0,0.6,0.31,0.95,1.0
qwen3-4b-think,connected_nodes,0.1,all,100,91,0.09,620.0,1833.0,9.0,0.0,0.44,0.25,0.92,1.0
qwen3-4b-think,connected_nodes,0.2,none,100,95,0.05,788.0,1773.4000000000005,10.0,0.0,0.51,0.12,0.95,1.0
qwen3-4b-think,connected_nodes,0.2,filler,100,94,0.06,712.5,2246.8000000000006,8.0,0.0,0.58,0.13,0.97,1.0
qwen3-4b-think,connected_nodes,0.2,degree,100,97,0.03,770.0,1256.4000000000008,10.0,0.0,0.43,0.09,0.98,1.0
qwen3-4b-think,connected_nodes,0.2,clustering,100,93,0.07,721.0,1543.9999999999986,9.0,0.0,0.68,0.17,0.96,1.0
qwen3-4b-think,connected_nodes,0.2,rwse,100,92,0.08,738.5,2654.000000000002,9.0,0.0,0.74,0.16,0.94,1.0
qwen3-4b-think,connected_nodes,0.2,components,100,94,0.06,861.0,1549.4000000000003,9.0,0.0,0.65,0.11,0.96,1.0
qwen3-4b-think,connected_nodes,0.2,all,100,93,0.07,686.0,1366.0,9.0,0.0,0.39,0.15,0.93,1.0
qwen3-4b-think,connected_nodes,0.35,none,100,97,0.03,950.0,1356.8000000000002,10.0,0.0,0.41,0.08,0.99,1.0
qwen3-4b-think,connected_nodes,0.35,filler,100,100,0.0,814.5,1258.4,9.0,0.0,0.51,0.04,0.99,1.0
qwen3-4b-think,connected_nodes,0.35,degree,100,98,0.02,889.5,1329.8,10.0,0.0,0.41,0.1,0.99,1.0
qwen3-4b-think,connected_nodes,0.35,clustering,100,99,0.01,840.0,1218.8000000000004,9.0,0.0,0.52,0.07,0.99,1.0
qwen3-4b-think,connected_nodes,0.35,rwse,100,100,0.0,836.0,1343.2000000000003,9.0,0.0,0.61,0.09,0.97,1.0
qwen3-4b-think,connected_nodes,0.35,components,100,99,0.01,971.0,1440.0000000000002,10.0,0.0,0.53,0.08,1.0,1.0
qwen3-4b-think,connected_nodes,0.35,all,100,100,0.0,766.0,1121.5000000000007,9.0,0.0,0.61,0.06,0.99,1.0
qwen3-4b-think,connected_nodes,0.5,none,100,98,0.02,1090.0,1625.6,10.0,0.0,0.35,0.07,0.97,1.0
qwen3-4b-think,connected_nodes,0.5,filler,100,97,0.03,958.0,1353.0000000000002,8.0,0.0,0.42,0.02,0.98,1.0
qwen3-4b-think,connected_nodes,0.5,degree,100,99,0.01,1026.0,1525.2000000000003,9.0,0.0,0.3,0.05,0.97,1.0
qwen3-4b-think,connected_nodes,0.5,clustering,100,100,0.0,992.5,1655.6000000000008,9.0,0.0,0.44,0.08,0.98,1.0
qwen3-4b-think,connected_nodes,0.5,rwse,100,100,0.0,948.5,1187.7000000000003,8.0,0.0,0.78,0.0,0.99,1.0
qwen3-4b-think,connected_nodes,0.5,components,100,99,0.01,1102.0,1547.6000000000001,9.0,0.0,0.47,0.02,0.98,1.0
qwen3-4b-think,connected_nodes,0.5,all,100,99,0.01,922.0,1288.0,9.0,0.0,0.41,0.07,0.98,1.0
qwen3-4b-think,edge_count,0.1,none,100,40,0.6,,,172.0,1.0,0.62,1.0,0.65,1.0
qwen3-4b-think,edge_count,0.1,filler,100,60,0.4,,,162.5,1.0,0.33,1.0,0.77,1.0
qwen3-4b-think,edge_count,0.1,degree,100,36,0.64,,,132.0,0.99,0.79,0.99,0.47,1.0
qwen3-4b-think,edge_count,0.1,clustering,100,80,0.2,5072.0,7352.1,169.5,0.98,0.24,1.0,0.83,1.0
qwen3-4b-think,edge_count,0.1,rwse,100,69,0.31,,,196.0,1.0,0.34,1.0,0.8,1.0
qwen3-4b-think,edge_count,0.1,components,100,73,0.27,,,146.0,1.0,0.3,1.0,0.88,1.0
qwen3-4b-think,edge_count,0.1,all,100,50,0.5,,,143.5,0.99,0.71,1.0,0.45,1.0
qwen3-4b-think,edge_count,0.2,none,100,34,0.66,,,145.0,1.0,0.58,1.0,0.45,1.0
qwen3-4b-think,edge_count,0.2,filler,100,50,0.5,,,138.0,1.0,0.4,1.0,0.57,1.0
qwen3-4b-think,edge_count,0.2,degree,100,48,0.52,,,120.0,0.98,0.67,1.0,0.5,1.0
qwen3-4b-think,edge_count,0.2,clustering,100,53,0.47,,,134.0,1.0,0.3,1.0,0.64,1.0
qwen3-4b-think,edge_count,0.2,rwse,100,52,0.48,,,145.0,1.0,0.33,1.0,0.66,1.0
qwen3-4b-think,edge_count,0.2,components,100,66,0.34,,,122.0,1.0,0.22,1.0,0.75,1.0
qwen3-4b-think,edge_count,0.2,all,100,53,0.47,,,125.0,1.0,0.69,1.0,0.34,1.0
qwen3-4b-think,edge_count,0.35,none,100,8,0.92,,,129.0,0.98,0.29,1.0,0.25,1.0
qwen3-4b-think,edge_count,0.35,filler,100,23,0.77,,,109.0,0.99,0.22,1.0,0.4,1.0
qwen3-4b-think,edge_count,0.35,degree,100,41,0.59,,,97.0,0.98,0.67,1.0,0.35,1.0
qwen3-4b-think,edge_count,0.35,clustering,100,49,0.51,,,132.0,0.99,0.09,1.0,0.57,1.0
qwen3-4b-think,edge_count,0.35,rwse,100,9,0.91,,,127.0,1.0,0.16,1.0,0.36,1.0
qwen3-4b-think,edge_count,0.35,components,100,35,0.65,,,69.0,0.99,0.22,1.0,0.55,1.0
qwen3-4b-think,edge_count,0.35,all,100,37,0.63,,,99.0,1.0,0.71,1.0,0.17,1.0
qwen3-4b-think,edge_count,0.5,none,100,0,1.0,,,,0.89,0.18,1.0,0.04,1.0
qwen3-4b-think,edge_count,0.5,filler,100,1,0.99,,,129.0,1.0,0.02,1.0,0.04,1.0
qwen3-4b-think,edge_count,0.5,degree,100,40,0.6,,,121.5,0.99,0.6,1.0,0.32,1.0
qwen3-4b-think,edge_count,0.5,clustering,100,4,0.96,,,120.0,0.9,0.07,1.0,0.07,1.0
qwen3-4b-think,edge_count,0.5,rwse,100,1,0.99,,,140.0,0.99,0.09,0.97,0.01,1.0
qwen3-4b-think,edge_count,0.5,components,100,8,0.92,,,118.5,1.0,0.03,1.0,0.21,1.0
qwen3-4b-think,edge_count,0.5,all,100,37,0.63,,,91.0,1.0,0.7,1.0,0.16,1.0
