arm,task,density,condition,matched,delta_vs_filler,delta_vs_none
qwen3-1.7b-think,node_degree,0.85,filler,0,0.0,-0.101010101010101
qwen3-1.7b-think,node_degree,0.85,degree,1,0.5425531914893618,0.45161290322580644
qwen3-1.7b-think,node_degree,0.85,clustering,0,0.02999999999999997,-0.07070707070707072
qwen3-1.7b-think,node_degree,0.85,rwse,0,0.13131313131313127,0.030612244897959162
qwen3-1.7b-think,node_degree,0.85,components,0,0.20618556701030932,0.08333333333333337
qwen3-1.7b-think,node_degree,0.85,all,0,0.2626262626262626,0.163265306122449
qwen3-1.7b-think,connected_nodes,0.1,filler,0,0.0,0.010309278350515538
qwen3-1.7b-think,connected_nodes,0.1,degree,0,-0.020408163265306034,0.0
qwen3-1.7b-think,connected_nodes,0.1,clustering,0,0.0,0.01041666666666674
qwen3-1.7b-think,connected_nodes,0.1,rwse,0,0.02020202020202022,0.04123711340206193
qwen3-1.7b-think,connected_nodes,0.1,components,1,0.0,0.021052631578947434
qwen3-1.7b-think,connected_nodes,0.1,all,0,0.04040404040404044,0.05154639175257736
qwen3-1.7b-think,connected_nodes,0.2,filler,0,0.0,0.02020202020202022
qwen3-1.7b-think,connected_nodes,0.2,degree,0,-0.03125,-0.010309278350515538
qwen3-1.7b-think,connected_nodes,0.2,clustering,0,-0.02020202020202022,0.0
qwen3-1.7b-think,connected_nodes,0.2,rwse,0,-0.101010101010101,-0.07999999999999996
qwen3-1.7b-think,connected_nodes,0.2,components,1,-0.030612244897959107,-0.010101010101010055
qwen3-1.7b-think,connected_nodes,0.2,all,0,-0.020618556701030855,0.0
qwen3-1.7b-think,connected_nodes,0.35,filler,0,0.0,0.030612244897959218
qwen3-1.7b-think,connected_nodes,0.35,degree,0,0.09000000000000008,0.13265306122448983
qwen3-1.7b-think,connected_nodes,0.35,clustering,0,-0.05999999999999994,-0.030612244897959218
qwen3-1.7b-think,connected_nodes,0.35,rwse,0,0.0,0.030612244897959218
qwen3-1.7b-think,connected_nodes,0.35,components,1,-0.010000000000000009,0.020408163265306145
qwen3-1.7b-think,connected_nodes,0.35,all,0,0.06000000000000005,0.09183673469387754
qwen3-1.7b-think,connected_nodes,0.5,filler,0,0.0,0.020000000000000018
qwen3-1.7b-think,connected_nodes,0.5,degree,0,0.14141414141414144,0.1717171717171717
qwen3-1.7b-think,connected_nodes,0.5,clustering,0,0.06000000000000005,0.08000000000000007
qwen3-1.7b-think,connected_nodes,0.5,rwse,0,-0.020408163265306145,0.0
qwen3-1.7b-think,connected_nodes,0.5,components,1,0.06000000000000005,0.08000000000000007
qwen3-1.7b-think,connected_nodes,0.5,all,0,0.08080808080808077,0.101010101010101
qwen3-1.7b-think,edge_count,0.1,filler,0,0.0,0.04347826086956519
qwen3-1.7b-think,edge_count,0.1,degree,1,-0.375,-0.7
qwen3-1.7b-think,edge_count,0.1,clustering,0,-0.11764705882352944,-0.10526315789473684
qwen3-1.7b-think,edge_count,0.1,rwse,0,0.10526315789473684,-0.040000000000000036
qwen3-1.7b-think,edge_count,0.1,components,0,0.08333333333333337,0.0
qwen3-1.7b-think,edge_count,0.1,all,0,-0.5,-0.2222222222222222
qwen3-1.7b-think,edge_count,0.2,filler,0,0.0,0.0
qwen3-1.7b-think,edge_count,0.2,degree,1,0.0,-0.33333333333333337
qwen3-1.7b-think,edge_count,0.2,clustering,0,0.1428571428571428,0.0
