arm,task,density,condition,n,acc,acc_lo,acc_hi,f1,hit_cap_rate,parsed_rate,constant_gold,vs_none_delta,vs_none_fixed,vs_none_broke,vs_none_p,vs_none_lo,vs_none_hi,vs_filler_delta,vs_filler_fixed,vs_filler_broke,vs_filler_churn,vs_filler_p,vs_filler_lo,vs_filler_hi,vs_none_churn,vs_none_q,vs_filler_q
qwen3-1.7b,edge_existence,0.75,all,100,0.86,0.7786263961619276,0.914737342455351,0.86,0.0,1.0,0,0.08999999999999997,10,1,0.01171875,0.03,0.15,0.09999999999999998,11,1,12.0,0.00634765625,0.04,0.16,11.0,0.0546875,0.01666259765625
qwen3-1.7b,edge_existence,0.85,none,100,0.86,0.7786263961619276,0.914737342455351,0.86,0.0,1.0,0,0.0,0,0,,,,0.010000000000000009,1,0,1.0,1.0,0.0,0.03,,,1.0
qwen3-1.7b,edge_existence,0.85,filler,100,0.85,0.7671626666784216,0.906940968088377,0.85,0.0,1.0,0,-0.010000000000000009,0,1,1.0,-0.03,0.0,0.0,0,0,,,,,1.0,1.0,
qwen3-1.7b,edge_existence,0.85,degree,100,0.88,0.8018773199709163,0.9300066263473222,0.88,0.0,1.0,0,0.020000000000000018,3,1,0.625,-0.02,0.06,0.030000000000000027,4,1,5.0,0.375,-0.01,0.08,4.0,0.9051724137931034,0.5431034482758621
qwen3-1.7b,edge_existence,0.85,clustering,100,0.86,0.7786263961619276,0.914737342455351,0.86,0.0,1.0,0,0.0,0,0,1.0,0.0,0.0,0.010000000000000009,1,0,1.0,1.0,0.0,0.03,0.0,1.0,1.0
qwen3-1.7b,edge_existence,0.85,rwse,100,0.87,0.7901947810519012,0.9224290614158575,0.87,0.0,1.0,0,0.010000000000000009,2,1,1.0,-0.02,0.04,0.020000000000000018,2,0,2.0,0.5,0.0,0.05,3.0,1.0,0.6774193548387096
qwen3-1.7b,edge_existence,0.85,components,100,0.85,0.7671626666784216,0.906940968088377,0.85,0.0,1.0,0,-0.010000000000000009,0,1,1.0,-0.03,0.0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
qwen3-1.7b,edge_existence,0.85,all,100,0.89,0.8136853697209698,0.9374586804477487,0.89,0.0,1.0,0,0.030000000000000027,5,2,0.453125,-0.02,0.08,0.040000000000000036,5,1,6.0,0.21875,0.0,0.09,7.0,0.76125,0.3675
qwen3-1.7b,node_degree,0.1,none,100,0.91,0.8377362530335634,0.9519280048361151,0.91,0.0,1.0,0,0.0,0,0,,,,-0.04999999999999993,1,6,7.0,0.125,-0.1,0.0,,,0.3088235294117647
qwen3-1.7b,node_degree,0.1,filler,100,0.96,0.9016278276739262,0.984336949448152,0.96,0.0,1.0,0,0.04999999999999993,6,1,0.125,0.0,0.1,0.0,0,0,,,,,7.0,0.5574396306818182,
qwen3-1.7b,node_degree,0.1,degree,100,0.94,0.8752303146877748,0.9722142547333433,0.94,0.0,1.0,0,0.029999999999999916,5,2,0.453125,-0.02,0.08,-0.020000000000000018,0,2,2.0,0.5,-0.05,0.0,7.0,1.0,0.9130434782608695
qwen3-1.7b,node_degree,0.1,clustering,100,0.93,0.8625032899347025,0.965681175635936,0.93,0.0,1.0,0,0.020000000000000018,6,4,0.75390625,-0.04,0.08,-0.029999999999999916,1,4,5.0,0.375,-0.07,0.01,10.0,1.0,0.7159090909090909
qwen3-1.7b,node_degree,0.1,rwse,100,0.94,0.8752303146877748,0.9722142547333433,0.94,0.0,1.0,0,0.029999999999999916,6,3,0.5078125,-0.03,0.09,-0.020000000000000018,1,3,4.0,0.625,-0.06,0.01,9.0,1.0,0.984375
qwen3-1.7b,node_degree,0.1,components,100,0.92,0.8500173312059693,0.9589070305141891,0.92,0.0,1.0,0,0.010000000000000009,4,3,1.0,-0.04,0.06,-0.039999999999999925,0,4,4.0,0.125,-0.08,-0.01,7.0,1.0,0.3088235294117647
qwen3-1.7b,node_degree,0.1,all,100,0.97,0.915479219195973,0.9897456617765851,0.97,0.0,1.0,0,0.05999999999999994,9,3,0.14599609375,-0.01,0.13,0.010000000000000009,3,2,5.0,1.0,-0.03,0.06,12.0,0.5574396306818182,1.0
qwen3-1.7b,node_degree,0.2,none,100,0.8,0.7111690380734977,0.8666340774409013,0.8,0.0,1.0,0,0.0,0,0,,,,0.07000000000000006,11,4,15.0,0.11846923828125,0.0,0.15,,,0.3088235294117647
qwen3-1.7b,node_degree,0.2,filler,100,0.73,0.6356769977376873,0.8073053908233518,0.73,0.0,1.0,0,-0.07000000000000006,4,11,0.11846923828125,-0.15,0.01,0.0,0,0,,,,,15.0,0.5574396306818182,
qwen3-1.7b,node_degree,0.2,degree,100,0.9,0.8256326956323347,0.9447714583868639,0.9,0.0,1.0,0,0.09999999999999998,12,2,0.012939453125,0.03,0.17,0.17000000000000004,20,3,23.0,0.00048828125,0.09,0.26,14.0,0.11523275449289941,0.01837158203125
qwen3-1.7b,node_degree,0.2,clustering,100,0.82,0.7333246397578691,0.8829986834574896,0.82,0.0,1.0,0,0.019999999999999907,12,10,0.8318119049072266,-0.07,0.11,0.08999999999999997,20,11,31.0,0.14961278438568115,-0.02,0.2,22.0,1.0,0.34909649689992267
qwen3-1.7b,node_degree,0.2,rwse,100,0.84,0.7557955544110557,0.8990479765052628,0.84,0.0,1.0,0,0.039999999999999925,11,7,0.480682373046875,-0.04,0.12,0.10999999999999999,14,3,17.0,0.012725830078125,0.04,0.19,18.0,1.0,0.06681060791015625
qwen3-1.7b,node_degree,0.2,components,100,0.82,0.7333246397578691,0.8829986834574896,0.82,0.0,1.0,0,0.019999999999999907,7,5,0.7744140625,-0.05,0.09,0.08999999999999997,15,6,21.0,0.0783538818359375,0.0,0.18,12.0,1.0,0.2991693670099432
qwen3-1.7b,node_degree,0.2,all,100,0.9,0.8256326956323347,0.9447714583868639,0.9,0.0,1.0,0,0.09999999999999998,16,6,0.052478790283203125,0.019750000000000014,0.19,0.17000000000000004,21,4,25.0,0.0009105205535888672,0.08,0.26,22.0,0.3673515319824219,0.01837158203125
qwen3-1.7b,node_degree,0.35,none,100,0.41,0.31867157095664655,0.5079874943890338,0.41,0.0,1.0,0,0.0,0,0,,,,0.0,11,11,22.0,1.0,-0.09024999999999998,0.09,,,1.0
qwen3-1.7b,node_degree,0.35,filler,100,0.41,0.31867157095664655,0.5079874943890338,0.41,0.0,1.0,0,0.0,11,11,1.0,-0.1,0.09,0.0,0,0,,,,,22.0,1.0,
qwen3-1.7b,node_degree,0.35,degree,100,0.59,0.4920125056109662,0.6813284290433533,0.59,0.0,1.0,0,0.18,27,9,0.00393317302223295,0.06,0.29,0.18,27,9,36.0,0.00393317302223295,0.06,0.29,36.0,0.092926025390625,0.030975341796875
qwen3-1.7b,node_degree,0.35,clustering,100,0.47,0.3751065198210374,0.5671131686275227,0.47,0.0,1.0,0,0.06,21,15,0.40503224614076316,-0.06,0.18,0.06,18,12,30.0,0.361594608053565,-0.04024999999999999,0.16,36.0,0.9450752409951141,0.7159090909090909
qwen3-1.7b,node_degree,0.35,rwse,99,0.47474747474747475,0.37917288365218244,0.5722086584475127,0.47474747474747475,0.01,1.0,0,0.06060606060606061,20,14,0.39152830513194203,-0.06060606060606061,0.1717171717171717,0.07070707070707072,22,15,37.0,0.3240086000878364,-0.050505050505050504,0.1919191919191919,34.0,0.9450752409951141,0.6804180601844564
qwen3-1.7b,node_degree,0.35,components,100,0.44,0.34671865400968327,0.537720722887437,0.44,0.0,1.0,0,0.030000000000000027,13,10,0.6776394844055176,-0.06,0.12,0.030000000000000027,13,10,23.0,0.6776394844055176,-0.07,0.13,23.0,1.0,0.984375
qwen3-1.7b,node_degree,0.35,all,100,0.58,0.4820630799889527,0.672017750814887,0.58,0.0,1.0,0,0.16999999999999998,30,13,0.0137181850586785,0.05,0.29,0.16999999999999998,28,11,39.0,0.009475304279476404,0.05,0.28024999999999867,43.0,0.11523275449289941,0.056851825676858425
qwen3-1.7b,node_degree,0.5,none,100,0.3,0.21894753866228117,0.39585038432811953,0.3,0.0,1.0,0,0.0,0,0,,,,0.0,11,11,22.0,1.0,-0.09,0.09,,,1.0
qwen3-1.7b,node_degree,0.5,filler,100,0.3,0.21894753866228117,0.39585038432811953,0.3,0.0,1.0,0,0.0,11,11,1.0,-0.1,0.09,0.0,0,0,,,,,22.0,1.0,
qwen3-1.7b,node_degree,0.5,degree,100,0.29,0.21014706973984146,0.38539074940007934,0.29,0.0,1.0,0,-0.010000000000000009,13,14,1.0,-0.11,0.1,-0.010000000000000009,14,15,29.0,1.0,-0.11,0.09,27.0,1.0,1.0
qwen3-1.7b,node_degree,0.5,clustering,100,0.32,0.2366901081545688,0.4166280225367919,0.32,0.0,1.0,0,0.020000000000000018,14,12,0.8450189828872681,-0.08,0.12,0.020000000000000018,16,14,30.0,0.855535551905632,-0.08,0.12,26.0,1.0,1.0
qwen3-1.7b,node_degree,0.5,rwse,100,0.33,0.24562983793895452,0.4269483966028862,0.33,0.0,1.0,0,0.030000000000000027,16,13,0.711071103811264,-0.08,0.14,0.030000000000000027,16,13,29.0,0.711071103811264,-0.07,0.14,29.0,1.0,0.984375
qwen3-1.7b,node_degree,0.5,components,100,0.31,0.22779563206132378,0.40626239477955695,0.31,0.0,1.0,0,0.010000000000000009,12,11,1.0,-0.09,0.1,0.010000000000000009,11,10,21.0,1.0,-0.08,0.1,23.0,1.0,1.0
qwen3-1.7b,node_degree,0.5,all,100,0.38,0.2909744920013438,0.47790426179289663,0.38,0.0,1.0,0,0.08000000000000002,22,14,0.2429849540349096,-0.04,0.2,0.08000000000000002,22,14,36.0,0.2429849540349096,-0.04,0.2,36.0,0.7289548621047288,0.5371246352350634
qwen3-1.7b,node_degree,0.65,none,99,0.08080808080808081,0.041513905489623,0.15141969336531508,0.08080808080808081,0.01,1.0,0,0.0,0,0,,,,0.01010101010101011,6,5,11.0,1.0,-0.050505050505050504,0.0707070707070707,,,1.0
qwen3-1.7b,node_degree,0.65,filler,100,0.07,0.034318824364064096,0.13749671006529757,0.07,0.0,1.0,0,-0.01010101010101011,5,6,1.0,-0.07095959595959594,0.050505050505050504,0.0,0,0,,,,,11.0,1.0,
qwen3-1.7b,node_degree,0.65,degree,100,0.08,0.04109296948581091,0.14998266879403072,0.08,0.0,1.0,0,0.0,7,7,1.0,-0.07095959595959594,0.08080808080808081,0.009999999999999995,5,4,9.0,1.0,-0.05,0.07,14.0,1.0,1.0
qwen3-1.7b,node_degree,0.65,clustering,100,0.07,0.034318824364064096,0.13749671006529757,0.07,0.0,1.0,0,-0.01010101010101011,5,6,1.0,-0.0707070707070707,0.06060606060606061,0.0,5,5,10.0,1.0,-0.06,0.06,11.0,1.0,1.0
qwen3-1.7b,node_degree,0.65,rwse,100,0.07,0.034318824364064096,0.13749671006529757,0.07,0.0,1.0,0,-0.01010101010101011,4,5,1.0,-0.0707070707070707,0.050505050505050504,0.0,5,5,10.0,1.0,-0.06,0.06,9.0,1.0,1.0
qwen3-1.7b,node_degree,0.65,components,100,0.14,0.08526265754464905,0.22137360383807236,0.14,0.0,1.0,0,0.060606060606060594,9,3,0.14599609375,-0.010101010101010102,0.13131313131313133,0.07,11,4,15.0,0.11846923828125,-0.01,0.14,12.0,0.5574396306818182,0.3088235294117647
qwen3-1.7b,node_degree,0.65,all,100,0.15,0.09305903191162297,0.23283733332157835,0.15,0.0,1.0,0,0.0707070707070707,12,5,0.143463134765625,-0.010101010101010102,0.15151515151515152,0.07999999999999999,13,5,18.0,0.09625244140625,0.0,0.16,17.0,0.5574396306818182,0.3088235294117647
qwen3-1.7b,node_degree,0.75,none,100,0.16,0.10095202349473717,0.24420444558894414,0.16,0.0,1.0,0,0.0,0,0,,,,0.13,16,3,19.0,0.004425048828125,0.05,0.21,,,0.030975341796875
qwen3-1.7b,node_degree,0.75,filler,100,0.03,0.010254338223414816,0.08452078080402699,0.03,0.0,1.0,0,-0.13,3,16,0.004425048828125,-0.21,-0.05,0.0,0,0,,,,,19.0,0.092926025390625,
qwen3-1.7b,node_degree,0.75,degree,100,0.15,0.09305903191162297,0.23283733332157835,0.15,0.0,1.0,0,-0.010000000000000009,12,13,1.0,-0.1,0.09,0.12,14,2,16.0,0.004180908203125,0.05,0.2,25.0,1.0,0.030975341796875
qwen3-1.7b,node_degree,0.75,clustering,100,0.11,0.06254131955225126,0.18631463027903022,0.11,0.0,1.0,0,-0.05,8,13,0.38331031799316406,-0.14,0.04,0.08,11,3,14.0,0.057373046875,0.01,0.15,21.0,0.9450752409951141,0.240966796875
qwen3-1.7b,node_degree,0.75,rwse,100,0.05,0.02154336145631356,0.11175196527208817,0.05,0.0,1.0,0,-0.11,3,14,0.012725830078125,-0.19,-0.03,0.020000000000000004,5,3,8.0,0.7265625,-0.03,0.07,17.0,0.11523275449289941,0.984375
qwen3-1.7b,node_degree,0.75,components,100,0.12,0.06999337365267776,0.19812268002908368,0.12,0.0,1.0,0,-0.04000000000000001,4,8,0.3876953125,-0.11,0.03,0.09,11,2,13.0,0.0224609375,0.02,0.16,12.0,0.9450752409951141,0.10481770833333333
qwen3-1.7b,node_degree,0.75,all,100,0.17,0.10893476059773155,0.25548181233642975,0.17,0.0,1.0,0,0.010000000000000009,15,14,1.0,-0.1,0.11024999999999864,0.14,16,2,18.0,0.001312255859375,0.07,0.22,29.0,1.0,0.01837158203125
qwen3-1.7b,node_degree,0.85,none,100,0.05,0.02154336145631356,0.11175196527208817,0.05,0.0,1.0,0,0.0,0,0,,,,0.020000000000000004,5,3,8.0,0.7265625,-0.04,0.07024999999999865,,,0.984375
qwen3-1.7b,node_degree,0.85,filler,100,0.03,0.010254338223414816,0.08452078080402699,0.03,0.0,1.0,0,-0.020000000000000004,3,5,0.7265625,-0.08,0.03,0.0,0,0,,,,,8.0,1.0,
qwen3-1.7b,node_degree,0.85,degree,100,0.07,0.034318824364064096,0.13749671006529757,0.07,0.0,1.0,0,0.020000000000000004,7,5,0.7744140625,-0.05,0.09,0.04000000000000001,4,0,4.0,0.125,0.01,0.08,12.0,1.0,0.3088235294117647
qwen3-1.7b,node_degree,0.85,clustering,100,0.01,0.0017673865655472645,0.0544875247609346,0.01,0.0,1.0,0,-0.04,1,5,0.21875,-0.09,0.0,-0.019999999999999997,1,3,4.0,0.625,-0.06,0.02,6.0,0.7067307692307693,0.984375
qwen3-1.7b,node_degree,0.85,rwse,100,0.01,0.0017673865655472645,0.0544875247609346,0.01,0.0,1.0,0,-0.04,1,5,0.21875,-0.09,0.0,-0.019999999999999997,1,3,4.0,0.625,-0.06,0.02,6.0,0.7067307692307693,0.984375
qwen3-1.7b,node_degree,0.85,components,100,0.04,0.015663050551848016,0.09837217232607373,0.04,0.0,1.0,0,-0.010000000000000002,2,3,1.0,-0.06,0.03,0.010000000000000002,3,2,5.0,1.0,-0.03,0.06,5.0,1.0,1.0
qwen3-1.7b,node_degree,0.85,all,100,0.05,0.02154336145631356,0.11175196527208817,0.05,0.0,1.0,0,0.0,4,4,1.0,-0.05,0.05,0.020000000000000004,4,2,6.0,0.6875,-0.03,0.07,8.0,1.0,0.984375
qwen3-1.7b,connected_nodes,0.1,none,100,0.92,0.8500173312059693,0.9589070305141891,0.970008547008547,0.0,1.0,0,0.0,0,0,,,,0.0,7,7,14.0,1.0,-0.07024999999999999,0.07,,,1.0
qwen3-1.7b,connected_nodes,0.1,filler,100,0.92,0.8500173312059693,0.9589070305141891,0.9685363247863248,0.0,1.0,0,0.0,7,7,1.0,-0.07,0.07,0.0,0,0,,,,,14.0,1.0,
qwen3-1.7b,connected_nodes,0.1,degree,100,0.97,0.915479219195973,0.9897456617765851,0.978,0.0,1.0,0,0.04999999999999993,7,2,0.1796875,-0.01,0.11,0.04999999999999993,5,0,5.0,0.0625,0.01,0.1,9.0,0.71875,0.1179962891798753
qwen3-1.7b,connected_nodes,0.1,clustering,100,0.9,0.8256326956323347,0.9447714583868639,0.9604218559218558,0.0,1.0,0,-0.020000000000000018,6,8,0.79052734375,-0.09,0.06,-0.020000000000000018,4,6,10.0,0.75390625,-0.08,0.04,14.0,1.0,0.929296875
qwen3-1.7b,connected_nodes,0.1,rwse,100,0.98,0.9299868370580063,0.9944981477650318,0.9892307692307692,0.0,1.0,0,0.05999999999999994,7,1,0.0703125,0.01,0.12,0.05999999999999994,6,0,6.0,0.03125,0.02,0.11,8.0,0.421875,0.08333333333333333
qwen3-1.7b,connected_nodes,0.1,components,100,0.92,0.8500173312059693,0.9589070305141891,0.9776312021312021,0.0,1.0,0,0.0,3,3,1.0,-0.05,0.05,0.0,6,6,12.0,1.0,-0.07,0.07,6.0,1.0,1.0
qwen3-1.7b,connected_nodes,0.1,all,99,0.9090909090909091,0.8361842304768151,0.9514347875081247,0.9599705305587659,0.01,1.0,0,-0.02020202020202022,5,7,0.7744140625,-0.09090909090909091,0.050505050505050504,-0.02020202020202022,5,7,12.0,0.7744140625,-0.09090909090909091,0.050505050505050504,12.0,1.0,0.929296875
qwen3-1.7b,connected_nodes,0.2,none,100,0.91,0.8377362530335634,0.9519280048361151,0.9869608169608171,0.0,1.0,0,0.0,0,0,,,,0.050000000000000044,8,3,11.0,0.2265625,-0.01,0.12,,,0.33984375
qwen3-1.7b,connected_nodes,0.2,filler,100,0.86,0.7786263961619276,0.914737342455351,0.9820239950108371,0.0,1.0,0,-0.050000000000000044,3,8,0.2265625,-0.11,0.01,0.0,0,0,,,,,11.0,0.7767857142857143,
qwen3-1.7b,connected_nodes,0.2,degree,100,0.92,0.8500173312059693,0.9589070305141891,0.9925871311500601,0.0,1.0,0,0.010000000000000009,6,5,1.0,-0.05,0.07,0.06000000000000005,9,3,12.0,0.14599609375,0.0,0.13,11.0,1.0,0.23359375
qwen3-1.7b,connected_nodes,0.2,clustering,100,0.9,0.8256326956323347,0.9447714583868639,0.9896671949481547,0.0,1.0,0,-0.010000000000000009,6,7,1.0,-0.08,0.06,0.040000000000000036,9,5,14.0,0.4239501953125,-0.03,0.11,13.0,1.0,0.5652669270833334
qwen3-1.7b,connected_nodes,0.2,rwse,100,0.86,0.7786263961619276,0.914737342455351,0.9852874175875723,0.0,1.0,0,-0.050000000000000044,4,9,0.266845703125,-0.12,0.02,0.0,5,5,10.0,1.0,-0.06,0.06,13.0,0.800537109375,1.0
qwen3-1.7b,connected_nodes,0.2,components,100,0.9,0.8256326956323347,0.9447714583868639,0.9823744229626583,0.0,1.0,0,-0.010000000000000009,3,4,1.0,-0.06,0.04,0.040000000000000036,8,4,12.0,0.3876953125,-0.03,0.11,7.0,1.0,0.5473345588235294
qwen3-1.7b,connected_nodes,0.2,all,100,0.84,0.7557955544110557,0.8990479765052628,0.9779183750695395,0.0,1.0,0,-0.07000000000000006,6,13,0.1670684814453125,-0.15,0.01,-0.020000000000000018,9,11,20.0,0.8238029479980469,-0.11,0.06,19.0,0.71875,0.9414890834263393
qwen3-1.7b,connected_nodes,0.35,none,100,0.59,0.4920125056109662,0.6813284290433533,0.9685655134586325,0.0,1.0,0,0.0,0,0,,,,0.09999999999999998,16,6,22.0,0.052478790283203125,0.01,0.19,,,0.11449917879971591
qwen3-1.7b,connected_nodes,0.35,filler,100,0.49,0.3942183009238615,0.5865215952256586,0.9574937567185303,0.0,1.0,0,-0.09999999999999998,6,16,0.052478790283203125,-0.2,-0.01,0.0,0,0,,,,,22.0,0.421875,
qwen3-1.7b,connected_nodes,0.35,degree,100,0.64,0.542352199811621,0.7272892540950986,0.9781835803842975,0.0,1.0,0,0.050000000000000044,16,11,0.44206833839416504,-0.05,0.15,0.15000000000000002,20,5,25.0,0.004077315330505371,0.06,0.24,27.0,1.0,0.024463891983032227
qwen3-1.7b,connected_nodes,0.35,clustering,100,0.63,0.5322034757513312,0.7181778743049083,0.9745576072009761,0.0,1.0,0,0.040000000000000036,15,11,0.557197093963623,-0.06,0.14,0.14,16,2,18.0,0.001312255859375,0.07,0.22,26.0,1.0,0.0157470703125
qwen3-1.7b,connected_nodes,0.35,rwse,100,0.61,0.5120283616749817,0.699832780680298,0.9561281049370934,0.0,1.0,0,0.020000000000000018,15,13,0.8505540192127228,-0.08,0.12,0.12,18,6,24.0,0.022655844688415527,0.03,0.22,28.0,1.0,0.06796753406524658
qwen3-1.7b,connected_nodes,0.35,components,100,0.64,0.542352199811621,0.7272892540950986,0.9678418913997237,0.0,1.0,0,0.050000000000000044,14,9,0.4048728942871094,-0.04,0.15,0.15000000000000002,20,5,25.0,0.004077315330505371,0.05,0.24,23.0,1.0,0.024463891983032227
qwen3-1.7b,connected_nodes,0.35,all,100,0.74,0.6462882736813838,0.8159542187301354,0.9608860368337655,0.0,1.0,0,0.15000000000000002,21,6,0.005924612283706665,0.05,0.25,0.25,27,2,29.0,1.6242265701293945e-06,0.15,0.34024999999999866,27.0,0.14219069480895996,3.898143768310547e-05
qwen3-1.7b,connected_nodes,0.5,none,100,0.48,0.38464384320080547,0.5768359490982345,0.9627404564214893,0.0,1.0,0,0.0,0,0,,,,0.09999999999999998,17,7,24.0,0.06391465663909912,0.01,0.2,,,0.1179962891798753
qwen3-1.7b,connected_nodes,0.5,filler,100,0.38,0.2909744920013438,0.47790426179289663,0.9416478924544179,0.0,1.0,0,-0.09999999999999998,7,17,0.06391465663909912,-0.19,-0.01,0.0,0,0,,,,,24.0,0.421875,
qwen3-1.7b,connected_nodes,0.5,degree,100,0.51,0.4134784047743415,0.6057816990761385,0.9689248738944509,0.0,1.0,0,0.030000000000000027,13,10,0.6776394844055176,-0.06,0.12,0.13,20,7,27.0,0.0191572904586792,0.03,0.23,23.0,1.0,0.06796753406524658
qwen3-1.7b,connected_nodes,0.5,clustering,100,0.52,0.4231640509017654,0.6153561567991945,0.9650133920890278,0.0,1.0,0,0.040000000000000036,14,10,0.5412561893463135,-0.06,0.13,0.14,19,5,24.0,0.006610751152038574,0.05,0.23,24.0,1.0,0.031731605529785156
qwen3-1.7b,connected_nodes,0.5,rwse,100,0.49,0.3942183009238615,0.5865215952256586,0.9502976744442252,0.0,1.0,0,0.010000000000000009,15,14,1.0,-0.1,0.11,0.10999999999999999,19,8,27.0,0.052238985896110535,0.01,0.21,29.0,1.0,0.11449917879971591
qwen3-1.7b,connected_nodes,0.5,components,100,0.47,0.3751065198210374,0.5671131686275227,0.9586939401051923,0.0,1.0,0,-0.010000000000000009,9,10,1.0,-0.09,0.07,0.08999999999999997,18,9,27.0,0.12207812070846558,0.0,0.19,19.0,1.0,0.20927677835736955
qwen3-1.7b,connected_nodes,0.5,all,100,0.5,0.40382982859014716,0.5961701714098528,0.9613245743607568,0.0,1.0,0,0.020000000000000018,18,16,0.8641662404406816,-0.1,0.13,0.12,18,6,24.0,0.022655844688415527,0.03,0.22,34.0,1.0,0.06796753406524658
qwen3-1.7b,edge_count,0.1,none,69,0.043478260869565216,0.014895633850267168,0.1202139738464336,0.043478260869565216,0.31,1.0,0,0.0,0,0,,,,0.03333333333333333,2,0,2.0,0.5,0.0,0.08333333333333333,,,1.0
qwen3-1.7b,edge_count,0.1,filler,85,0.0,0.0,0.04324100421424198,0.0,0.15,1.0,0,-0.03333333333333333,0,2,0.5,-0.08333333333333333,0.0,0.0,0,0,,,,,2.0,1.0,
qwen3-1.7b,edge_count,0.1,degree,90,0.06666666666666667,0.030909506550389258,0.1379026194150674,0.06666666666666667,0.1,1.0,0,0.06451612903225806,5,1,0.21875,0.0,0.14516129032258066,0.07894736842105263,6,0,6.0,0.03125,0.02631578947368421,0.14473684210526316,6.0,1.0,0.75
qwen3-1.7b,edge_count,0.1,clustering,90,0.0,0.0,0.04093706842168078,0.0,0.1,1.0,0,-0.03225806451612903,0,2,0.5,-0.08064516129032258,0.0,0.0,0,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
qwen3-1.7b,edge_count,0.1,rwse,90,0.0,0.0,0.04093706842168078,0.0,0.1,1.0,0,-0.031746031746031744,0,2,0.5,-0.07936507936507936,0.0,0.0,0,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
qwen3-1.7b,edge_count,0.1,components,80,0.0,-3.469446951953614e-18,0.0458197362645751,0.0,0.2,1.0,0,-0.03571428571428571,0,2,0.5,-0.08928571428571429,0.0,0.0,0,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
qwen3-1.7b,edge_count,0.1,all,74,0.0,0.0,0.049351503566216516,0.0,0.26,1.0,0,-0.019230769230769232,0,1,1.0,-0.057692307692307696,0.0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
qwen3-1.7b,edge_count,0.2,none,91,0.02197802197802198,0.006047879307120856,0.07663313830540361,0.02197802197802198,0.09,1.0,0,0.0,0,0,,,,-0.01219512195121951,1,2,3.0,1.0,-0.04908536585365852,0.024390243902439025,,,1.0
qwen3-1.7b,edge_count,0.2,filler,91,0.03296703296703297,0.01127420246334579,0.09249460784774133,0.03296703296703297,0.09,1.0,0,0.01219512195121951,2,1,1.0,-0.024390243902439025,0.06097560975609756,0.0,0,0,,,,,3.0,1.0,
qwen3-1.7b,edge_count,0.2,degree,94,0.031914893617021274,0.01091242972824407,0.0896746416197306,0.031914893617021274,0.06,1.0,0,0.011627906976744186,3,2,1.0,-0.046511627906976744,0.05813953488372093,0.0,2,2,4.0,1.0,-0.047058823529411764,0.047058823529411764,5.0,1.0,1.0
qwen3-1.7b,edge_count,0.2,clustering,97,0.030927835051546393,0.010573153364052894,0.08702149011641547,0.030927835051546393,0.03,1.0,0,0.011235955056179775,3,2,1.0,-0.033707865168539325,0.056179775280898875,-0.01136363636363636,0,1,1.0,1.0,-0.03409090909090909,0.0,5.0,1.0,1.0
qwen3-1.7b,edge_count,0.2,rwse,91,0.02197802197802198,0.006047879307120856,0.07663313830540361,0.02197802197802198,0.09,1.0,0,0.0,2,2,1.0,-0.047619047619047616,0.047619047619047616,-0.011904761904761904,1,2,3.0,1.0,-0.047619047619047616,0.023809523809523808,4.0,1.0,1.0
qwen3-1.7b,edge_count,0.2,components,80,0.0125,0.002209918618306224,0.06746432423965451,0.0125,0.2,1.0,0,-0.0136986301369863,1,2,1.0,-0.0684931506849315,0.0273972602739726,-0.013513513513513514,1,2,3.0,1.0,-0.05405405405405406,0.02702702702702703,3.0,1.0,1.0
qwen3-1.7b,edge_count,0.2,all,91,0.01098901098901099,0.0019424213233478899,0.05965080359061392,0.01098901098901099,0.09,1.0,0,-0.012048192771084338,1,2,1.0,-0.04819277108433735,0.024096385542168676,-0.024390243902439022,1,3,4.0,0.625,-0.07317073170731707,0.024390243902439025,3.0,1.0,1.0
qwen3-1.7b,edge_count,0.35,none,50,0.0,0.0,0.07135003417431873,0.0,0.5,1.0,0,0.0,0,0,,,,0.0,0,0,0.0,1.0,0.0,0.0,,,1.0
qwen3-1.7b,edge_count,0.35,filler,60,0.0,-6.938893903907228e-18,0.06017393047793289,0.0,0.4,1.0,0,0.0,0,0,1.0,0.0,0.0,0.0,0,0,,,,,0.0,1.0,
qwen3-1.7b,edge_count,0.35,degree,98,0.01020408163265306,0.0018035013277367812,0.055556163092303754,0.01020408163265306,0.02,1.0,0,0.0,0,0,1.0,0.0,0.0,0.017241379310344827,1,0,1.0,1.0,0.0,0.05172413793103448,0.0,1.0,1.0
qwen3-1.7b,edge_count,0.35,clustering,74,0.0,0.0,0.049351503566216516,0.0,0.26,1.0,0,0.0,0,0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
qwen3-1.7b,edge_count,0.35,rwse,79,0.0,-3.469446951953614e-18,0.04637283683559951,0.0,0.21,1.0,0,0.0,0,0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
