arm,task,cond,n_pairs,n_all,d_drop,p_drop,d_zero,p_zero,q_drop,q_zero,sig_drop,sig_zero,bh_flip,delta_shift
qwen3-1.7b,connected_nodes,filler,400,400,-6.25,0.004065116124638666,-6.25,0.004065116124638666,0.024390696747831998,0.024390696747831998,True,True,False,0.0
qwen3-1.7b,connected_nodes,all,399,400,2.0050125313283207,0.4657074457730625,2.0000000000000018,0.4657074457730625,0.7877061896700436,0.7877061896700436,False,False,False,0.005012531328318914
qwen3-1.7b,edge_count,components,211,400,-1.4218009478672986,0.375,-1.0,0.21875,0.75,0.65625,False,False,False,0.4218009478672986
qwen3-1.7b,edge_count,clustering,238,400,-0.42016806722689065,1.0,-0.5000000000000001,0.7265625,1.0,0.7265625,False,False,False,0.07983193277310946
qwen3-1.7b,edge_count,rwse,239,400,-0.8368200836820083,0.6875,-0.7500000000000001,0.453125,1.0,0.7265625,False,False,False,0.08682008368200822
qwen3-1.7b,edge_count,degree,253,400,3.9525691699604746,0.021270751953125,3.0000000000000004,0.01690053939819336,0.12762451171875,0.10140323638916016,False,False,False,0.9525691699604741
qwen3-1.7b,edge_count,filler,224,400,-0.4464285714285714,1.0,-0.5000000000000001,0.6875,1.0,0.7265625,False,False,False,0.053571428571428714
qwen3-1.7b,edge_count,all,211,400,2.3696682464454977,0.2265625,0.75,0.5810546875,0.6796875,0.7265625,False,False,False,1.6196682464454977
qwen3-4b,node_count,components,400,400,9.000000000000007,2.837623469531536e-10,9.000000000000007,2.837623469531536e-10,5.675246939063072e-10,5.675246939063072e-10,True,True,False,0.0
qwen3-4b,node_count,clustering,400,400,8.750000000000002,1.0479197953827679e-08,8.750000000000002,1.0479197953827679e-08,1.2575037544593215e-08,1.2575037544593215e-08,True,True,False,0.0
qwen3-4b,node_count,rwse,400,400,9.250000000000004,7.839844329282641e-10,9.250000000000004,7.839844329282641e-10,1.1759766493923962e-09,1.1759766493923962e-09,True,True,False,0.0
qwen3-4b,node_count,degree,400,400,8.000000000000007,4.4337048166198656e-07,8.000000000000007,4.4337048166198656e-07,4.4337048166198656e-07,4.4337048166198656e-07,True,True,False,0.0
qwen3-4b,node_count,filler,400,400,9.250000000000004,1.4551915228366852e-11,9.250000000000004,1.4551915228366852e-11,4.3655745685100555e-11,4.3655745685100555e-11,True,True,False,0.0
qwen3-4b,node_count,all,400,400,9.750000000000004,3.637978807091713e-12,9.750000000000004,3.637978807091713e-12,2.1827872842550278e-11,2.1827872842550278e-11,True,True,False,0.0
qwen3-4b,cycle_check,components,391,400,-1.2787723785166238,0.125,-2.0000000000000018,0.076812744140625,0.375,0.230438232421875,False,False,False,0.7212276214833779
qwen3-4b,cycle_check,clustering,395,400,0.25316455696202667,1.0,0.5000000000000004,0.6875,1.0,1.0,False,False,False,0.24683544303797378
