arm,design,task,condition,control,n,control_acc,condition_acc,delta_pp,b_helped_to_hurt,c_hurt_to_helped,p_value,density,none_acc,mid_range,contaminated,bh_significant,bh_global
qwen3-1.7b-think,lo,edge_existence,degree,filler,100,1.0,0.97,-3.0,3,0,0.25,0.35,0.97,False,True,False,False
qwen3-1.7b-think,lo,edge_existence,degree,filler,99,0.9899,0.9899,0.0,1,1,1.0,0.5,1.0,False,True,False,False
qwen3-1.7b-think,lo,edge_existence,all,filler,100,0.97,0.96,-1.0,3,2,1.0,0.1,1.0,False,True,False,False
qwen3-1.7b-think,lo,edge_existence,all,filler,100,0.98,0.96,-2.0,4,2,0.6875,0.2,1.0,False,True,False,False
qwen3-1.7b-think,lo,edge_existence,all,filler,100,1.0,0.97,-3.0,3,0,0.25,0.35,0.97,False,True,False,False
qwen3-1.7b-think,lo,edge_existence,all,filler,100,0.99,1.0,1.0,0,1,1.0,0.5,1.0,False,True,False,False
qwen3-1.7b-think,lo,node_count,components,filler,96,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,components,filler,94,1.0,0.9894,-1.06,1,0,1.0,0.2,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,components,filler,95,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,components,filler,86,1.0,1.0,0.0,0,0,1.0,0.5,0.9451,False,False,False,False
qwen3-1.7b-think,lo,node_count,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,0.9451,False,False,False,False
qwen3-1.7b-think,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-1.7b-think,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,0.9451,False,False,False,False
qwen3-1.7b-think,lo,node_count,degree,filler,99,1.0,0.9899,-1.01,1,0,1.0,0.1,1.0,False,True,False,False
qwen3-1.7b-think,lo,node_count,degree,filler,99,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,True,False,False
qwen3-1.7b-think,lo,node_count,degree,filler,95,1.0,0.9789,-2.11,2,0,0.5,0.35,1.0,False,True,False,False
qwen3-1.7b-think,lo,node_count,degree,filler,96,1.0,1.0,0.0,0,0,1.0,0.5,0.9451,False,True,False,False
qwen3-1.7b-think,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,True,False,False
qwen3-1.7b-think,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,True,False,False
qwen3-1.7b-think,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-1.7b-think,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,0.9451,False,True,False,False
qwen3-1.7b-think,lo,node_degree,components,filler,98,0.9796,0.9388,-4.08,6,2,0.2890625,0.1,0.9278,False,False,False,False
qwen3-1.7b-think,lo,node_degree,components,filler,100,0.85,0.89,4.0,7,11,0.480682373046875,0.2,0.9596,False,False,False,False
qwen3-1.7b-think,lo,node_degree,components,filler,100,0.56,0.62,6.0,9,15,0.30745625495910645,0.35,0.6,True,False,False,False
qwen3-1.7b-think,lo,node_degree,components,filler,100,0.55,0.58,3.0,9,12,0.6636238098144531,0.5,0.6,True,False,False,False
qwen3-1.7b-think,lo,node_degree,clustering,filler,98,0.9796,0.949,-3.06,4,1,0.375,0.1,0.9278,False,False,False,False
qwen3-1.7b-think,lo,node_degree,clustering,filler,100,0.85,0.97,12.0,0,12,0.00048828125,0.2,0.9596,False,False,True,True
qwen3-1.7b-think,lo,node_degree,clustering,filler,100,0.56,0.61,5.0,8,13,0.38331031799316406,0.35,0.6,True,False,False,False
qwen3-1.7b-think,lo,node_degree,clustering,filler,100,0.55,0.59,4.0,11,15,0.557197093963623,0.5,0.6,True,False,False,False
qwen3-1.7b-think,lo,node_degree,rwse,filler,99,0.9798,0.9596,-2.02,3,1,0.625,0.1,0.9278,False,False,False,False
qwen3-1.7b-think,lo,node_degree,rwse,filler,98,0.8469,0.9286,8.16,3,11,0.057373046875,0.2,0.9596,False,False,False,False
qwen3-1.7b-think,lo,node_degree,rwse,filler,100,0.56,0.65,9.0,8,17,0.10775214433670044,0.35,0.6,True,False,False,False
qwen3-1.7b-think,lo,node_degree,rwse,filler,99,0.5556,0.6364,8.08,7,15,0.13380050659179688,0.5,0.6,True,False,False,False
qwen3-1.7b-think,lo,node_degree,degree,filler,99,0.9798,0.9798,0.0,1,1,1.0,0.1,0.9278,False,True,False,False
qwen3-1.7b-think,lo,node_degree,degree,filler,98,0.8469,0.9388,9.18,3,12,0.03515625,0.2,0.9596,False,True,False,False
qwen3-1.7b-think,lo,node_degree,degree,filler,92,0.5652,0.837,27.17,4,29,1.0928604751825333e-05,0.35,0.6,True,True,True,True
qwen3-1.7b-think,lo,node_degree,degree,filler,89,0.5843,0.8202,23.6,6,27,0.0003240634687244892,0.5,0.6,True,True,True,True
qwen3-1.7b-think,lo,node_degree,all,filler,99,0.9798,0.9798,0.0,1,1,1.0,0.1,0.9278,False,True,False,False
qwen3-1.7b-think,lo,node_degree,all,filler,99,0.8586,0.9697,11.11,2,13,0.00738525390625,0.2,0.9596,False,True,True,True
qwen3-1.7b-think,lo,node_degree,all,filler,100,0.56,0.82,26.0,5,31,1.2913485988974571e-05,0.35,0.6,True,True,True,True
qwen3-1.7b-think,lo,node_degree,all,filler,100,0.55,0.78,23.0,5,28,6.618769839406013e-05,0.5,0.6,True,True,True,True
qwen3-1.7b-think,hi,edge_existence,components,filler,100,0.99,0.99,0.0,0,0,1.0,0.65,0.99,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,components,filler,100,0.99,0.98,-1.0,1,0,1.0,0.75,0.98,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,components,filler,100,0.97,1.0,3.0,0,3,0.25,0.85,1.0,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,clustering,filler,100,0.99,0.99,0.0,1,1,1.0,0.65,0.99,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,clustering,filler,100,0.99,1.0,1.0,0,1,1.0,0.75,0.98,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,clustering,filler,100,0.97,0.97,0.0,2,2,1.0,0.85,1.0,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,rwse,filler,100,0.99,1.0,1.0,0,1,1.0,0.65,0.99,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,rwse,filler,100,0.99,0.99,0.0,1,1,1.0,0.75,0.98,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,rwse,filler,100,0.97,0.99,2.0,0,2,0.5,0.85,1.0,False,False,False,False
qwen3-1.7b-think,hi,edge_existence,degree,filler,100,0.99,1.0,1.0,0,1,1.0,0.65,0.99,False,True,False,False
qwen3-1.7b-think,hi,edge_existence,degree,filler,100,0.99,0.98,-1.0,2,1,1.0,0.75,0.98,False,True,False,False
qwen3-1.7b-think,hi,edge_existence,degree,filler,100,0.97,0.97,0.0,1,1,1.0,0.85,1.0,False,True,False,False
qwen3-1.7b-think,hi,edge_existence,all,filler,100,0.99,0.97,-2.0,3,1,0.625,0.65,0.99,False,True,False,False
qwen3-1.7b-think,hi,edge_existence,all,filler,100,0.99,0.99,0.0,1,1,1.0,0.75,0.98,False,True,False,False
qwen3-1.7b-think,hi,edge_existence,all,filler,100,0.97,0.99,2.0,1,3,0.625,0.85,1.0,False,True,False,False
qwen3-1.7b-think,hi,node_degree,components,filler,98,0.3469,0.4592,11.22,12,23,0.0895310789346695,0.65,0.52,True,False,False,False
qwen3-1.7b-think,hi,node_degree,components,filler,97,0.3711,0.3918,2.06,14,16,0.855535551905632,0.75,0.4839,True,False,False,False
qwen3-1.7b-think,hi,node_degree,components,filler,97,0.3196,0.5258,20.62,8,28,0.0011932429624721408,0.85,0.4286,True,False,True,True
qwen3-1.7b-think,hi,node_degree,clustering,filler,99,0.3535,0.3939,4.04,18,22,0.6358280026288412,0.65,0.52,True,False,False,False
qwen3-1.7b-think,hi,node_degree,clustering,filler,98,0.3673,0.3878,2.04,10,12,0.8318119049072266,0.75,0.4839,True,False,False,False
qwen3-1.7b-think,hi,node_degree,clustering,filler,100,0.32,0.35,3.0,12,15,0.7011080384254456,0.85,0.4286,True,False,False,False
qwen3-1.7b-think,hi,node_degree,rwse,filler,99,0.3535,0.4343,8.08,13,21,0.22948101302608848,0.65,0.52,True,False,False,False
qwen3-1.7b-think,hi,node_degree,rwse,filler,99,0.3636,0.3939,3.03,14,17,0.720100131817162,0.75,0.4839,True,False,False,False
qwen3-1.7b-think,hi,node_degree,rwse,filler,99,0.3131,0.4444,13.13,5,18,0.010622024536132812,0.85,0.4286,True,False,True,False
qwen3-1.7b-think,hi,node_degree,degree,filler,86,0.3721,0.7791,40.7,7,42,3.6245783263666453e-07,0.65,0.52,True,True,True,True
qwen3-1.7b-think,hi,node_degree,degree,filler,87,0.4023,0.7586,35.63,2,33,3.6729034036397934e-08,0.75,0.4839,True,True,True,True
qwen3-1.7b-think,hi,node_degree,degree,filler,94,0.3298,0.8723,54.26,4,55,1.6979681549678105e-12,0.85,0.4286,True,True,True,True
qwen3-1.7b-think,hi,node_degree,all,filler,99,0.3535,0.8182,46.46,4,50,3.8029690507812575e-11,0.65,0.52,True,True,True,True
qwen3-1.7b-think,hi,node_degree,all,filler,95,0.3684,0.7053,33.68,6,38,9.430375484953402e-07,0.75,0.4839,True,True,True,True
qwen3-1.7b-think,hi,node_degree,all,filler,99,0.3232,0.5859,26.26,12,38,0.00030586400160359517,0.85,0.4286,True,True,True,True
qwen3-4b,lo,connected_nodes,components,filler,100,0.72,1.0,28.0,0,28,7.450580596923828e-09,0.1,0.93,False,False,True,True
qwen3-4b,lo,connected_nodes,components,filler,100,0.74,0.99,25.0,1,26,4.172325134277344e-07,0.2,0.88,True,False,True,True
qwen3-4b,lo,connected_nodes,components,filler,100,0.78,0.94,16.0,2,18,0.0004024505615234375,0.35,0.84,True,False,True,True
qwen3-4b,lo,connected_nodes,components,filler,100,0.7,0.88,18.0,6,24,0.001430906355381012,0.5,0.79,True,False,True,True
qwen3-4b,lo,connected_nodes,clustering,filler,100,0.72,0.85,13.0,4,17,0.007197380065917969,0.1,0.93,False,False,True,True
qwen3-4b,lo,connected_nodes,clustering,filler,100,0.74,0.97,23.0,2,25,5.647540092468262e-06,0.2,0.88,True,False,True,True
qwen3-4b,lo,connected_nodes,clustering,filler,100,0.78,0.89,11.0,5,16,0.02660369873046875,0.35,0.84,True,False,True,False
qwen3-4b,lo,connected_nodes,clustering,filler,100,0.7,0.77,7.0,10,17,0.24778856337070465,0.5,0.79,True,False,False,False
qwen3-4b,lo,connected_nodes,rwse,filler,100,0.72,0.83,11.0,3,14,0.012725830078125,0.1,0.93,False,False,True,False
qwen3-4b,lo,connected_nodes,rwse,filler,100,0.74,0.83,9.0,5,14,0.063568115234375,0.2,0.88,True,False,False,False
qwen3-4b,lo,connected_nodes,rwse,filler,100,0.78,0.89,11.0,3,14,0.012725830078125,0.35,0.84,True,False,True,False
qwen3-4b,lo,connected_nodes,rwse,filler,100,0.7,0.89,19.0,4,23,0.000310748815536499,0.5,0.79,True,False,True,True
qwen3-4b,lo,connected_nodes,degree,filler,100,0.72,0.86,14.0,6,20,0.009355306625366211,0.1,0.93,False,True,True,False
qwen3-4b,lo,connected_nodes,degree,filler,100,0.74,0.9,16.0,4,20,0.001543879508972168,0.2,0.88,True,True,True,True
qwen3-4b,lo,connected_nodes,degree,filler,100,0.78,0.8,2.0,12,14,0.8450189828872681,0.35,0.84,True,True,False,False
qwen3-4b,lo,connected_nodes,degree,filler,100,0.7,0.76,6.0,11,17,0.34492845088243484,0.5,0.79,True,True,False,False
qwen3-4b,lo,connected_nodes,all,filler,100,0.72,0.82,10.0,9,19,0.08715855330228806,0.1,0.93,False,True,False,False
qwen3-4b,lo,connected_nodes,all,filler,100,0.74,0.88,14.0,4,18,0.004343509674072266,0.2,0.88,True,True,True,True
qwen3-4b,lo,connected_nodes,all,filler,100,0.78,0.87,9.0,4,13,0.049041748046875,0.35,0.84,True,True,False,False
qwen3-4b,lo,connected_nodes,all,filler,100,0.7,0.76,6.0,11,17,0.34492845088243484,0.5,0.79,True,True,False,False
qwen3-4b,lo,cycle_check,components,filler,93,0.9892,0.9677,-2.15,3,1,0.625,0.1,0.9898,False,False,False,False
qwen3-4b,lo,cycle_check,components,filler,97,1.0,0.9897,-1.03,1,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,components,filler,99,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,components,filler,100,1.0,0.98,-2.0,2,0,0.5,0.5,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,clustering,filler,94,0.9894,1.0,1.06,0,1,1.0,0.1,0.9898,False,False,False,False
qwen3-4b,lo,cycle_check,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,clustering,filler,99,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,rwse,filler,93,0.9892,1.0,1.08,0,1,1.0,0.1,0.9898,False,False,False,False
qwen3-4b,lo,cycle_check,rwse,filler,99,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,rwse,filler,99,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b,lo,cycle_check,degree,filler,93,0.9892,1.0,1.08,0,1,1.0,0.1,0.9898,False,True,False,False
qwen3-4b,lo,cycle_check,degree,filler,100,1.0,0.99,-1.0,1,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b,lo,cycle_check,degree,filler,97,1.0,0.9691,-3.09,3,0,0.25,0.35,1.0,False,True,False,False
qwen3-4b,lo,cycle_check,degree,filler,99,1.0,0.9798,-2.02,2,0,0.5,0.5,1.0,False,True,False,False
qwen3-4b,lo,cycle_check,all,filler,94,0.9894,1.0,1.06,0,1,1.0,0.1,0.9898,False,True,False,False
qwen3-4b,lo,cycle_check,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b,lo,cycle_check,all,filler,99,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b,lo,cycle_check,all,filler,100,1.0,0.97,-3.0,3,0,0.25,0.5,1.0,False,True,False,False
qwen3-4b,lo,edge_count,components,filler,100,0.1,0.0,-10.0,10,0,0.001953125,0.1,0.05,False,False,True,True
qwen3-4b,lo,edge_count,components,filler,100,0.02,0.01,-1.0,2,1,1.0,0.2,0.02,False,False,False,False
qwen3-4b,lo,edge_count,components,filler,99,0.0101,0.0202,1.01,1,2,1.0,0.35,0.0101,False,False,False,False
qwen3-4b,lo,edge_count,components,filler,98,0.0,0.0,0.0,0,0,1.0,0.5,0.0,False,False,False,False
qwen3-4b,lo,edge_count,clustering,filler,99,0.101,0.0,-10.1,10,0,0.001953125,0.1,0.05,False,False,True,True
qwen3-4b,lo,edge_count,clustering,filler,100,0.02,0.01,-1.0,2,1,1.0,0.2,0.02,False,False,False,False
qwen3-4b,lo,edge_count,clustering,filler,100,0.01,0.02,1.0,1,2,1.0,0.35,0.0101,False,False,False,False
qwen3-4b,lo,edge_count,clustering,filler,100,0.0,0.0,0.0,0,0,1.0,0.5,0.0,False,False,False,False
qwen3-4b,lo,edge_count,rwse,filler,98,0.102,0.0102,-9.18,10,1,0.01171875,0.1,0.05,False,False,True,False
qwen3-4b,lo,edge_count,rwse,filler,100,0.02,0.01,-1.0,2,1,1.0,0.2,0.02,False,False,False,False
qwen3-4b,lo,edge_count,rwse,filler,100,0.01,0.0,-1.0,1,0,1.0,0.35,0.0101,False,False,False,False
qwen3-4b,lo,edge_count,rwse,filler,100,0.0,0.0,0.0,0,0,1.0,0.5,0.0,False,False,False,False
qwen3-4b,lo,edge_count,degree,filler,97,0.1031,0.2784,17.53,8,25,0.004551384132355452,0.1,0.05,False,True,True,True
qwen3-4b,lo,edge_count,degree,filler,99,0.0202,0.3232,30.3,1,31,1.5366822481155396e-08,0.2,0.02,False,True,True,True
qwen3-4b,lo,edge_count,degree,filler,99,0.0101,0.2525,24.24,1,25,8.046627044677734e-07,0.35,0.0101,False,True,True,True
qwen3-4b,lo,edge_count,degree,filler,98,0.0,0.3367,33.67,0,33,2.3283064365386963e-10,0.5,0.0,False,True,True,True
qwen3-4b,lo,edge_count,all,filler,100,0.1,0.03,-7.0,8,1,0.0390625,0.1,0.05,False,True,True,False
qwen3-4b,lo,edge_count,all,filler,100,0.02,0.03,1.0,2,3,1.0,0.2,0.02,False,True,False,False
qwen3-4b,lo,edge_count,all,filler,99,0.0101,0.0808,7.07,1,8,0.0390625,0.35,0.0101,False,True,False,False
qwen3-4b,lo,edge_count,all,filler,98,0.0,0.0918,9.18,0,9,0.00390625,0.5,0.0,False,True,True,True
qwen3-4b,lo,edge_existence,components,filler,100,0.96,0.99,3.0,0,3,0.25,0.1,0.9596,False,False,False,False
qwen3-4b,lo,edge_existence,components,filler,100,0.84,0.94,10.0,1,11,0.00634765625,0.2,0.93,False,False,True,True
qwen3-4b,lo,edge_existence,components,filler,100,0.75,0.75,0.0,11,11,1.0,0.35,0.83,True,False,False,False
qwen3-4b,lo,edge_existence,components,filler,100,0.79,0.83,4.0,1,5,0.21875,0.5,0.9,True,False,False,False
qwen3-4b,lo,edge_existence,clustering,filler,100,0.96,0.97,1.0,1,2,1.0,0.1,0.9596,False,False,False,False
qwen3-4b,lo,edge_existence,clustering,filler,100,0.84,0.98,14.0,0,14,0.0001220703125,0.2,0.93,False,False,True,True
qwen3-4b,lo,edge_existence,clustering,filler,100,0.75,0.89,14.0,5,19,0.006610751152038574,0.35,0.83,True,False,True,True
qwen3-4b,lo,edge_existence,clustering,filler,100,0.79,0.94,15.0,2,17,0.000728607177734375,0.5,0.9,True,False,True,True
qwen3-4b,lo,edge_existence,rwse,filler,100,0.96,0.96,0.0,1,1,1.0,0.1,0.9596,False,False,False,False
qwen3-4b,lo,edge_existence,rwse,filler,100,0.84,0.89,5.0,7,12,0.359283447265625,0.2,0.93,False,False,False,False
qwen3-4b,lo,edge_existence,rwse,filler,100,0.75,0.7,-5.0,13,8,0.38331031799316406,0.35,0.83,True,False,False,False
qwen3-4b,lo,edge_existence,rwse,filler,100,0.79,0.67,-12.0,15,3,0.007537841796875,0.5,0.9,True,False,True,True
qwen3-4b,lo,edge_existence,degree,filler,100,0.96,0.99,3.0,0,3,0.25,0.1,0.9596,False,True,False,False
qwen3-4b,lo,edge_existence,degree,filler,99,0.8485,0.9192,7.07,4,11,0.11846923828125,0.2,0.93,False,True,False,False
qwen3-4b,lo,edge_existence,degree,filler,100,0.75,0.79,4.0,8,12,0.5034446716308594,0.35,0.83,True,True,False,False
qwen3-4b,lo,edge_existence,degree,filler,99,0.7879,0.7475,-4.04,9,5,0.4239501953125,0.5,0.9,True,True,False,False
qwen3-4b,lo,edge_existence,all,filler,99,0.9596,0.9596,0.0,3,3,1.0,0.1,0.9596,False,True,False,False
qwen3-4b,lo,edge_existence,all,filler,100,0.84,0.84,0.0,7,7,1.0,0.2,0.93,False,True,False,False
qwen3-4b,lo,edge_existence,all,filler,100,0.75,0.7,-5.0,15,10,0.42435622215270996,0.35,0.83,True,True,False,False
qwen3-4b,lo,edge_existence,all,filler,100,0.79,0.73,-6.0,9,3,0.14599609375,0.5,0.9,True,True,False,False
qwen3-4b,lo,node_count,components,filler,100,0.98,0.97,-1.0,2,1,1.0,0.1,0.92,False,False,False,False
qwen3-4b,lo,node_count,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,0.69,True,False,False,False
qwen3-4b,lo,node_count,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b,lo,node_count,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b,lo,node_count,clustering,filler,100,0.98,0.97,-1.0,3,2,1.0,0.1,0.92,False,False,False,False
qwen3-4b,lo,node_count,clustering,filler,100,1.0,0.99,-1.0,1,0,1.0,0.2,0.69,True,False,False,False
qwen3-4b,lo,node_count,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b,lo,node_count,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b,lo,node_count,rwse,filler,100,0.98,0.98,0.0,2,2,1.0,0.1,0.92,False,False,False,False
qwen3-4b,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,0.69,True,False,False,False
qwen3-4b,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b,lo,node_count,degree,filler,100,0.98,0.94,-4.0,5,1,0.21875,0.1,0.92,False,True,False,False
qwen3-4b,lo,node_count,degree,filler,100,1.0,0.99,-1.0,1,0,1.0,0.2,0.69,True,True,False,False
qwen3-4b,lo,node_count,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b,lo,node_count,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b,lo,node_count,all,filler,100,0.98,1.0,2.0,0,2,0.5,0.1,0.92,False,True,False,False
qwen3-4b,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,0.69,True,True,False,False
qwen3-4b,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b,lo,node_degree,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b,lo,node_degree,components,filler,100,0.99,0.99,0.0,1,1,1.0,0.2,0.99,False,False,False,False
qwen3-4b,lo,node_degree,components,filler,100,0.99,0.99,0.0,1,1,1.0,0.35,0.99,False,False,False,False
qwen3-4b,lo,node_degree,components,filler,100,0.97,1.0,3.0,0,3,0.25,0.5,0.99,False,False,False,False
qwen3-4b,lo,node_degree,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b,lo,node_degree,clustering,filler,100,0.99,1.0,1.0,0,1,1.0,0.2,0.99,False,False,False,False
qwen3-4b,lo,node_degree,clustering,filler,100,0.99,0.99,0.0,1,1,1.0,0.35,0.99,False,False,False,False
qwen3-4b,lo,node_degree,clustering,filler,100,0.97,0.96,-1.0,2,1,1.0,0.5,0.99,False,False,False,False
qwen3-4b,lo,node_degree,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b,lo,node_degree,rwse,filler,100,0.99,0.97,-2.0,3,1,0.625,0.2,0.99,False,False,False,False
qwen3-4b,lo,node_degree,rwse,filler,100,0.99,0.96,-3.0,4,1,0.375,0.35,0.99,False,False,False,False
qwen3-4b,lo,node_degree,rwse,filler,100,0.97,0.95,-2.0,5,3,0.7265625,0.5,0.99,False,False,False,False
qwen3-4b,lo,node_degree,degree,filler,100,1.0,0.94,-6.0,6,0,0.03125,0.1,1.0,False,True,False,False
qwen3-4b,lo,node_degree,degree,filler,100,0.99,0.98,-1.0,2,1,1.0,0.2,0.99,False,True,False,False
qwen3-4b,lo,node_degree,degree,filler,100,0.99,0.92,-7.0,8,1,0.0390625,0.35,0.99,False,True,False,False
qwen3-4b,lo,node_degree,degree,filler,100,0.97,0.87,-10.0,12,2,0.012939453125,0.5,0.99,False,True,True,False
qwen3-4b,lo,node_degree,all,filler,100,1.0,0.93,-7.0,7,0,0.015625,0.1,1.0,False,True,False,False
qwen3-4b,lo,node_degree,all,filler,100,0.99,0.96,-3.0,4,1,0.375,0.2,0.99,False,True,False,False
qwen3-4b,lo,node_degree,all,filler,100,0.99,0.92,-7.0,8,1,0.0390625,0.35,0.99,False,True,False,False
qwen3-4b,lo,node_degree,all,filler,100,0.97,0.84,-13.0,13,0,0.000244140625,0.5,0.99,False,True,True,True
qwen3-4b,hi,edge_existence,components,filler,100,0.75,0.79,4.0,2,6,0.2890625,0.65,0.87,True,False,False,False
qwen3-4b,hi,edge_existence,components,filler,99,0.8586,0.8889,3.03,3,6,0.5078125,0.75,0.8687,True,False,False,False
qwen3-4b,hi,edge_existence,components,filler,100,0.91,0.93,2.0,2,4,0.6875,0.85,0.96,False,False,False,False
qwen3-4b,hi,edge_existence,clustering,filler,100,0.75,0.95,20.0,1,21,1.0967254638671875e-05,0.65,0.87,True,False,True,True
qwen3-4b,hi,edge_existence,clustering,filler,100,0.85,0.96,11.0,1,12,0.00341796875,0.75,0.8687,True,False,True,True
qwen3-4b,hi,edge_existence,clustering,filler,100,0.91,0.95,4.0,3,7,0.34375,0.85,0.96,False,False,False,False
qwen3-4b,hi,edge_existence,rwse,filler,100,0.75,0.9,15.0,4,19,0.002599477767944336,0.65,0.87,True,False,True,True
qwen3-4b,hi,edge_existence,rwse,filler,100,0.85,0.88,3.0,3,6,0.5078125,0.75,0.8687,True,False,False,False
qwen3-4b,hi,edge_existence,rwse,filler,100,0.91,0.9,-1.0,4,3,1.0,0.85,0.96,False,False,False,False
qwen3-4b,hi,edge_existence,degree,filler,99,0.7475,0.8182,7.07,1,8,0.0390625,0.65,0.87,True,True,True,False
qwen3-4b,hi,edge_existence,degree,filler,100,0.85,0.87,2.0,3,5,0.7265625,0.75,0.8687,True,True,False,False
qwen3-4b,hi,edge_existence,degree,filler,100,0.91,0.92,1.0,4,5,1.0,0.85,0.96,False,True,False,False
qwen3-4b,hi,edge_existence,all,filler,100,0.75,0.88,13.0,4,17,0.007197380065917969,0.65,0.87,True,True,True,True
qwen3-4b,hi,edge_existence,all,filler,99,0.8485,0.8586,1.01,2,3,1.0,0.75,0.8687,True,True,False,False
qwen3-4b,hi,edge_existence,all,filler,100,0.91,0.9,-1.0,3,2,1.0,0.85,0.96,False,True,False,False
qwen3-4b,hi,node_degree,components,filler,100,0.86,0.74,-12.0,14,2,0.004180908203125,0.65,0.82,True,False,True,True
qwen3-4b,hi,node_degree,components,filler,100,0.49,0.46,-3.0,8,5,0.5810546875,0.75,0.5,True,False,False,False
qwen3-4b,hi,node_degree,components,filler,100,0.36,0.42,6.0,10,16,0.32693958282470703,0.85,0.33,True,False,False,False
qwen3-4b,hi,node_degree,clustering,filler,100,0.86,0.89,3.0,4,7,0.548828125,0.65,0.82,True,False,False,False
