arm,design,task,condition,control,n,control_acc,condition_acc,delta_pp,b_helped_to_hurt,c_hurt_to_helped,p_value,density,none_acc,mid_range,contaminated,bh_significant,bh_global
qwen3-4b,hi,node_degree,clustering,filler,100,0.49,0.59,10.0,8,18,0.07551869750022888,0.75,0.5,True,False,False,False
qwen3-4b,hi,node_degree,clustering,filler,100,0.36,0.51,15.0,6,21,0.005924612283706665,0.85,0.33,True,False,True,True
qwen3-4b,hi,node_degree,rwse,filler,100,0.86,0.82,-4.0,9,5,0.4239501953125,0.65,0.82,True,False,False,False
qwen3-4b,hi,node_degree,rwse,filler,100,0.49,0.63,14.0,6,20,0.009355306625366211,0.75,0.5,True,False,True,False
qwen3-4b,hi,node_degree,rwse,filler,100,0.36,0.43,7.0,9,16,0.2295229434967041,0.85,0.33,True,False,False,False
qwen3-4b,hi,node_degree,degree,filler,100,0.86,0.76,-10.0,19,9,0.08715855330228806,0.65,0.82,True,True,False,False
qwen3-4b,hi,node_degree,degree,filler,100,0.49,0.57,8.0,21,29,0.3222363203575469,0.75,0.5,True,True,False,False
qwen3-4b,hi,node_degree,degree,filler,100,0.36,0.6,24.0,15,39,0.0014962588853935088,0.85,0.33,True,True,True,True
qwen3-4b,hi,node_degree,all,filler,100,0.86,0.45,-41.0,45,4,8.225455871979648e-10,0.65,0.82,True,True,True,True
qwen3-4b,hi,node_degree,all,filler,100,0.49,0.31,-18.0,31,13,0.009559878856634896,0.75,0.5,True,True,True,False
qwen3-4b,hi,node_degree,all,filler,100,0.36,0.25,-11.0,25,14,0.10812902140605729,0.85,0.33,True,True,False,False
qwen3-4b-think,lo,connected_nodes,components,filler,93,1.0,1.0,0.0,0,0,1.0,0.1,0.9889,False,False,False,False
qwen3-4b-think,lo,connected_nodes,components,filler,89,1.0,1.0,0.0,0,0,1.0,0.2,0.989,False,False,False,False
qwen3-4b-think,lo,connected_nodes,components,filler,99,0.9899,1.0,1.01,0,1,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,components,filler,96,1.0,0.9896,-1.04,1,0,1.0,0.5,0.9794,False,False,False,False
qwen3-4b-think,lo,connected_nodes,clustering,filler,90,1.0,1.0,0.0,0,0,1.0,0.1,0.9889,False,False,False,False
qwen3-4b-think,lo,connected_nodes,clustering,filler,90,0.9889,0.9889,0.0,1,1,1.0,0.2,0.989,False,False,False,False
qwen3-4b-think,lo,connected_nodes,clustering,filler,99,0.9899,1.0,1.01,0,1,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,clustering,filler,97,1.0,0.9897,-1.03,1,0,1.0,0.5,0.9794,False,False,False,False
qwen3-4b-think,lo,connected_nodes,rwse,filler,95,1.0,1.0,0.0,0,0,1.0,0.1,0.9889,False,False,False,False
qwen3-4b-think,lo,connected_nodes,rwse,filler,88,0.9886,1.0,1.14,0,1,1.0,0.2,0.989,False,False,False,False
qwen3-4b-think,lo,connected_nodes,rwse,filler,100,0.99,0.97,-2.0,3,1,0.625,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,connected_nodes,rwse,filler,97,1.0,0.9897,-1.03,1,0,1.0,0.5,0.9794,False,False,False,False
qwen3-4b-think,lo,connected_nodes,degree,filler,94,1.0,1.0,0.0,0,0,1.0,0.1,0.9889,False,True,False,False
qwen3-4b-think,lo,connected_nodes,degree,filler,93,0.9892,0.9785,-1.08,2,1,1.0,0.2,0.989,False,True,False,False
qwen3-4b-think,lo,connected_nodes,degree,filler,98,0.9898,1.0,1.02,0,1,1.0,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,connected_nodes,degree,filler,97,1.0,0.9794,-2.06,2,0,0.5,0.5,0.9794,False,True,False,False
qwen3-4b-think,lo,connected_nodes,all,filler,90,1.0,0.9889,-1.11,1,0,1.0,0.1,0.9889,False,True,False,False
qwen3-4b-think,lo,connected_nodes,all,filler,90,0.9889,0.9778,-1.11,2,1,1.0,0.2,0.989,False,True,False,False
qwen3-4b-think,lo,connected_nodes,all,filler,100,0.99,0.99,0.0,1,1,1.0,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,connected_nodes,all,filler,96,1.0,1.0,0.0,0,0,1.0,0.5,0.9794,False,True,False,False
qwen3-4b-think,lo,cycle_check,components,filler,98,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,components,filler,93,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,components,filler,92,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,clustering,filler,97,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,clustering,filler,99,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,rwse,filler,97,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,cycle_check,degree,filler,95,1.0,0.9789,-2.11,2,0,0.5,0.1,1.0,False,True,False,False
qwen3-4b-think,lo,cycle_check,degree,filler,97,1.0,0.9897,-1.03,1,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b-think,lo,cycle_check,degree,filler,93,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,cycle_check,degree,filler,92,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b-think,lo,cycle_check,all,filler,99,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,True,False,False
qwen3-4b-think,lo,cycle_check,all,filler,99,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b-think,lo,cycle_check,all,filler,98,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,cycle_check,all,filler,98,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b-think,lo,edge_count,clustering,filler,55,1.0,0.9818,-1.82,1,0,1.0,0.1,,False,False,False,False
qwen3-4b-think,lo,edge_existence,components,filler,98,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,components,filler,99,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,components,filler,99,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,clustering,filler,97,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,clustering,filler,99,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,rwse,filler,95,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,rwse,filler,98,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,edge_existence,degree,filler,98,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,True,False,False
qwen3-4b-think,lo,edge_existence,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b-think,lo,edge_existence,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,edge_existence,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b-think,lo,edge_existence,all,filler,95,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,True,False,False
qwen3-4b-think,lo,edge_existence,all,filler,99,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b-think,lo,edge_existence,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,edge_existence,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b-think,lo,node_count,components,filler,100,1.0,0.99,-1.0,1,0,1.0,0.1,0.98,False,False,False,False
qwen3-4b-think,lo,node_count,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,components,filler,100,1.0,0.99,-1.0,1,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,clustering,filler,99,1.0,1.0,0.0,0,0,1.0,0.1,0.98,False,False,False,False
qwen3-4b-think,lo,node_count,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,rwse,filler,99,1.0,1.0,0.0,0,0,1.0,0.1,0.98,False,False,False,False
qwen3-4b-think,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,node_count,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.1,0.98,False,True,False,False
qwen3-4b-think,lo,node_count,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b-think,lo,node_count,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,node_count,degree,filler,99,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b-think,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.1,0.98,False,True,False,False
qwen3-4b-think,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b-think,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,node_count,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b-think,lo,node_degree,components,filler,92,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,components,filler,99,1.0,0.9899,-1.01,1,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,components,filler,98,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,components,filler,99,1.0,0.9899,-1.01,1,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,clustering,filler,94,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,clustering,filler,100,1.0,0.99,-1.0,1,0,1.0,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,clustering,filler,99,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,rwse,filler,91,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,rwse,filler,98,1.0,0.9796,-2.04,2,0,0.5,0.2,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,rwse,filler,99,1.0,0.9394,-6.06,6,0,0.03125,0.5,1.0,False,False,False,False
qwen3-4b-think,lo,node_degree,degree,filler,96,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,True,False,False
qwen3-4b-think,lo,node_degree,degree,filler,100,1.0,0.99,-1.0,1,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b-think,lo,node_degree,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,node_degree,degree,filler,99,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b-think,lo,node_degree,all,filler,93,1.0,1.0,0.0,0,0,1.0,0.1,1.0,False,True,False,False
qwen3-4b-think,lo,node_degree,all,filler,99,1.0,0.9899,-1.01,1,0,1.0,0.2,1.0,False,True,False,False
qwen3-4b-think,lo,node_degree,all,filler,100,1.0,0.98,-2.0,2,0,0.5,0.35,1.0,False,True,False,False
qwen3-4b-think,lo,node_degree,all,filler,98,1.0,1.0,0.0,0,0,1.0,0.5,1.0,False,True,False,False
qwen3-4b-think,hi,edge_existence,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.65,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.75,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,components,filler,100,1.0,1.0,0.0,0,0,1.0,0.85,0.98,False,False,False,False
qwen3-4b-think,hi,edge_existence,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.65,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.75,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,clustering,filler,100,1.0,1.0,0.0,0,0,1.0,0.85,0.98,False,False,False,False
qwen3-4b-think,hi,edge_existence,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.65,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,rwse,filler,100,1.0,1.0,0.0,0,0,1.0,0.75,1.0,False,False,False,False
qwen3-4b-think,hi,edge_existence,rwse,filler,100,1.0,0.99,-1.0,1,0,1.0,0.85,0.98,False,False,False,False
qwen3-4b-think,hi,edge_existence,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.65,1.0,False,True,False,False
qwen3-4b-think,hi,edge_existence,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.75,1.0,False,True,False,False
qwen3-4b-think,hi,edge_existence,degree,filler,100,1.0,1.0,0.0,0,0,1.0,0.85,0.98,False,True,False,False
qwen3-4b-think,hi,edge_existence,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.65,1.0,False,True,False,False
qwen3-4b-think,hi,edge_existence,all,filler,100,1.0,1.0,0.0,0,0,1.0,0.75,1.0,False,True,False,False
qwen3-4b-think,hi,edge_existence,all,filler,100,1.0,0.99,-1.0,1,0,1.0,0.85,0.98,False,True,False,False
qwen3-4b-think,hi,node_degree,components,filler,99,1.0,0.9899,-1.01,1,0,1.0,0.65,1.0,False,False,False,False
qwen3-4b-think,hi,node_degree,components,filler,99,0.9697,0.9697,0.0,2,2,1.0,0.75,0.9694,False,False,False,False
qwen3-4b-think,hi,node_degree,components,filler,100,0.95,0.92,-3.0,4,1,0.375,0.85,0.9596,False,False,False,False
qwen3-4b-think,hi,node_degree,clustering,filler,100,1.0,0.98,-2.0,2,0,0.5,0.65,1.0,False,False,False,False
qwen3-4b-think,hi,node_degree,clustering,filler,100,0.97,0.97,0.0,2,2,1.0,0.75,0.9694,False,False,False,False
qwen3-4b-think,hi,node_degree,clustering,filler,99,0.9495,0.9596,1.01,2,3,1.0,0.85,0.9596,False,False,False,False
qwen3-4b-think,hi,node_degree,rwse,filler,98,1.0,0.9898,-1.02,1,0,1.0,0.65,1.0,False,False,False,False
qwen3-4b-think,hi,node_degree,rwse,filler,100,0.97,0.95,-2.0,5,3,0.7265625,0.75,0.9694,False,False,False,False
qwen3-4b-think,hi,node_degree,rwse,filler,99,0.9495,0.9899,4.04,0,4,0.125,0.85,0.9596,False,False,False,False
qwen3-4b-think,hi,node_degree,degree,filler,99,1.0,0.9697,-3.03,3,0,0.25,0.65,1.0,False,True,False,False
qwen3-4b-think,hi,node_degree,degree,filler,100,0.97,0.98,1.0,2,3,1.0,0.75,0.9694,False,True,False,False
qwen3-4b-think,hi,node_degree,degree,filler,99,0.9495,0.9697,2.02,1,3,0.625,0.85,0.9596,False,True,False,False
qwen3-4b-think,hi,node_degree,all,filler,99,1.0,0.9899,-1.01,1,0,1.0,0.65,1.0,False,True,False,False
qwen3-4b-think,hi,node_degree,all,filler,99,0.9697,0.9798,1.01,1,2,1.0,0.75,0.9694,False,True,False,False
qwen3-4b-think,hi,node_degree,all,filler,99,0.9596,0.9899,3.03,1,4,0.375,0.85,0.9596,False,True,False,False
